step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.16771488469601678,0.05731441915140347,0.11428571428571428,0.04420398296304823,0,0,,0.0,"[0.0, 0.0, 0.0, 0.7, 0.0, 0.1, 0.0]","[0.0, 0.0, 0.0, 0.949, 0.0, 0.086, 0.0]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.20754716981132076,0.14077665425511648,0.38571428571428573,0.3550195835910122,0,0,,0.98,"[0.4, 0.2, 0.0, 0.3, 0.1, 0.7, 1.0]","[0.571, 0.015, 0.0, 0.0, 0.0, 0.19, 0.86]","[0.15952417254447937, 0.13602164387702942, 0.10305534303188324, 0.13579316437244415, 0.14667195081710815, 0.15634731948375702, 0.16258618235588074]","[0.9811668395996094, 0.8366125822067261, 0.6338505744934082, 0.8352072834968567, 0.9021182060241699, 0.9616273641586304, 1.0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.20335429769392033,0.15435901557911477,0.6142857142857143,0.6198571736386862,0,0,,0.98,"[0.2, 0.7, 0.4, 0.6, 1.0, 0.7, 0.7]","[0.052, 0.262, 0.0, 0.228, 0.785, 0.069, 0.06]","[0.14689183235168457, 0.10580599308013916, 0.10308632999658585, 0.14002567529678345, 0.19294725358486176, 0.1685730218887329, 0.1426696926355362]","[0.7613056302070618, 0.548367440700531, 0.5342720746994019, 0.7257199883460999, 1.0, 0.8736740946769714, 0.7394232749938965]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
75,0.32075471698113206,0.3076522156817651,0.8428571428571429,0.840085731262202,0,0,,0.98,"[0.6, 1.0, 1.0, 0.8, 0.7, 1.0, 0.8]","[0.195, 0.585, 0.506, 0.19, 0.169, 0.397, 0.18]","[0.1498989760875702, 0.1779693365097046, 0.15390291810035706, 0.14809423685073853, 0.11612073332071304, 0.11992255598306656, 0.13409103453159332]","[0.8422741889953613, 1.0, 0.8647720813751221, 0.8321334719657898, 0.6524760723114014, 0.6738383173942566, 0.7534502148628235]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
100,0.3165618448637317,0.2950228329835133,0.9714285714285714,0.9705215419501135,4,9,0.4444444444444444,0.98,"[0.8, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.169, 0.631, 0.458, 0.089, 0.4, 0.172, 0.32]","[0.15374314785003662, 0.16394516825675964, 0.14788226783275604, 0.09834703058004379, 0.15858761966228485, 0.11724159866571426, 0.16025297343730927]","[0.937771737575531, 1.0, 0.9020227193832397, 0.5998775959014893, 0.9673210978507996, 0.7151268720626831, 0.977479100227356]","[0, 7, 0, 0, 1, 1, 0]","[0, 4, 0, 0, 0, 0, 0]","[nan, 0.5714285969734192, nan, nan, 0.0, 0.0, nan]","[0, 7, 0, 0, 1, 1, 0]","[0, 4, 0, 0, 0, 0, 0]","[nan, 0.5714285969734192, nan, nan, 0.0, 0.0, nan]"
125,0.32914046121593293,0.31547986709313364,0.9857142857142858,0.9856784819190835,29,55,0.5272727272727272,0.98,"[0.9, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.13, 0.662, 0.265, 0.139, 0.323, 0.5, 0.42]","[0.1449330449104309, 0.17597943544387817, 0.09491191059350967, 0.10848748683929443, 0.1278138905763626, 0.1859588325023651, 0.16191521286964417]","[0.7793824076652527, 0.9463354349136353, 0.5103920698165894, 0.5833951830863953, 0.6873235702514648, 1.0, 0.8707045912742615]","[5, 13, 5, 10, 11, 9, 2]","[4, 6, 2, 1, 7, 8, 1]","[0.800000011920929, 0.4615384638309479, 0.4000000059604645, 0.10000000149011612, 0.6363636255264282, 0.8888888955116272, 0.5]","[5, 20, 5, 10, 12, 10, 2]","[4, 10, 2, 1, 7, 8, 1]","[0.800000011920929, 0.5, 0.4000000059604645, 0.10000000149011612, 0.5833333134651184, 0.800000011920929, 0.5]"
150,0.2976939203354298,0.28154435359929764,0.9571428571428572,0.9562000238691969,142,327,0.43425076452599387,0.98,"[0.8, 1.0, 1.0, 0.9, 1.0, 1.0, 1.0]","[0.156, 0.523, 0.373, 0.025, 0.431, 0.31, 0.34]","[0.10070394724607468, 0.2014058232307434, 0.10860912501811981, 0.12448883801698685, 0.1397838294506073, 0.1279015988111496, 0.19710665941238403]","[0.5000051259994507, 1.0, 0.5392551422119141, 0.6180995106697083, 0.6940406560897827, 0.6350442171096802, 0.9786542057991028]","[39, 70, 52, 58, 49, 34, 25]","[22, 35, 24, 12, 25, 15, 9]","[0.5641025900840759, 0.5, 0.4615384638309479, 0.2068965584039688, 0.5102040767669678, 0.44117647409439087, 0.36000001430511475]","[44, 90, 57, 68, 61, 44, 27]","[26, 45, 26, 13, 32, 23, 10]","[0.5909090638160706, 0.5, 0.45614033937454224, 0.19117647409439087, 0.5245901346206665, 0.5227272510528564, 0.37037035822868347]"
175,0.35639412997903563,0.34059332990367797,1.0,1.0,225,533,0.42213883677298314,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.377, 0.6, 0.518, 0.025, 0.369, 0.397, 0.2]","[0.13817694783210754, 0.21112747490406036, 0.18714463710784912, 0.11653151363134384, 0.13485875725746155, 0.11547914892435074, 0.09668124467134476]","[0.6544716358184814, 1.0, 0.886405885219574, 0.551948606967926, 0.6387551426887512, 0.5469641089439392, 0.45792829990386963]","[85, 95, 69, 89, 76, 61, 58]","[44, 59, 31, 20, 29, 29, 13]","[0.5176470875740051, 0.621052622795105, 0.4492753744125366, 0.2247191071510315, 0.3815789520740509, 0.4754098355770111, 0.22413793206214905]","[129, 185, 126, 157, 137, 105, 85]","[70, 104, 57, 33, 61, 52, 23]","[0.5426356792449951, 0.5621621608734131, 0.4523809552192688, 0.21019108593463898, 0.44525548815727234, 0.4952380955219269, 0.2705882489681244]"
200,0.3480083857442348,0.3353337934957715,0.9857142857142858,0.9856784819190835,276,708,0.3898305084745763,0.98,"[0.9, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.455, 0.631, 0.325, 0.038, 0.415, 0.31, 0.3]","[0.189071923494339, 0.20375803112983704, 0.14947694540023804, 0.09920386224985123, 0.17297598719596863, 0.0752941444516182, 0.11021887511014938]","[0.9279237985610962, 1.0, 0.7336002588272095, 0.4868709444999695, 0.8489284515380859, 0.36952725052833557, 0.5409302115440369]","[125, 129, 79, 118, 101, 70, 86]","[60, 68, 27, 18, 36, 44, 23]","[0.47999998927116394, 0.5271317958831787, 0.3417721390724182, 0.1525423675775528, 0.3564356565475464, 0.6285714507102966, 0.26744186878204346]","[254, 314, 205, 275, 238, 175, 171]","[130, 172, 84, 51, 97, 96, 46]","[0.5118110179901123, 0.5477706789970398, 0.4097560942173004, 0.18545454740524292, 0.4075630307197571, 0.5485714077949524, 0.26900583505630493]"
225,0.350104821802935,0.332345971582861,1.0,1.0,342,813,0.42066420664206644,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.416, 0.6, 0.337, 0.025, 0.462, 0.379, 0.28]","[0.14660128951072693, 0.1283063292503357, 0.1145336776971817, 0.08391528576612473, 0.20117877423763275, 0.1723867654800415, 0.1530776172876358]","[0.7287115454673767, 0.6377726793289185, 0.5693129301071167, 0.41711798310279846, 1.0, 0.8568834662437439, 0.7609034180641174]","[152, 125, 111, 121, 104, 108, 92]","[76, 72, 50, 38, 43, 40, 23]","[0.5, 0.5759999752044678, 0.45045045018196106, 0.3140496015548706, 0.4134615361690521, 0.37037035822868347, 0.25]","[406, 439, 316, 396, 342, 283, 263]","[206, 244, 134, 89, 140, 136, 69]","[0.5073891878128052, 0.5558086633682251, 0.42405062913894653, 0.22474747896194458, 0.4093567132949829, 0.4805653691291809, 0.2623574137687683]"
