step,acc_train,f1_train,cw_acc_train,acc_val,f1_val,cw_acc_val,acc_test,f1_test,cw_acc_test,psl_correct,psl_total,acc_psl,pslt_global,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.14285714285714285,0.03571428571428571,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.15337423312883436,0.037993920972644375,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.15337423312883436,0.037993920972644375,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,0,,0.0,"[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.6285714285714286,0.5963718820861678,"[1.0, 0.2, 1.0, 0.6, 0.4, 0.2, 1.0]",0.20449897750511248,0.14864484773112313,"[0.293, 0.029, 0.718, 0.1, 0.026, 0.0, 0.183]",0.24539877300613497,0.1921301555637969,"[0.453, 0.057, 0.714, 0.086, 0.026, 0.0, 0.311]",0,0,,0.98,"[0.11687878519296646, 0.1404176950454712, 0.18580268323421478, 0.14196644723415375, 0.1537981629371643, 0.11976227909326553, 0.14137375354766846]","[0.6290478706359863, 0.7557355761528015, 1.0, 0.7640710473060608, 0.8277499675750732, 0.6445670127868652, 0.7608811259269714]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.9714285714285714,0.9711399711399712,"[1.0, 0.8, 1.0, 1.0, 1.0, 1.0, 1.0]",0.2658486707566462,0.2566744772946378,"[0.36, 0.029, 0.115, 0.3, 0.247, 0.305, 0.567]",0.26993865030674846,0.26383469795788184,"[0.493, 0.086, 0.169, 0.243, 0.066, 0.267, 0.623]",44,61,0.7213114754098361,0.98,"[0.11977197974920273, 0.20022785663604736, 0.1448678970336914, 0.1050473004579544, 0.14160551130771637, 0.20130030810832977, 0.08717901259660721]","[0.5949915647506714, 0.9946723580360413, 0.7196605801582336, 0.5218437314033508, 0.7034540176391602, 1.0, 0.43307939171791077]","[53, 2, 0, 1, 0, 0, 5]","[41, 0, 0, 0, 0, 0, 3]","[0.7735849022865295, 0.0, nan, 0.0, nan, nan, 0.6000000238418579]","[53, 2, 0, 1, 0, 0, 5]","[41, 0, 0, 0, 0, 0, 3]","[0.7735849022865295, 0.0, nan, 0.0, nan, nan, 0.6000000238418579]"
75,0.8857142857142857,0.8820861678004536,"[1.0, 0.4, 1.0, 1.0, 0.8, 1.0, 1.0]",0.19631901840490798,0.1711850681451129,"[0.333, 0.014, 0.449, 0.129, 0.013, 0.373, 0.05]",0.24335378323108384,0.213630716407227,"[0.427, 0.0, 0.519, 0.086, 0.039, 0.5, 0.131]",162,357,0.453781512605042,0.98,"[0.0696852058172226, 0.10627426952123642, 0.28462594747543335, 0.12057492136955261, 0.10613347589969635, 0.23384132981300354, 0.07886464148759842]","[0.24483083188533783, 0.37338221073150635, 1.0, 0.4236258864402771, 0.3728875517845154, 0.8215742111206055, 0.277081698179245]","[128, 47, 34, 60, 13, 28, 47]","[96, 10, 14, 15, 2, 3, 22]","[0.75, 0.21276596188545227, 0.4117647111415863, 0.25, 0.1538461595773697, 0.1071428582072258, 0.4680851101875305]","[181, 49, 34, 61, 13, 28, 52]","[137, 10, 14, 15, 2, 3, 25]","[0.7569060921669006, 0.20408163964748383, 0.4117647111415863, 0.24590164422988892, 0.1538461595773697, 0.1071428582072258, 0.48076921701431274]"
100,0.9714285714285714,0.9711399711399712,"[1.0, 0.8, 1.0, 1.0, 1.0, 1.0, 1.0]",0.24539877300613497,0.24084729258946577,"[0.28, 0.014, 0.09, 0.257, 0.377, 0.22, 0.517]",0.25766871165644173,0.2538752466772996,"[0.36, 0.043, 0.104, 0.157, 0.263, 0.383, 0.557]",221,574,0.38501742160278746,0.98,"[0.09082131832838058, 0.1573798507452011, 0.11634442210197449, 0.10883032530546188, 0.17682239413261414, 0.18487519025802612, 0.16492635011672974]","[0.4912574589252472, 0.8512762188911438, 0.6293133497238159, 0.5886691808700562, 0.9564419984817505, 1.0, 0.8920956254005432]","[130, 79, 56, 81, 53, 78, 97]","[93, 24, 21, 18, 17, 9, 39]","[0.7153846025466919, 0.3037974536418915, 0.375, 0.2222222238779068, 0.3207547068595886, 0.11538461595773697, 0.4020618498325348]","[311, 128, 90, 142, 66, 106, 149]","[230, 34, 35, 33, 19, 12, 64]","[0.7395498156547546, 0.265625, 0.3888888955116272, 0.23239436745643616, 0.28787878155708313, 0.11320754885673523, 0.42953020334243774]"
125,0.9714285714285714,0.9711399711399711,"[1.0, 1.0, 0.8, 1.0, 1.0, 1.0, 1.0]",0.25153374233128833,0.2354631182121864,"[0.347, 0.086, 0.077, 0.614, 0.273, 0.102, 0.25]",0.26789366053169733,0.2637902749305554,"[0.4, 0.214, 0.091, 0.557, 0.276, 0.117, 0.197]",206,576,0.3576388888888889,0.98,"[0.10939635336399078, 0.19061459600925446, 0.11698656529188156, 0.2869558334350586, 0.12157835811376572, 0.13526763021945953, 0.03920048102736473]","[0.3812306225299835, 0.6642645597457886, 0.4076814353466034, 1.0, 0.42368316650390625, 0.4713883399963379, 0.1366080641746521]","[128, 96, 45, 105, 55, 70, 77]","[97, 17, 15, 24, 14, 6, 33]","[0.7578125, 0.1770833283662796, 0.3333333432674408, 0.22857142984867096, 0.2545454502105713, 0.08571428805589676, 0.4285714328289032]","[439, 224, 135, 247, 121, 176, 226]","[327, 51, 50, 57, 33, 18, 97]","[0.7448747158050537, 0.2276785671710968, 0.37037035822868347, 0.23076923191547394, 0.27272728085517883, 0.10227272659540176, 0.4292035400867462]"
150,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.23517382413087934,0.23995113704353427,"[0.347, 0.143, 0.09, 0.386, 0.273, 0.203, 0.2]",0.2822085889570552,0.2924866407373291,"[0.387, 0.143, 0.234, 0.271, 0.355, 0.333, 0.246]",220,647,0.3400309119010819,0.98,"[0.055577538907527924, 0.19122950732707977, 0.13614970445632935, 0.12157616019248962, 0.1722889095544815, 0.2592030465602875, 0.06397495418787003]","[0.2144169956445694, 0.7377594709396362, 0.5252627730369568, 0.46903830766677856, 0.6646870374679565, 1.0, 0.2468140572309494]","[126, 116, 78, 93, 49, 101, 84]","[95, 26, 30, 16, 13, 8, 32]","[0.7539682388305664, 0.22413793206214905, 0.38461539149284363, 0.17204301059246063, 0.26530611515045166, 0.07920791953802109, 0.380952388048172]","[565, 340, 213, 340, 170, 277, 310]","[422, 77, 80, 73, 46, 26, 129]","[0.7469026446342468, 0.22647058963775635, 0.3755868673324585, 0.21470588445663452, 0.2705882489681244, 0.09386281669139862, 0.4161290228366852]"
175,0.9714285714285714,0.9711399711399712,"[1.0, 0.8, 1.0, 1.0, 1.0, 1.0, 1.0]",0.2658486707566462,0.2634139294107546,"[0.347, 0.057, 0.154, 0.229, 0.364, 0.22, 0.517]",0.2719836400817996,0.26674904343204503,"[0.427, 0.043, 0.247, 0.1, 0.303, 0.317, 0.492]",214,628,0.34076433121019106,0.98,"[0.0787293016910553, 0.13650141656398773, 0.2031668871641159, 0.05972650274634361, 0.22536154091358185, 0.14722636342048645, 0.14928781986236572]","[0.34934666752815247, 0.6056997179985046, 0.9015153646469116, 0.26502525806427, 1.0, 0.6532896757125854, 0.6624369621276855]","[149, 103, 57, 87, 45, 91, 96]","[111, 17, 15, 24, 12, 6, 29]","[0.744966447353363, 0.1650485396385193, 0.2631579041481018, 0.27586206793785095, 0.2666666805744171, 0.06593406945466995, 0.3020833432674408]","[714, 443, 270, 427, 215, 368, 406]","[533, 94, 95, 97, 58, 32, 158]","[0.7464985847473145, 0.21218961477279663, 0.35185185074806213, 0.2271662801504135, 0.2697674334049225, 0.08695652335882187, 0.3891625702381134]"
200,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.261758691206544,0.2703082557282312,"[0.347, 0.2, 0.103, 0.271, 0.299, 0.186, 0.45]",0.26993865030674846,0.2744712728143931,"[0.413, 0.2, 0.26, 0.1, 0.25, 0.25, 0.426]",254,718,0.35376044568245124,0.98,"[0.055028922855854034, 0.1707625836133957, 0.17911025881767273, 0.062148794531822205, 0.1857275515794754, 0.17502142488956451, 0.1722002774477005]","[0.2962884306907654, 0.9194251298904419, 0.9643709659576416, 0.33462345600128174, 1.0, 0.942355751991272, 0.9271660447120667]","[161, 124, 79, 89, 59, 97, 109]","[120, 24, 21, 26, 14, 10, 39]","[0.7453415989875793, 0.19354838132858276, 0.26582279801368713, 0.2921348214149475, 0.23728813230991364, 0.10309278219938278, 0.35779815912246704]","[875, 567, 349, 516, 274, 465, 515]","[653, 118, 116, 123, 72, 42, 197]","[0.7462857365608215, 0.20811288058757782, 0.33237820863723755, 0.2383720874786377, 0.262773722410202, 0.0903225839138031, 0.3825242817401886]"
225,0.9714285714285714,0.9711399711399712,"[1.0, 0.8, 1.0, 1.0, 1.0, 1.0, 1.0]",0.25766871165644173,0.24584311892133684,"[0.413, 0.114, 0.064, 0.2, 0.519, 0.136, 0.333]",0.278118609406953,0.25232135691648677,"[0.573, 0.043, 0.091, 0.086, 0.605, 0.2, 0.311]",270,729,0.37037037037037035,0.98,"[0.06565931439399719, 0.13635946810245514, 0.1287655383348465, 0.040196292102336884, 0.35366013646125793, 0.10277747362852097, 0.17258165776729584]","[0.18565653264522552, 0.3855664134025574, 0.3640940189361572, 0.11365796625614166, 1.0, 0.2906108498573303, 0.48798730969429016]","[157, 122, 81, 77, 72, 102, 118]","[111, 24, 33, 31, 25, 14, 32]","[0.7070063948631287, 0.19672131538391113, 0.40740740299224854, 0.4025973975658417, 0.3472222089767456, 0.13725490868091583, 0.2711864411830902]","[1032, 689, 430, 593, 346, 567, 633]","[764, 142, 149, 154, 97, 56, 229]","[0.7403100728988647, 0.20609578490257263, 0.3465116322040558, 0.25969645380973816, 0.2803468108177185, 0.09876543283462524, 0.36176934838294983]"
