step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.09406952965235174,0.06591510624018927,0.0,0.0,0,0,,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.04, 0.0, 0.0, 0.157, 0.13, 0.0, 0.367]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.23721881390593047,0.1995934873748084,1.0,1.0,2,2,1.0,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.387, 0.043, 0.5, 0.029, 0.351, 0.034, 0.233]","[0.1516493558883667, 0.10122905671596527, 0.21626800298690796, 0.11401320993900299, 0.17385558784008026, 0.1158074289560318, 0.12717708945274353]","[0.7012103199958801, 0.4680722653865814, 1.0, 0.5271848440170288, 0.8038895726203918, 0.5354810953140259, 0.5880531668663025]","[2, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0]","[1.0, nan, nan, nan, nan, nan, nan]","[2, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0]","[1.0, nan, nan, nan, nan, nan, nan]"
50,0.20040899795501022,0.14940955910942058,1.0,1.0,22,55,0.4,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.44, 0.014, 0.167, 0.229, 0.0, 0.0, 0.583]","[0.15581859648227692, 0.08868569135665894, 0.13843417167663574, 0.16695702075958252, 0.053338684141635895, 0.0871768370270729, 0.3095887303352356]","[0.5033083558082581, 0.2864629328250885, 0.44715508818626404, 0.5392864942550659, 0.17228884994983673, 0.28158918023109436, 1.0]","[19, 5, 2, 8, 5, 4, 12]","[11, 2, 0, 2, 2, 0, 5]","[0.5789473652839661, 0.4000000059604645, 0.0, 0.25, 0.4000000059604645, 0.0, 0.4166666567325592]","[21, 5, 2, 8, 5, 4, 12]","[13, 2, 0, 2, 2, 0, 5]","[0.6190476417541504, 0.4000000059604645, 0.0, 0.25, 0.4000000059604645, 0.0, 0.4166666567325592]"
75,0.23517382413087934,0.23346595695177247,1.0,1.0,64,152,0.42105263157894735,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.453, 0.157, 0.077, 0.257, 0.208, 0.203, 0.3]","[0.22374731302261353, 0.13011270761489868, 0.13573792576789856, 0.1898234784603119, 0.08642994612455368, 0.14762137830257416, 0.08652700483798981]","[1.0, 0.5815162658691406, 0.6066572070121765, 0.8483832478523254, 0.3862837255001068, 0.659768283367157, 0.3867175281047821]","[45, 21, 8, 18, 18, 18, 24]","[28, 4, 4, 3, 6, 1, 18]","[0.6222222447395325, 0.190476194024086, 0.5, 0.1666666716337204, 0.3333333432674408, 0.0555555559694767, 0.75]","[66, 26, 10, 26, 23, 22, 36]","[41, 6, 4, 5, 8, 1, 23]","[0.6212121248245239, 0.23076923191547394, 0.4000000059604645, 0.19230769574642181, 0.3478260934352875, 0.04545454680919647, 0.6388888955116272]"
100,0.2249488752556237,0.21859828080296761,1.0,1.0,105,307,0.34201954397394135,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.387, 0.1, 0.115, 0.329, 0.195, 0.085, 0.367]","[0.14192980527877808, 0.06676331907510757, 0.23624710738658905, 0.2120780646800995, 0.1306438446044922, 0.09839926660060883, 0.11393838375806808]","[0.6007684469223022, 0.2825995087623596, 1.0, 0.8976958990097046, 0.5529965758323669, 0.4165099263191223, 0.4822847843170166]","[68, 57, 37, 40, 31, 29, 45]","[38, 12, 11, 8, 8, 6, 22]","[0.5588235259056091, 0.21052631735801697, 0.29729729890823364, 0.20000000298023224, 0.25806450843811035, 0.2068965584039688, 0.4888888895511627]","[134, 83, 47, 66, 54, 51, 81]","[79, 18, 15, 13, 16, 7, 45]","[0.5895522236824036, 0.21686747670173645, 0.3191489279270172, 0.19696970283985138, 0.29629629850387573, 0.13725490868091583, 0.5555555820465088]"
125,0.2229038854805726,0.21649349282481417,1.0,1.0,178,739,0.2408660351826793,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.413, 0.157, 0.128, 0.114, 0.169, 0.203, 0.4]","[0.20848682522773743, 0.12416881322860718, 0.1176040768623352, 0.10085564851760864, 0.12446977943181992, 0.1749928891658783, 0.14942176640033722]","[1.0, 0.5955715179443359, 0.564083993434906, 0.48375070095062256, 0.5970150828361511, 0.8393474817276001, 0.7166964411735535]","[122, 127, 120, 85, 128, 79, 78]","[59, 25, 16, 18, 23, 15, 22]","[0.4836065471172333, 0.19685038924217224, 0.13333334028720856, 0.21176470816135406, 0.1796875, 0.18987341225147247, 0.28205129504203796]","[256, 210, 167, 151, 182, 130, 159]","[138, 43, 31, 31, 39, 22, 67]","[0.5390625, 0.20476190745830536, 0.185628741979599, 0.20529800653457642, 0.2142857164144516, 0.16923077404499054, 0.42138364911079407]"
150,0.2147239263803681,0.21093366370666627,1.0,1.0,226,957,0.2361546499477534,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.387, 0.129, 0.128, 0.243, 0.143, 0.153, 0.333]","[0.23839245736598969, 0.09309932589530945, 0.13667643070220947, 0.12503230571746826, 0.12140847742557526, 0.1549108326435089, 0.13047997653484344]","[1.0, 0.39052966237068176, 0.5733253359794617, 0.524480938911438, 0.5092798471450806, 0.6498143076896667, 0.5473326444625854]","[141, 174, 176, 78, 152, 124, 112]","[69, 31, 37, 19, 22, 22, 26]","[0.4893617033958435, 0.1781609207391739, 0.21022726595401764, 0.24358974397182465, 0.14473684132099152, 0.17741934955120087, 0.2321428507566452]","[397, 384, 343, 229, 334, 254, 271]","[207, 74, 68, 50, 61, 44, 93]","[0.5214105844497681, 0.1927083283662796, 0.19825072586536407, 0.21834060549736023, 0.18263472616672516, 0.17322835326194763, 0.34317344427108765]"
175,0.2167689161554192,0.208602392839868,1.0,1.0,275,1058,0.2599243856332703,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.387, 0.143, 0.128, 0.243, 0.182, 0.068, 0.367]","[0.17094385623931885, 0.0745745524764061, 0.19456174969673157, 0.20744261145591736, 0.11207109689712524, 0.10371436923742294, 0.13669155538082123]","[0.8240537047386169, 0.3594948649406433, 0.9379063844680786, 1.0, 0.5402510762214661, 0.499966561794281, 0.6589367389678955]","[149, 193, 186, 86, 180, 127, 137]","[85, 31, 30, 24, 39, 30, 36]","[0.5704697966575623, 0.1606217622756958, 0.16129031777381897, 0.27906978130340576, 0.21666666865348816, 0.23622047901153564, 0.262773722410202]","[546, 577, 529, 315, 514, 381, 408]","[292, 105, 98, 74, 100, 74, 129]","[0.5347985625267029, 0.18197573721408844, 0.18525519967079163, 0.23492063581943512, 0.19455252587795258, 0.1942257285118103, 0.31617647409439087]"
200,0.2167689161554192,0.21186405591521762,1.0,1.0,243,1070,0.22710280373831776,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.387, 0.114, 0.128, 0.243, 0.169, 0.136, 0.35]","[0.26120859384536743, 0.07386339455842972, 0.12692703306674957, 0.12004296481609344, 0.13067586719989777, 0.13792985677719116, 0.1493520736694336]","[1.0, 0.28277552127838135, 0.4859221279621124, 0.45956742763519287, 0.5002740025520325, 0.5280448794364929, 0.5717731714248657]","[144, 176, 200, 88, 164, 143, 155]","[76, 38, 35, 12, 31, 24, 27]","[0.5277777910232544, 0.21590909361839294, 0.17499999701976776, 0.13636364042758942, 0.18902438879013062, 0.1678321659564972, 0.17419354617595673]","[690, 753, 729, 403, 678, 524, 563]","[368, 143, 133, 86, 131, 98, 156]","[0.5333333611488342, 0.189907044172287, 0.18244169652462006, 0.2133994996547699, 0.19321534037590027, 0.18702289462089539, 0.2770870327949524]"
225,0.22699386503067484,0.2190474615974402,1.0,1.0,275,1202,0.22878535773710482,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.387, 0.114, 0.128, 0.329, 0.169, 0.119, 0.35]","[0.1415354460477829, 0.1597329080104828, 0.12751589715480804, 0.22793324291706085, 0.15807919204235077, 0.06831255555152893, 0.11689052730798721]","[0.6209512948989868, 0.700788140296936, 0.5594440698623657, 1.0, 0.6935328245162964, 0.2997042238712311, 0.5128279328346252]","[137, 159, 220, 144, 208, 169, 165]","[80, 33, 38, 24, 37, 31, 32]","[0.5839415788650513, 0.2075471729040146, 0.17272727191448212, 0.1666666716337204, 0.17788460850715637, 0.1834319531917572, 0.19393938779830933]","[827, 912, 949, 547, 886, 693, 728]","[448, 176, 171, 110, 168, 129, 188]","[0.5417170524597168, 0.19298245012760162, 0.18018966913223267, 0.20109689235687256, 0.18961624801158905, 0.18614718317985535, 0.25824177265167236]"
