step,acc_train,f1_train,cw_acc_train,acc_val,f1_val,cw_acc_val,acc_test,f1_test,cw_acc_test,psl_correct,psl_total,acc_psl,pslt_global,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.19047619047619047,0.11141636141636142,"[0.333, 0.0, 0.0, 0.667, 0.333, 0.0, 0.0]",0.16973415132924335,0.10092040445942442,"[0.373, 0.0, 0.0, 0.486, 0.273, 0.0, 0.0]",0.16973415132924335,0.0936374273504595,"[0.373, 0.0, 0.0, 0.629, 0.145, 0.0, 0.0]",0,0,,0.0,"[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.6666666666666666,0.6071428571428571,"[1.0, 1.0, 1.0, 0.333, 1.0, 0.0, 0.333]",0.2310838445807771,0.18757971113957134,"[0.213, 0.6, 0.115, 0.257, 0.351, 0.017, 0.0]",0.2474437627811861,0.20220013093938036,"[0.347, 0.686, 0.104, 0.214, 0.316, 0.0, 0.0]",0,0,,0.98,"[0.12889596819877625, 0.19235801696777344, 0.14739811420440674, 0.15234063565731049, 0.14061318337917328, 0.12308314442634583, 0.11531077325344086]","[0.6700837016105652, 1.0, 0.7662696838378906, 0.791964054107666, 0.7309972643852234, 0.6398649215698242, 0.599459171295166]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.6666666666666666,0.5959183673469387,"[0.0, 1.0, 1.0, 0.333, 1.0, 0.333, 1.0]",0.20040899795501022,0.13711242639814067,"[0.0, 0.343, 0.077, 0.014, 0.494, 0.0, 0.483]",0.18813905930470348,0.13120256362134433,"[0.013, 0.3, 0.091, 0.0, 0.474, 0.0, 0.443]",6,14,0.42857142857142855,0.98,"[0.05247743800282478, 0.22058212757110596, 0.11918122321367264, 0.11716241389513016, 0.19280566275119781, 0.12706294655799866, 0.17072802782058716]","[0.23790431022644043, 1.0, 0.5403031706809998, 0.5311509966850281, 0.8740765452384949, 0.576034665107727, 0.7739884853363037]","[3, 10, 1, 0, 0, 0, 0]","[3, 3, 0, 0, 0, 0, 0]","[1.0, 0.30000001192092896, 0.0, nan, nan, nan, nan]","[3, 10, 1, 0, 0, 0, 0]","[3, 3, 0, 0, 0, 0, 0]","[1.0, 0.30000001192092896, 0.0, nan, nan, nan, nan]"
75,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.2331288343558282,0.21656102441354474,"[0.307, 0.157, 0.449, 0.043, 0.078, 0.169, 0.433]",0.22903885480572597,0.20588154145632492,"[0.4, 0.186, 0.519, 0.014, 0.053, 0.083, 0.311]",36,62,0.5806451612903226,0.98,"[0.11088015884160995, 0.15626809000968933, 0.21562904119491577, 0.07267539948225021, 0.08395828306674957, 0.14855602383613586, 0.21203278005123138]","[0.51421719789505, 0.7247080206871033, 1.0, 0.3370390236377716, 0.38936445116996765, 0.688942551612854, 0.983322024345398]","[45, 9, 2, 0, 4, 2, 0]","[32, 2, 1, 0, 0, 1, 0]","[0.7111111283302307, 0.2222222238779068, 0.5, nan, 0.0, 0.5, nan]","[48, 19, 3, 0, 4, 2, 0]","[35, 5, 1, 0, 0, 1, 0]","[0.7291666865348816, 0.2631579041481018, 0.3333333432674408, nan, 0.0, 0.5, nan]"
100,0.9523809523809523,0.9510204081632654,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.667, 1.0]",0.2310838445807771,0.21795446200100585,"[0.36, 0.114, 0.09, 0.143, 0.299, 0.051, 0.583]",0.22699386503067484,0.20101609012924962,"[0.44, 0.086, 0.091, 0.071, 0.382, 0.0, 0.508]",124,293,0.4232081911262799,0.98,"[0.14875036478042603, 0.10978617519140244, 0.07697807252407074, 0.14807097613811493, 0.21734990179538727, 0.08867256343364716, 0.21039170026779175]","[0.6843820214271545, 0.5051125884056091, 0.35416659712791443, 0.6812562346458435, 1.0, 0.40797150135040283, 0.9679861664772034]","[108, 39, 14, 26, 37, 14, 55]","[86, 7, 3, 8, 8, 3, 9]","[0.7962962985038757, 0.1794871836900711, 0.2142857164144516, 0.3076923191547394, 0.21621622145175934, 0.2142857164144516, 0.16363635659217834]","[156, 58, 17, 26, 41, 16, 55]","[121, 12, 4, 8, 8, 4, 9]","[0.7756410241127014, 0.2068965584039688, 0.23529411852359772, 0.3076923191547394, 0.19512194395065308, 0.25, 0.16363635659217834]"
125,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.25766871165644173,0.2270764823918414,"[0.533, 0.057, 0.064, 0.6, 0.143, 0.085, 0.317]",0.26993865030674846,0.23686980250421646,"[0.693, 0.043, 0.117, 0.514, 0.211, 0.067, 0.197]",166,387,0.4289405684754522,0.98,"[0.18433324992656708, 0.09612073749303818, 0.099888876080513, 0.24776090681552887, 0.1541839838027954, 0.07113321125507355, 0.14657887816429138]","[0.7439965009689331, 0.3879576325416565, 0.40316641330718994, 1.0, 0.6223095655441284, 0.2871042490005493, 0.5916142463684082]","[129, 75, 37, 35, 58, 25, 28]","[105, 19, 12, 17, 4, 5, 4]","[0.8139534592628479, 0.25333333015441895, 0.3243243098258972, 0.48571428656578064, 0.06896551698446274, 0.20000000298023224, 0.1428571492433548]","[285, 133, 54, 61, 99, 41, 83]","[226, 31, 16, 25, 12, 9, 13]","[0.7929824590682983, 0.23308271169662476, 0.29629629850387573, 0.4098360538482666, 0.12121212482452393, 0.2195121943950653, 0.15662650763988495]"
150,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.22903885480572597,0.23787633325986907,"[0.307, 0.143, 0.218, 0.229, 0.182, 0.153, 0.383]",0.21267893660531698,0.22172173185716842,"[0.333, 0.114, 0.195, 0.143, 0.303, 0.167, 0.213]",192,565,0.3398230088495575,0.98,"[0.08116038143634796, 0.2150489091873169, 0.13330136239528656, 0.10187584906816483, 0.15395624935626984, 0.11878617107868195, 0.19587089121341705]","[0.3774043023586273, 1.0, 0.6198652982711792, 0.47373339533805847, 0.7159126996994019, 0.5523681640625, 0.9108201861381531]","[150, 107, 55, 41, 95, 49, 68]","[118, 22, 9, 9, 11, 11, 12]","[0.7866666913032532, 0.20560747385025024, 0.16363635659217834, 0.2195121943950653, 0.11578947305679321, 0.22448979318141937, 0.1764705926179886]","[435, 240, 109, 102, 194, 90, 151]","[344, 53, 25, 34, 23, 20, 25]","[0.7908046245574951, 0.22083333134651184, 0.2293577939271927, 0.3333333432674408, 0.11855670064687729, 0.2222222238779068, 0.16556291282176971]"
175,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.23517382413087934,0.22074202476326835,"[0.387, 0.057, 0.077, 0.571, 0.091, 0.102, 0.383]",0.25357873210633947,0.24990570269778137,"[0.52, 0.114, 0.117, 0.514, 0.184, 0.083, 0.213]",169,455,0.37142857142857144,0.98,"[0.07395652681589127, 0.05510813370347023, 0.0995524525642395, 0.3325936794281006, 0.10943172872066498, 0.1403682380914688, 0.18898905813694]","[0.22236299514770508, 0.1656920611858368, 0.2993215322494507, 1.0, 0.3290252685546875, 0.4220412075519562, 0.5682280659675598]","[142, 82, 36, 26, 78, 35, 56]","[118, 12, 10, 12, 5, 4, 8]","[0.8309859037399292, 0.1463414579629898, 0.2777777910232544, 0.4615384638309479, 0.06410256773233414, 0.11428571492433548, 0.1428571492433548]","[577, 322, 145, 128, 272, 125, 207]","[462, 65, 35, 46, 28, 24, 33]","[0.8006932139396667, 0.2018633484840393, 0.24137930572032928, 0.359375, 0.10294117778539658, 0.19200000166893005, 0.15942029654979706]"
200,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.25153374233128833,0.2437824533686767,"[0.573, 0.086, 0.167, 0.257, 0.195, 0.271, 0.2]",0.26993865030674846,0.2563432238863892,"[0.707, 0.143, 0.195, 0.214, 0.263, 0.217, 0.098]",192,561,0.3422459893048128,0.98,"[0.16927315294742584, 0.11391745507717133, 0.1324293464422226, 0.1715884506702423, 0.12108499556779861, 0.14873403310775757, 0.1429724395275116]","[0.9865067005157471, 0.663899302482605, 0.7717847228050232, 1.0, 0.7056710124015808, 0.8668068051338196, 0.8332288265228271]","[145, 129, 38, 34, 88, 46, 81]","[109, 23, 12, 9, 8, 10, 21]","[0.751724123954773, 0.1782945692539215, 0.31578946113586426, 0.2647058963775635, 0.09090909361839294, 0.21739129722118378, 0.25925925374031067]","[722, 451, 183, 162, 360, 171, 288]","[571, 88, 47, 55, 36, 34, 54]","[0.7908587455749512, 0.19512194395065308, 0.2568306028842926, 0.3395061790943146, 0.10000000149011612, 0.19883041083812714, 0.1875]"
225,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.22903885480572597,0.22217129859380005,"[0.48, 0.129, 0.051, 0.071, 0.273, 0.136, 0.483]",0.23721881390593047,0.22054097387545446,"[0.533, 0.143, 0.091, 0.014, 0.408, 0.083, 0.361]",197,534,0.36891385767790263,0.98,"[0.10261858254671097, 0.09995205700397491, 0.11216847598552704, 0.060527220368385315, 0.1815517693758011, 0.20592756569385529, 0.23725414276123047]","[0.43252599239349365, 0.4212868809700012, 0.47277772426605225, 0.2551155388355255, 0.7652206420898438, 0.8679619431495667, 1.0]","[134, 127, 38, 33, 71, 46, 85]","[103, 20, 19, 11, 12, 14, 18]","[0.7686567306518555, 0.15748031437397003, 0.5, 0.3333333432674408, 0.1690140813589096, 0.30434781312942505, 0.21176470816135406]","[856, 578, 221, 195, 431, 217, 373]","[674, 108, 66, 66, 48, 48, 72]","[0.7873831987380981, 0.18685121834278107, 0.2986425459384918, 0.3384615480899811, 0.11136890947818756, 0.2211981564760208, 0.1930294930934906]"
