step,acc_train,f1_train,cw_acc_train,acc_val,f1_val,cw_acc_val,acc_test,f1_test,cw_acc_test,psl_correct,psl_total,acc_psl,pslt_global,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.14285714285714285,0.03571428571428571,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",0.14314928425357873,0.03577817531305904,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",0.14314928425357873,0.03577817531305904,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",0,0,,0.0,"[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.34285714285714286,0.2619047619047619,"[0.4, 0.0, 0.2, 1.0, 0.0, 0.8, 0.0]",0.1738241308793456,0.10665110348926851,"[0.133, 0.0, 0.013, 0.771, 0.0, 0.339, 0.0]",0.16359918200409,0.09515493635679241,"[0.133, 0.0, 0.0, 0.786, 0.0, 0.25, 0.0]",0,0,,0.98,"[0.10591762512922287, 0.1303684562444687, 0.12921403348445892, 0.19169358909130096, 0.14502301812171936, 0.13141374289989471, 0.16636936366558075]","[0.5525360703468323, 0.6800877451896667, 0.6740654706954956, 1.0, 0.7565355896949768, 0.6855406165122986, 0.8678921461105347]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.8,0.7977221191506906,"[1.0, 1.0, 1.0, 0.8, 0.8, 0.6, 0.4]",0.22085889570552147,0.17809753144383175,"[0.64, 0.2, 0.333, 0.029, 0.091, 0.068, 0.117]",0.2556237218813906,0.2025480577510431,"[0.827, 0.243, 0.325, 0.057, 0.105, 0.1, 0.049]",13,14,0.9285714285714286,0.98,"[0.198818638920784, 0.1405811607837677, 0.15968994796276093, 0.090666763484478, 0.14979501068592072, 0.1551026850938797, 0.10534554719924927]","[1.0, 0.7070823907852173, 0.8031940460205078, 0.45602747797966003, 0.7534254193305969, 0.7801214456558228, 0.5298575162887573]","[14, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0, 0]","[0.9285714030265808, nan, nan, nan, nan, nan, nan]","[14, 0, 0, 0, 0, 0, 0]","[13, 0, 0, 0, 0, 0, 0]","[0.9285714030265808, nan, nan, nan, nan, nan, nan]"
75,0.9428571428571428,0.9404761904761905,"[1.0, 1.0, 1.0, 0.6, 1.0, 1.0, 1.0]",0.2740286298568507,0.2447040400469232,"[0.48, 0.543, 0.269, 0.0, 0.234, 0.254, 0.1]",0.2883435582822086,0.25668504159848304,"[0.533, 0.657, 0.26, 0.0, 0.158, 0.183, 0.197]",78,154,0.5064935064935064,0.98,"[0.12703272700309753, 0.29322266578674316, 0.14247988164424896, 0.06493497639894485, 0.15605992078781128, 0.10533158481121063, 0.11093804240226746]","[0.43322956562042236, 1.0, 0.48591017723083496, 0.22145278751850128, 0.5322232246398926, 0.3592204749584198, 0.37834060192108154]","[68, 17, 20, 21, 11, 13, 4]","[52, 7, 5, 4, 5, 1, 4]","[0.7647058963775635, 0.4117647111415863, 0.25, 0.190476194024086, 0.4545454680919647, 0.07692307978868484, 1.0]","[82, 17, 20, 21, 11, 13, 4]","[65, 7, 5, 4, 5, 1, 4]","[0.792682945728302, 0.4117647111415863, 0.25, 0.190476194024086, 0.4545454680919647, 0.07692307978868484, 1.0]"
100,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.23721881390593047,0.22964580686405034,"[0.48, 0.071, 0.269, 0.171, 0.182, 0.237, 0.233]",0.2719836400817996,0.25540833597173884,"[0.653, 0.1, 0.325, 0.243, 0.132, 0.15, 0.262]",183,473,0.386892177589852,0.98,"[0.13094954192638397, 0.040136586874723434, 0.21613191068172455, 0.16564294695854187, 0.17891161143779755, 0.13645273447036743, 0.13177447021007538]","[0.6058778762817383, 0.18570412695407867, 1.0, 0.7663974761962891, 0.8277889490127563, 0.6313400864601135, 0.6096946597099304]","[116, 79, 46, 82, 42, 38, 70]","[94, 17, 14, 20, 9, 8, 21]","[0.8103448152542114, 0.2151898741722107, 0.30434781312942505, 0.24390244483947754, 0.2142857164144516, 0.21052631735801697, 0.30000001192092896]","[198, 96, 66, 103, 53, 51, 74]","[159, 24, 19, 24, 14, 9, 25]","[0.8030303120613098, 0.25, 0.28787878155708313, 0.2330097109079361, 0.2641509473323822, 0.1764705926179886, 0.3378378450870514]"
125,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.24130879345603273,0.22952914968094904,"[0.48, 0.1, 0.321, 0.129, 0.078, 0.288, 0.3]",0.2842535787321063,0.2722428836995764,"[0.653, 0.2, 0.312, 0.171, 0.066, 0.217, 0.361]",170,522,0.32567049808429116,0.98,"[0.05242706090211868, 0.09133093804121017, 0.3073362112045288, 0.11367516219615936, 0.1746993362903595, 0.06596291065216064, 0.19456812739372253]","[0.17058536410331726, 0.2971694767475128, 1.0, 0.3698723316192627, 0.5684307217597961, 0.21462784707546234, 0.6330791115760803]","[116, 89, 52, 84, 36, 59, 86]","[73, 22, 19, 17, 9, 7, 23]","[0.6293103694915771, 0.24719101190567017, 0.36538460850715637, 0.2023809552192688, 0.25, 0.11864406615495682, 0.26744186878204346]","[314, 185, 118, 187, 89, 110, 160]","[232, 46, 38, 41, 23, 16, 48]","[0.7388535141944885, 0.24864864349365234, 0.32203391194343567, 0.2192513346672058, 0.2584269642829895, 0.145454540848732, 0.30000001192092896]"
150,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.24130879345603273,0.23234012583710556,"[0.48, 0.186, 0.231, 0.157, 0.221, 0.322, 0.067]",0.26380368098159507,0.26253486599771375,"[0.587, 0.229, 0.221, 0.214, 0.158, 0.233, 0.18]",190,597,0.31825795644891125,0.98,"[0.17654016613960266, 0.09858843684196472, 0.1948550045490265, 0.11380112171173096, 0.20787924528121948, 0.16397053003311157, 0.04436533898115158]","[0.8492438197135925, 0.4742582142353058, 0.9373471140861511, 0.5474386215209961, 1.0, 0.788777768611908, 0.21341879665851593]","[154, 95, 47, 116, 58, 65, 62]","[100, 22, 16, 18, 9, 15, 10]","[0.649350643157959, 0.23157894611358643, 0.3404255211353302, 0.1551724076271057, 0.1551724076271057, 0.23076923191547394, 0.16129031777381897]","[468, 280, 165, 303, 147, 175, 222]","[332, 68, 54, 59, 32, 31, 58]","[0.7094017267227173, 0.24285714328289032, 0.3272727131843567, 0.19471947848796844, 0.21768707036972046, 0.17714285850524902, 0.2612612545490265]"
175,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.261758691206544,0.2571047386047297,"[0.48, 0.2, 0.218, 0.1, 0.26, 0.271, 0.3]",0.26993865030674846,0.2676160802506321,"[0.533, 0.243, 0.234, 0.171, 0.184, 0.2, 0.311]",201,620,0.3241935483870968,0.98,"[0.1731092631816864, 0.17822396755218506, 0.14445962011814117, 0.07690062373876572, 0.19784200191497803, 0.14247402548789978, 0.08699032664299011]","[0.8749874234199524, 0.9008398652076721, 0.7301766872406006, 0.38869714736938477, 1.0, 0.7201404571533203, 0.43969595432281494]","[116, 94, 51, 124, 70, 80, 85]","[69, 37, 17, 22, 13, 26, 17]","[0.5948275923728943, 0.39361703395843506, 0.3333333432674408, 0.17741934955120087, 0.18571428954601288, 0.32499998807907104, 0.20000000298023224]","[584, 374, 216, 427, 217, 255, 307]","[401, 105, 71, 81, 45, 57, 75]","[0.6866438388824463, 0.2807486653327942, 0.32870370149612427, 0.1896955519914627, 0.20737327635288239, 0.2235294133424759, 0.24429967999458313]"
200,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.2331288343558282,0.22274151733969774,"[0.467, 0.071, 0.167, 0.186, 0.273, 0.22, 0.233]",0.26993865030674846,0.2639585777830968,"[0.573, 0.214, 0.221, 0.2, 0.224, 0.217, 0.213]",203,710,0.2859154929577465,0.98,"[0.10654113441705704, 0.06905939429998398, 0.13455307483673096, 0.1492656022310257, 0.3042287826538086, 0.1211831197142601, 0.11516865342855453]","[0.35020071268081665, 0.2269982248544693, 0.4422759413719177, 0.49063602089881897, 1.0, 0.39832890033721924, 0.3785593509674072]","[142, 87, 72, 126, 97, 76, 110]","[80, 25, 21, 25, 19, 13, 20]","[0.5633803009986877, 0.28735631704330444, 0.2916666567325592, 0.1984127014875412, 0.19587628543376923, 0.17105263471603394, 0.1818181872367859]","[726, 461, 288, 553, 314, 331, 417]","[481, 130, 92, 106, 64, 70, 95]","[0.6625344157218933, 0.28199565410614014, 0.3194444477558136, 0.19168174266815186, 0.20382165908813477, 0.21148036420345306, 0.22781774401664734]"
225,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.25153374233128833,0.23723039144694033,"[0.48, 0.357, 0.09, 0.129, 0.156, 0.39, 0.183]",0.26993865030674846,0.2551412349073038,"[0.573, 0.457, 0.065, 0.186, 0.092, 0.333, 0.197]",228,757,0.3011889035667107,0.98,"[0.15760844945907593, 0.19620899856090546, 0.0829276293516159, 0.14855746924877167, 0.11944642663002014, 0.22816786170005798, 0.067082978785038]","[0.6907565593719482, 0.8599326610565186, 0.3634500801563263, 0.6510884761810303, 0.5235024094581604, 1.0, 0.2940071225166321]","[130, 114, 85, 151, 86, 94, 97]","[78, 39, 24, 31, 15, 17, 24]","[0.6000000238418579, 0.34210526943206787, 0.2823529541492462, 0.20529800653457642, 0.1744185984134674, 0.1808510571718216, 0.24742268025875092]","[856, 575, 373, 704, 400, 425, 514]","[559, 169, 116, 137, 79, 87, 119]","[0.6530373692512512, 0.2939130365848541, 0.31099194288253784, 0.19460226595401764, 0.19750000536441803, 0.2047058790922165, 0.2315175086259842]"
