step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.18238993710691823,0.09894798697655115,0.0,0.0,0,0,,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.61, 0.0, 0.0, 0.405, 0.123, 0.0, 0.0]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.1278825995807128,0.08549834534843492,1.0,1.0,0,24,0.0,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.554, 0.072, 0.0, 0.2, 0.017, 0.1]","[0.05015226826071739, 0.2821986675262451, 0.11783026903867722, 0.08105862885713577, 0.2328675538301468, 0.07383522391319275, 0.16205713152885437]","[0.17771972715854645, 1.0, 0.4175436794757843, 0.28723958134651184, 0.8251901268959045, 0.2616426944732666, 0.5742661356925964]","[3, 4, 2, 0, 13, 2, 0]","[0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, nan, 0.0, 0.0, nan]","[3, 4, 2, 0, 13, 2, 0]","[0, 0, 0, 0, 0, 0, 0]","[0.0, 0.0, 0.0, nan, 0.0, 0.0, nan]"
50,0.14675052410901468,0.13031368914899225,1.0,1.0,51,425,0.12,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.185, 0.193, 0.253, 0.077, 0.052, 0.28]","[0.05829478055238724, 0.10929001122713089, 0.18151788413524628, 0.205522820353508, 0.15279464423656464, 0.06421176344156265, 0.22836780548095703]","[0.25526708364486694, 0.4785701334476471, 0.7948488593101501, 0.8999640941619873, 0.6690726280212402, 0.28117695450782776, 1.0]","[32, 55, 79, 27, 159, 32, 41]","[8, 11, 14, 0, 6, 7, 5]","[0.25, 0.20000000298023224, 0.17721518874168396, 0.0, 0.03773584961891174, 0.21875, 0.12195122241973877]","[35, 59, 81, 27, 172, 34, 41]","[8, 11, 14, 0, 6, 7, 5]","[0.22857142984867096, 0.18644067645072937, 0.17283950746059418, 0.0, 0.03488372266292572, 0.20588235557079315, 0.12195122241973877]"
75,0.11949685534591195,0.10467739152671447,1.0,1.0,92,807,0.11400247831474597,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.052, 0.2, 0.205, 0.0, 0.046, 0.138, 0.24]","[0.1139628067612648, 0.22339406609535217, 0.22391557693481445, 0.02919178456068039, 0.09551158547401428, 0.19287262856960297, 0.12115134298801422]","[0.5089543461799622, 0.9976709485054016, 1.0, 0.13036960363388062, 0.4265517592430115, 0.8613631725311279, 0.5410581231117249]","[106, 118, 116, 25, 176, 183, 83]","[13, 12, 23, 5, 8, 23, 8]","[0.12264151126146317, 0.10169491171836853, 0.1982758641242981, 0.20000000298023224, 0.04545454680919647, 0.12568305432796478, 0.09638553857803345]","[141, 177, 197, 52, 348, 217, 124]","[21, 23, 37, 5, 14, 30, 13]","[0.1489361673593521, 0.12994350492954254, 0.1878172606229782, 0.09615384787321091, 0.04022988677024841, 0.13824884593486786, 0.10483870655298233]"
100,0.11740041928721175,0.10883556074403503,1.0,1.0,117,973,0.12024665981500514,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.065, 0.169, 0.133, 0.0, 0.154, 0.138, 0.22]","[0.14651162922382355, 0.15756161510944366, 0.10581815987825394, 0.01144053041934967, 0.17740055918693542, 0.18507152795791626, 0.2161957025527954]","[0.6776805520057678, 0.7287915945053101, 0.4894554316997528, 0.0529174730181694, 0.8205554485321045, 0.8560370206832886, 1.0]","[132, 116, 177, 0, 233, 210, 105]","[4, 16, 50, 0, 7, 32, 8]","[0.03030303120613098, 0.13793103396892548, 0.28248587250709534, nan, 0.030042918398976326, 0.15238095819950104, 0.07619047909975052]","[273, 293, 374, 52, 581, 427, 229]","[25, 39, 87, 5, 21, 62, 21]","[0.09157509356737137, 0.1331057995557785, 0.23262031376361847, 0.09615384787321091, 0.03614457696676254, 0.14519906044006348, 0.09170305728912354]"
125,0.11740041928721175,0.1053446479319349,1.0,1.0,135,1150,0.11739130434782609,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.052, 0.185, 0.169, 0.0, 0.077, 0.138, 0.26]","[0.10074830055236816, 0.24918247759342194, 0.14475829899311066, 0.009516158141195774, 0.0950356125831604, 0.18948405981063843, 0.21127484738826752]","[0.40431535243988037, 1.0, 0.5809329152107239, 0.038189515471458435, 0.3813896179199219, 0.7604228854179382, 0.8478720188140869]","[167, 154, 210, 0, 244, 236, 139]","[17, 17, 52, 0, 5, 30, 14]","[0.10179640352725983, 0.11038961261510849, 0.24761904776096344, nan, 0.02049180306494236, 0.12711864709854126, 0.10071942210197449]","[440, 447, 584, 52, 825, 663, 368]","[42, 56, 139, 5, 26, 92, 35]","[0.09545454382896423, 0.12527963519096375, 0.23801369965076447, 0.09615384787321091, 0.031515151262283325, 0.1387632042169571, 0.09510869532823563]"
150,0.1069182389937107,0.09662124816251778,1.0,1.0,125,1138,0.10984182776801406,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.078, 0.154, 0.145, 0.0, 0.031, 0.138, 0.26]","[0.12640352547168732, 0.21692068874835968, 0.07715697586536407, 0.00847594067454338, 0.08824042975902557, 0.16824021935462952, 0.31456199288368225]","[0.4018397927284241, 0.6895959973335266, 0.245283842086792, 0.026945214718580246, 0.28051841259002686, 0.5348396301269531, 1.0]","[158, 138, 206, 0, 207, 238, 191]","[15, 14, 43, 0, 5, 27, 21]","[0.09493670612573624, 0.10144927352666855, 0.20873786509037018, nan, 0.02415458858013153, 0.11344537883996964, 0.10994764417409897]","[598, 585, 790, 52, 1032, 901, 559]","[57, 70, 182, 5, 31, 119, 56]","[0.09531772881746292, 0.11965811997652054, 0.23037974536418915, 0.09615384787321091, 0.030038759112358093, 0.1320754736661911, 0.10017888993024826]"
175,0.09643605870020965,0.08813685804714355,1.0,1.0,143,1178,0.12139219015280135,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.078, 0.154, 0.096, 0.0, 0.031, 0.138, 0.24]","[0.13861314952373505, 0.2212970107793808, 0.11693939566612244, 0.006348747294396162, 0.12827281653881073, 0.08798924833536148, 0.30053943395614624]","[0.46121451258659363, 0.7363327145576477, 0.3890983462333679, 0.02112450636923313, 0.42680859565734863, 0.2927710711956024, 1.0]","[127, 194, 237, 1, 217, 255, 147]","[10, 20, 51, 1, 5, 37, 19]","[0.07874015718698502, 0.10309278219938278, 0.2151898741722107, 1.0, 0.02304147556424141, 0.14509804546833038, 0.12925170361995697]","[725, 779, 1027, 53, 1249, 1156, 706]","[67, 90, 233, 6, 36, 156, 75]","[0.09241379052400589, 0.11553273350000381, 0.22687439620494843, 0.11320754885673523, 0.028823059052228928, 0.13494808971881866, 0.10623229295015335]"
200,0.1069182389937107,0.0968369593137365,1.0,1.0,152,1151,0.13205907906168549,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.065, 0.154, 0.169, 0.0, 0.031, 0.138, 0.24]","[0.1417330503463745, 0.256121426820755, 0.12123129516839981, 0.004879683721810579, 0.1682329624891281, 0.0991683304309845, 0.20863302052021027]","[0.5533822178840637, 1.0, 0.47333523631095886, 0.019052227959036827, 0.6568484306335449, 0.38719263672828674, 0.814586341381073]","[165, 148, 229, 1, 219, 242, 147]","[23, 15, 54, 1, 6, 38, 15]","[0.13939394056797028, 0.10135135054588318, 0.235807865858078, 1.0, 0.027397260069847107, 0.1570248007774353, 0.10204081982374191]","[890, 927, 1256, 54, 1468, 1398, 853]","[90, 105, 287, 7, 42, 194, 90]","[0.10112359374761581, 0.11326860636472702, 0.22850318253040314, 0.12962962687015533, 0.0286103542894125, 0.13876967132091522, 0.10550996661186218]"
225,0.11740041928721175,0.103418438097465,1.0,1.0,149,1202,0.12396006655574043,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.156, 0.154, 0.193, 0.0, 0.015, 0.138, 0.18]","[0.16627034544944763, 0.2295435070991516, 0.1963392198085785, 0.003941173665225506, 0.04747309908270836, 0.16826662421226501, 0.18816576898097992]","[0.7243521809577942, 1.0, 0.8553464412689209, 0.017169615253806114, 0.20681525766849518, 0.7330489158630371, 0.819739043712616]","[212, 127, 277, 0, 179, 242, 165]","[32, 15, 52, 0, 5, 25, 20]","[0.15094339847564697, 0.11811023950576782, 0.18772563338279724, nan, 0.02793296054005623, 0.10330578684806824, 0.12121212482452393]","[1102, 1054, 1533, 54, 1647, 1640, 1018]","[122, 120, 339, 7, 47, 219, 110]","[0.11070780456066132, 0.11385199427604675, 0.22113503515720367, 0.12962962687015533, 0.028536733239889145, 0.13353659212589264, 0.1080550104379654]"
