step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.16561844863731656,0.040596094552929084,0.14285714285714285,0.03571428571428571,0,0,,0.0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.1530398322851153,0.1375680391019424,1.0,1.0,1,8,0.125,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.091, 0.062, 0.084, 0.025, 0.215, 0.534, 0.16]","[0.09446489810943604, 0.11722789704799652, 0.2025347650051117, 0.11138372868299484, 0.12541604042053223, 0.1946810632944107, 0.15429137647151947]","[0.4664132595062256, 0.5788038372993469, 1.0, 0.5499486923217773, 0.619232177734375, 0.9612229466438293, 0.7618019580841064]","[1, 0, 6, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[0.0, nan, 0.0, nan, nan, 1.0, nan]","[1, 0, 6, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0]","[0.0, nan, 0.0, nan, nan, 1.0, nan]"
50,0.13417190775681342,0.12011697081534776,1.0,1.0,97,499,0.19438877755511022,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.195, 0.138, 0.036, 0.0, 0.185, 0.379, 0.06]","[0.2113974690437317, 0.23913292586803436, 0.08494438230991364, 0.03838284686207771, 0.18297259509563446, 0.1906128227710724, 0.052556753158569336]","[0.8840165734291077, 1.0, 0.3552182614803314, 0.1605084091424942, 0.7651501297950745, 0.7970998883247375, 0.21978048980236053]","[91, 73, 101, 22, 81, 87, 44]","[12, 17, 12, 3, 6, 40, 7]","[0.1318681389093399, 0.232876718044281, 0.11881188303232193, 0.13636364042758942, 0.07407407462596893, 0.4597701132297516, 0.15909090638160706]","[92, 73, 107, 22, 81, 88, 44]","[12, 17, 12, 3, 6, 41, 7]","[0.1304347813129425, 0.232876718044281, 0.11214952915906906, 0.13636364042758942, 0.07407407462596893, 0.46590909361839294, 0.15909090638160706]"
75,0.1488469601677149,0.14205094198769205,1.0,1.0,157,919,0.1708378672470076,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.169, 0.185, 0.036, 0.051, 0.138, 0.431, 0.1]","[0.20825760066509247, 0.20053249597549438, 0.09166186302900314, 0.10913630574941635, 0.1155582144856453, 0.1684665083885193, 0.10638677328824997]","[1.0, 0.962906002998352, 0.44013693928718567, 0.5240447521209717, 0.5548811554908752, 0.8089333176612854, 0.5108422040939331]","[161, 157, 139, 46, 123, 152, 141]","[21, 12, 25, 8, 7, 57, 27]","[0.1304347813129425, 0.07643312215805054, 0.17985612154006958, 0.17391304671764374, 0.056910570710897446, 0.375, 0.19148936867713928]","[253, 230, 246, 68, 204, 240, 185]","[33, 29, 37, 11, 13, 98, 34]","[0.1304347813129425, 0.12608695030212402, 0.15040650963783264, 0.1617647111415863, 0.06372549384832382, 0.40833333134651184, 0.18378378450870514]"
100,0.1278825995807128,0.12527969414362133,1.0,1.0,154,946,0.16279069767441862,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.091, 0.154, 0.024, 0.089, 0.138, 0.362, 0.1]","[0.15559346973896027, 0.18753257393836975, 0.06692271679639816, 0.1827678382396698, 0.14901985228061676, 0.1998729109764099, 0.05829041823744774]","[0.7784619927406311, 0.9382590651512146, 0.33482635021209717, 0.9144202470779419, 0.7455730438232422, 1.0, 0.2916374206542969]","[176, 85, 142, 112, 173, 144, 114]","[30, 6, 25, 17, 10, 46, 20]","[0.17045454680919647, 0.07058823853731155, 0.17605634033679962, 0.1517857164144516, 0.05780346691608429, 0.3194444477558136, 0.17543859779834747]","[429, 315, 388, 180, 377, 384, 299]","[63, 35, 62, 28, 23, 144, 54]","[0.14685314893722534, 0.1111111119389534, 0.15979380905628204, 0.15555556118488312, 0.06100795790553093, 0.375, 0.18060201406478882]"
125,0.12368972746331237,0.127007184209488,1.0,1.0,163,1150,0.14173913043478262,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.078, 0.123, 0.06, 0.101, 0.046, 0.293, 0.24]","[0.11886750161647797, 0.21120746433734894, 0.12068726867437363, 0.18040654063224792, 0.07416371256113052, 0.10166772454977036, 0.19299955666065216]","[0.5627996921539307, 1.0, 0.5714157223701477, 0.8541674613952637, 0.3511415421962738, 0.48136425018310547, 0.9137913584709167]","[199, 110, 133, 224, 196, 167, 121]","[21, 6, 16, 38, 9, 51, 22]","[0.10552763938903809, 0.05454545468091965, 0.12030075490474701, 0.1696428507566452, 0.04591836780309677, 0.3053892254829407, 0.1818181872367859]","[628, 425, 521, 404, 573, 551, 420]","[84, 41, 78, 66, 32, 195, 76]","[0.13375796377658844, 0.09647058695554733, 0.14971208572387695, 0.16336633265018463, 0.05584642291069031, 0.3539019823074341, 0.18095238506793976]"
150,0.12578616352201258,0.12901109712755274,1.0,1.0,192,1282,0.1497659906396256,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.065, 0.123, 0.06, 0.101, 0.123, 0.293, 0.18]","[0.13003574311733246, 0.16002023220062256, 0.12436410039663315, 0.1892796903848648, 0.12403298169374466, 0.1389865279197693, 0.13328048586845398]","[0.6870031356811523, 0.845416784286499, 0.6570388078689575, 1.0, 0.6552894115447998, 0.7342917919158936, 0.7041457295417786]","[253, 113, 160, 205, 202, 191, 158]","[28, 15, 23, 47, 8, 55, 16]","[0.11067193746566772, 0.13274335861206055, 0.14374999701976776, 0.22926829755306244, 0.039603959769010544, 0.2879581153392792, 0.10126582533121109]","[881, 538, 681, 609, 775, 742, 578]","[112, 56, 101, 113, 40, 250, 92]","[0.1271282583475113, 0.10408922284841537, 0.1483113020658493, 0.18555007874965668, 0.05161290243268013, 0.33692723512649536, 0.15916955471038818]"
175,0.12368972746331237,0.1260722863594403,1.0,1.0,169,1253,0.13487629688747008,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.091, 0.123, 0.072, 0.101, 0.046, 0.293, 0.2]","[0.12920859456062317, 0.16610538959503174, 0.15959860384464264, 0.14414991438388824, 0.09998287260532379, 0.18917246162891388, 0.11178193241357803]","[0.6830201148986816, 0.8780632615089417, 0.843667209148407, 0.7620026469230652, 0.5285276174545288, 1.0, 0.5908995866775513]","[211, 123, 170, 205, 192, 184, 168]","[23, 7, 26, 33, 7, 56, 17]","[0.10900473594665527, 0.056910570710897446, 0.15294118225574493, 0.1609756052494049, 0.0364583320915699, 0.30434781312942505, 0.1011904776096344]","[1092, 661, 851, 814, 967, 926, 746]","[135, 63, 127, 146, 47, 306, 109]","[0.12362637370824814, 0.09531013667583466, 0.14923618733882904, 0.17936117947101593, 0.048603929579257965, 0.3304535746574402, 0.1461126059293747]"
200,0.12368972746331237,0.12855271212511046,1.0,1.0,168,1187,0.14153327716933445,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.078, 0.123, 0.072, 0.101, 0.046, 0.293, 0.22]","[0.17181549966335297, 0.14878053963184357, 0.12104330956935883, 0.10079602152109146, 0.20994192361831665, 0.13240884244441986, 0.11521366238594055]","[0.8183953762054443, 0.7086747288703918, 0.5765561461448669, 0.48011383414268494, 1.0, 0.630692720413208, 0.5487882494926453]","[187, 131, 153, 206, 191, 162, 157]","[12, 20, 19, 38, 6, 54, 19]","[0.06417112052440643, 0.15267175436019897, 0.12418300658464432, 0.18446601927280426, 0.03141361102461815, 0.3333333432674408, 0.12101911008358002]","[1279, 792, 1004, 1020, 1158, 1088, 903]","[147, 83, 146, 184, 53, 360, 128]","[0.114933542907238, 0.10479798167943954, 0.14541833102703094, 0.18039216101169586, 0.04576856642961502, 0.33088234066963196, 0.14174972474575043]"
225,0.1111111111111111,0.11111803810630919,1.0,1.0,180,1354,0.1329394387001477,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.065, 0.123, 0.06, 0.101, 0.077, 0.293, 0.1]","[0.17333340644836426, 0.18947847187519073, 0.10425973683595657, 0.13581682741641998, 0.16252054274082184, 0.13954950869083405, 0.09504128992557526]","[0.9147920608520508, 1.0, 0.5502458214759827, 0.7167929410934448, 0.8577256202697754, 0.7364926934242249, 0.5015941262245178]","[229, 149, 174, 253, 198, 172, 179]","[22, 21, 21, 40, 9, 52, 15]","[0.09606987237930298, 0.1409395933151245, 0.12068965286016464, 0.15810276567935944, 0.04545454680919647, 0.302325576543808, 0.08379888534545898]","[1508, 941, 1178, 1273, 1356, 1260, 1082]","[169, 104, 167, 224, 62, 412, 143]","[0.11206896603107452, 0.11052072048187256, 0.14176569879055023, 0.17596229910850525, 0.04572271555662155, 0.32698413729667664, 0.1321626603603363]"
