step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.15723270440251572,0.08879260898588018,0.2,0.12754702924194447,0,0,,0.0,"[0.2, 1.0, 0.1, 0.0, 0.0, 0.1, 0.0]","[0.039, 0.862, 0.06, 0.0, 0.138, 0.034, 0.0]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.24737945492662475,0.1600502696905106,0.4142857142857143,0.33800590943448083,0,0,,0.98,"[0.6, 1.0, 1.0, 0.0, 0.0, 0.1, 0.2]","[0.442, 0.415, 0.675, 0.0, 0.0, 0.0, 0.02]","[0.14867003262043, 0.15663328766822815, 0.16688114404678345, 0.10810375213623047, 0.1470809131860733, 0.14612917602062225, 0.12650147080421448]","[0.8908737897872925, 0.9385918974876404, 1.0, 0.6477888822555542, 0.8813512921333313, 0.8756482005119324, 0.7580333352088928]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.3081761006289308,0.28055183901829206,0.6428571428571429,0.5705741626794258,0,0,,0.98,"[0.8, 0.9, 0.9, 0.1, 0.0, 0.8, 1.0]","[0.545, 0.262, 0.446, 0.063, 0.0, 0.345, 0.52]","[0.13785046339035034, 0.10754892975091934, 0.17207008600234985, 0.134866863489151, 0.1211116835474968, 0.16253364086151123, 0.16401806473731995]","[0.8011297583580017, 0.6250298023223877, 1.0, 0.7837902903556824, 0.7038508653640747, 0.9445781111717224, 0.9532049894332886]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
75,0.3228511530398323,0.28262218588946014,0.8285714285714286,0.8109793304166706,11,12,0.9166666666666666,0.98,"[0.7, 1.0, 0.8, 1.0, 0.3, 1.0, 1.0]","[0.208, 0.769, 0.024, 0.506, 0.123, 0.5, 0.18]","[0.12139811366796494, 0.22457686066627502, 0.11828285455703735, 0.13259586691856384, 0.12629039585590363, 0.14633703231811523, 0.13051864504814148]","[0.5405637621879578, 1.0, 0.5266920924186707, 0.5904253125190735, 0.5623481869697571, 0.6516122221946716, 0.5811758637428284]","[0, 10, 0, 0, 0, 2, 0]","[0, 9, 0, 0, 0, 2, 0]","[nan, 0.8999999761581421, nan, nan, nan, 1.0, nan]","[0, 10, 0, 0, 0, 2, 0]","[0, 9, 0, 0, 0, 2, 0]","[nan, 0.8999999761581421, nan, nan, nan, 1.0, nan]"
100,0.3710691823899371,0.3384493222030424,0.9571428571428572,0.9550001818909382,51,84,0.6071428571428571,0.98,"[1.0, 1.0, 1.0, 1.0, 0.7, 1.0, 1.0]","[0.455, 0.677, 0.12, 0.43, 0.046, 0.655, 0.26]","[0.14655323326587677, 0.2026081085205078, 0.1160634383559227, 0.1619316041469574, 0.09794177860021591, 0.10804096609354019, 0.16686062514781952]","[0.723333477973938, 1.0, 0.5728469491004944, 0.7992355823516846, 0.4834050238132477, 0.5332509279251099, 0.8235633969306946]","[32, 30, 0, 2, 0, 14, 6]","[24, 18, 0, 1, 0, 6, 2]","[0.75, 0.6000000238418579, nan, 0.5, nan, 0.4285714328289032, 0.3333333432674408]","[32, 40, 0, 2, 0, 16, 6]","[24, 27, 0, 1, 0, 8, 2]","[0.75, 0.675000011920929, nan, 0.5, nan, 0.5, 0.3333333432674408]"
125,0.36268343815513626,0.3221283348345132,0.9285714285714286,0.9275786869771833,125,241,0.5186721991701245,0.98,"[1.0, 1.0, 0.9, 0.8, 0.8, 1.0, 1.0]","[0.558, 0.585, 0.06, 0.418, 0.077, 0.741, 0.12]","[0.1764872521162033, 0.16764168441295624, 0.09268663823604584, 0.13480353355407715, 0.10469388961791992, 0.12814053893089294, 0.19554626941680908]","[0.9025344848632812, 0.8572993278503418, 0.47398826479911804, 0.6893689632415771, 0.5353919267654419, 0.6552952527999878, 1.0]","[74, 38, 4, 16, 8, 57, 44]","[51, 24, 1, 6, 1, 38, 4]","[0.6891891956329346, 0.6315789222717285, 0.25, 0.375, 0.125, 0.6666666865348816, 0.09090909361839294]","[106, 78, 4, 18, 8, 73, 50]","[75, 51, 1, 7, 1, 46, 6]","[0.7075471878051758, 0.6538461446762085, 0.25, 0.3888888955116272, 0.125, 0.6301369667053223, 0.11999999731779099]"
150,0.3857442348008386,0.36041713841470224,0.9571428571428572,0.9576538749471081,219,448,0.4888392857142857,0.98,"[1.0, 0.9, 1.0, 0.9, 1.0, 0.9, 1.0]","[0.584, 0.508, 0.036, 0.557, 0.369, 0.517, 0.1]","[0.15085701644420624, 0.15079322457313538, 0.0937700942158699, 0.1333799511194229, 0.17681436240673065, 0.12420008331537247, 0.17018502950668335]","[0.8531943559646606, 0.8528335690498352, 0.5303307771682739, 0.7543501853942871, 1.0, 0.7024320960044861, 0.9625068306922913]","[110, 87, 15, 43, 40, 78, 75]","[61, 52, 4, 23, 18, 48, 13]","[0.5545454621315002, 0.5977011322975159, 0.2666666805744171, 0.5348837375640869, 0.44999998807907104, 0.6153846383094788, 0.1733333319425583]","[216, 165, 19, 61, 48, 151, 125]","[136, 103, 5, 30, 19, 94, 19]","[0.6296296119689941, 0.6242424249649048, 0.2631579041481018, 0.49180328845977783, 0.3958333432674408, 0.6225165724754333, 0.15199999511241913]"
175,0.33752620545073375,0.3156573227260792,0.9714285714285714,0.9713569638381669,239,601,0.39767054908485855,0.98,"[1.0, 1.0, 1.0, 0.9, 1.0, 1.0, 0.9]","[0.519, 0.554, 0.108, 0.228, 0.2, 0.724, 0.06]","[0.08565986156463623, 0.15441499650478363, 0.11258526146411896, 0.09314454346895218, 0.16310910880565643, 0.2479650229215622, 0.14312098920345306]","[0.34545138478279114, 0.6227289438247681, 0.4540368616580963, 0.3756358027458191, 0.6577907800674438, 1.0, 0.5771821737289429]","[120, 107, 37, 71, 65, 85, 116]","[67, 57, 6, 33, 19, 42, 15]","[0.5583333373069763, 0.5327102541923523, 0.1621621549129486, 0.4647887349128723, 0.29230770468711853, 0.4941176474094391, 0.12931033968925476]","[336, 272, 56, 132, 113, 236, 241]","[203, 160, 11, 63, 38, 136, 34]","[0.6041666865348816, 0.5882353186607361, 0.1964285671710968, 0.47727271914482117, 0.3362831771373749, 0.5762711763381958, 0.14107884466648102]"
200,0.39622641509433965,0.3824174016648594,0.9714285714285714,0.9714285714285714,301,707,0.42574257425742573,0.98,"[1.0, 1.0, 1.0, 0.9, 0.9, 1.0, 1.0]","[0.597, 0.462, 0.193, 0.494, 0.262, 0.586, 0.14]","[0.21246570348739624, 0.12374131381511688, 0.17136424779891968, 0.18137198686599731, 0.07890334725379944, 0.132340207695961, 0.09981297701597214]","[1.0, 0.5824060440063477, 0.806550145149231, 0.8536530137062073, 0.3713698089122772, 0.6228779554367065, 0.4697839617729187]","[145, 111, 49, 88, 79, 118, 117]","[87, 67, 17, 33, 23, 60, 14]","[0.6000000238418579, 0.6036036014556885, 0.3469387888908386, 0.375, 0.29113924503326416, 0.508474588394165, 0.11965811997652054]","[481, 383, 105, 220, 192, 354, 358]","[290, 227, 28, 96, 61, 196, 48]","[0.602910578250885, 0.5926892757415771, 0.2666666805744171, 0.4363636374473572, 0.3177083432674408, 0.5536723136901855, 0.1340782195329666]"
225,0.35639412997903563,0.3454151053037752,0.9857142857142858,0.9856784819190835,359,859,0.4179278230500582,0.98,"[1.0, 1.0, 0.9, 1.0, 1.0, 1.0, 1.0]","[0.468, 0.569, 0.157, 0.316, 0.308, 0.603, 0.08]","[0.1129554808139801, 0.24612507224082947, 0.06465568393468857, 0.17177042365074158, 0.13235598802566528, 0.11846227198839188, 0.15367494523525238]","[0.45893529057502747, 1.0, 0.26269441843032837, 0.6978989243507385, 0.5377590656280518, 0.4813092350959778, 0.624377429485321]","[159, 121, 76, 92, 114, 147, 150]","[99, 55, 20, 46, 45, 66, 28]","[0.6226415038108826, 0.4545454680919647, 0.2631579041481018, 0.5, 0.3947368562221527, 0.44897958636283875, 0.18666666746139526]","[640, 504, 181, 312, 306, 501, 508]","[389, 282, 48, 142, 106, 262, 76]","[0.6078125238418579, 0.5595238208770752, 0.265193372964859, 0.45512819290161133, 0.3464052379131317, 0.5229541063308716, 0.14960630238056183]"
