step,acc_train,f1_train,cw_acc_train,acc_val,f1_val,cw_acc_val,acc_test,f1_test,cw_acc_test,psl_correct,psl_total,acc_psl,pslt_global,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.14285714285714285,0.03571428571428571,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.15337423312883436,0.037993920972644375,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.15337423312883436,0.037993920972644375,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,0,,0.0,"[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.6666666666666666,0.6176870748299319,"[1.0, 0.0, 0.333, 1.0, 1.0, 0.667, 0.667]",0.20040899795501022,0.12596520543552173,"[0.093, 0.0, 0.013, 0.386, 0.74, 0.0, 0.1]",0.2065439672801636,0.14858386936994636,"[0.213, 0.0, 0.039, 0.314, 0.724, 0.0, 0.082]",5,6,0.8333333333333334,0.98,"[0.07646334171295166, 0.09068328142166138, 0.13149653375148773, 0.2000543624162674, 0.20470376312732697, 0.10382521152496338, 0.19277329742908478]","[0.373531699180603, 0.44299763441085815, 0.6423747539520264, 0.9772871732711792, 1.0, 0.507197380065918, 0.9417183995246887]","[6, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0]","[0.8333333134651184, nan, nan, nan, nan, nan, nan]","[6, 0, 0, 0, 0, 0, 0]","[5, 0, 0, 0, 0, 0, 0]","[0.8333333134651184, nan, nan, nan, nan, nan, nan]"
50,0.9523809523809523,0.9510204081632653,"[1.0, 0.667, 1.0, 1.0, 1.0, 1.0, 1.0]",0.2392638036809816,0.23439074810273236,"[0.2, 0.1, 0.269, 0.371, 0.078, 0.085, 0.617]",0.27607361963190186,0.2805091522590345,"[0.4, 0.143, 0.338, 0.214, 0.171, 0.117, 0.557]",46,64,0.71875,0.98,"[0.05094413459300995, 0.1427939236164093, 0.2418004721403122, 0.10067740827798843, 0.10619739443063736, 0.20263928174972534, 0.1549471914768219]","[0.21068666875362396, 0.5905444622039795, 1.0, 0.4163656532764435, 0.43919432163238525, 0.8380433917045593, 0.6408060193061829]","[37, 0, 2, 4, 1, 7, 13]","[31, 0, 1, 2, 0, 1, 11]","[0.837837815284729, nan, 0.5, 0.5, 0.0, 0.1428571492433548, 0.8461538553237915]","[43, 0, 2, 4, 1, 7, 13]","[36, 0, 1, 2, 0, 1, 11]","[0.8372092843055725, nan, 0.5, 0.5, 0.0, 0.1428571492433548, 0.8461538553237915]"
75,0.9047619047619048,0.9020408163265305,"[1.0, 0.667, 1.0, 0.667, 1.0, 1.0, 1.0]",0.21063394683026584,0.1801795434280824,"[0.16, 0.129, 0.333, 0.043, 0.506, 0.017, 0.217]",0.22699386503067484,0.19118545788365676,"[0.253, 0.1, 0.416, 0.029, 0.553, 0.017, 0.131]",183,484,0.378099173553719,0.98,"[0.049963828176259995, 0.16365733742713928, 0.20837445557117462, 0.05666004493832588, 0.34644755721092224, 0.05804821848869324, 0.11684832721948624]","[0.1442175805568695, 0.47238704562187195, 0.601460337638855, 0.16354580223560333, 1.0, 0.16755267977714539, 0.3372756540775299]","[110, 75, 54, 27, 53, 60, 105]","[89, 14, 11, 7, 21, 7, 34]","[0.8090909123420715, 0.18666666746139526, 0.20370370149612427, 0.25925925374031067, 0.3962264060974121, 0.11666666716337204, 0.32380953431129456]","[153, 75, 56, 31, 54, 67, 118]","[125, 14, 12, 9, 21, 8, 45]","[0.8169934749603271, 0.18666666746139526, 0.2142857164144516, 0.29032257199287415, 0.3888888955116272, 0.11940298229455948, 0.3813559412956238]"
100,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.2167689161554192,0.20158080912223456,"[0.213, 0.214, 0.064, 0.343, 0.325, 0.0, 0.35]",0.22903885480572597,0.2252566805522564,"[0.333, 0.243, 0.143, 0.214, 0.342, 0.033, 0.262]",184,557,0.3303411131059246,0.98,"[0.03309665247797966, 0.18331633508205414, 0.1398382931947708, 0.13863687217235565, 0.21086598932743073, 0.07432451099157333, 0.21992117166519165]","[0.15049324929714203, 0.833554744720459, 0.6358564496040344, 0.6303935050964355, 0.9588253498077393, 0.33795976638793945, 1.0]","[116, 90, 65, 45, 36, 66, 139]","[98, 9, 16, 16, 6, 9, 30]","[0.8448275923728943, 0.10000000149011612, 0.2461538463830948, 0.35555556416511536, 0.1666666716337204, 0.13636364042758942, 0.2158273309469223]","[269, 165, 121, 76, 90, 133, 257]","[223, 23, 28, 25, 27, 17, 75]","[0.8289963006973267, 0.13939394056797028, 0.23140496015548706, 0.32894736528396606, 0.30000001192092896, 0.12781955301761627, 0.29182878136634827]"
125,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.21881390593047034,0.21659770597503206,"[0.253, 0.071, 0.115, 0.443, 0.26, 0.153, 0.233]",0.2310838445807771,0.22936753895499465,"[0.373, 0.057, 0.156, 0.357, 0.329, 0.133, 0.18]",210,671,0.31296572280178836,0.98,"[0.060432177037000656, 0.13140791654586792, 0.1396978497505188, 0.12524478137493134, 0.18635116517543793, 0.19691799581050873, 0.1599479466676712]","[0.306890070438385, 0.6673230528831482, 0.7094214558601379, 0.636025071144104, 0.946338951587677, 1.0, 0.8122566342353821]","[144, 110, 77, 88, 55, 81, 116]","[107, 20, 16, 27, 10, 4, 26]","[0.7430555820465088, 0.1818181872367859, 0.20779220759868622, 0.3068181872367859, 0.1818181872367859, 0.04938271641731262, 0.22413793206214905]","[413, 275, 198, 164, 145, 214, 373]","[330, 43, 44, 52, 37, 21, 101]","[0.7990314960479736, 0.15636363625526428, 0.2222222238779068, 0.31707316637039185, 0.25517240166664124, 0.09813084453344345, 0.27077749371528625]"
150,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.2229038854805726,0.22781311395540066,"[0.253, 0.1, 0.218, 0.271, 0.351, 0.169, 0.167]",0.25971370143149286,0.257467334485722,"[0.467, 0.057, 0.325, 0.214, 0.395, 0.183, 0.115]",217,678,0.3200589970501475,0.98,"[0.14133316278457642, 0.1550125777721405, 0.18040971457958221, 0.1475861370563507, 0.17559471726417542, 0.11657052487134933, 0.08349296450614929]","[0.7834010720252991, 0.8592252135276794, 1.0, 0.8180609345436096, 0.9733107686042786, 0.6461432576179504, 0.4627963900566101]","[134, 101, 65, 75, 74, 92, 137]","[104, 18, 20, 21, 15, 10, 29]","[0.7761194109916687, 0.1782178282737732, 0.3076923191547394, 0.2800000011920929, 0.20270270109176636, 0.10869564861059189, 0.21167883276939392]","[547, 376, 263, 239, 219, 306, 510]","[434, 61, 64, 73, 52, 31, 130]","[0.7934186458587646, 0.16223403811454773, 0.24334600567817688, 0.3054393231868744, 0.23744292557239532, 0.10130719095468521, 0.2549019753932953]"
175,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.19631901840490798,0.1921640909056448,"[0.307, 0.071, 0.103, 0.443, 0.13, 0.136, 0.183]",0.23517382413087934,0.2347887866038952,"[0.467, 0.071, 0.195, 0.371, 0.171, 0.217, 0.131]",236,840,0.28095238095238095,0.98,"[0.15366916358470917, 0.10137279331684113, 0.14172548055648804, 0.16663715243339539, 0.12473060935735703, 0.1973646879196167, 0.11449991166591644]","[0.7786051630973816, 0.5136318802833557, 0.7180893421173096, 0.8443108797073364, 0.6319803595542908, 1.0, 0.5801438689231873]","[146, 162, 127, 76, 66, 113, 150]","[114, 22, 25, 22, 14, 7, 32]","[0.7808219194412231, 0.1358024626970291, 0.19685038924217224, 0.28947368264198303, 0.21212121844291687, 0.06194690242409706, 0.2133333384990692]","[693, 538, 390, 315, 285, 419, 660]","[548, 83, 89, 95, 66, 38, 162]","[0.7907648086547852, 0.1542750895023346, 0.2282051295042038, 0.30158731341362, 0.23157894611358643, 0.09069212526082993, 0.2454545497894287]"
200,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.21881390593047034,0.2209358647892715,"[0.333, 0.129, 0.218, 0.271, 0.273, 0.102, 0.167]",0.25766871165644173,0.2531671078875523,"[0.453, 0.114, 0.325, 0.271, 0.303, 0.183, 0.098]",235,774,0.30361757105943155,0.98,"[0.05469529330730438, 0.16723962128162384, 0.2848762273788452, 0.08133865892887115, 0.16134211421012878, 0.14602284133434296, 0.10448504984378815]","[0.19199669361114502, 0.5870606303215027, 1.0, 0.28552278876304626, 0.5663586258888245, 0.5125834345817566, 0.36677348613739014]","[144, 111, 93, 92, 104, 90, 140]","[113, 22, 18, 19, 22, 10, 31]","[0.7847222089767456, 0.19819819927215576, 0.19354838132858276, 0.20652173459529877, 0.21153846383094788, 0.1111111119389534, 0.22142857313156128]","[837, 649, 483, 407, 389, 509, 800]","[661, 105, 107, 114, 88, 48, 193]","[0.7897251844406128, 0.16178736090660095, 0.22153209149837494, 0.2800982892513275, 0.22622108459472656, 0.09430255740880966, 0.24124999344348907]"
225,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.21881390593047034,0.20797143669786397,"[0.413, 0.014, 0.205, 0.4, 0.221, 0.085, 0.15]",0.25357873210633947,0.23563321744560084,"[0.52, 0.029, 0.286, 0.371, 0.276, 0.15, 0.082]",265,994,0.2665995975855131,0.98,"[0.12341219931840897, 0.13073912262916565, 0.20599238574504852, 0.12576992809772491, 0.18699024617671967, 0.11146845668554306, 0.11562744528055191]","[0.59911048412323, 0.63467937707901, 1.0, 0.6105561852455139, 0.9077531695365906, 0.5411289930343628, 0.5613190531730652]","[133, 176, 136, 178, 74, 125, 172]","[101, 32, 32, 35, 19, 17, 29]","[0.7593985199928284, 0.1818181872367859, 0.23529411852359772, 0.19662921130657196, 0.2567567527294159, 0.13600000739097595, 0.16860465705394745]","[970, 825, 619, 585, 463, 634, 972]","[762, 137, 139, 149, 107, 65, 222]","[0.7855669856071472, 0.16606061160564423, 0.22455573081970215, 0.2547008693218231, 0.23110151290893555, 0.10252366214990616, 0.22839505970478058]"
