step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.18238993710691823,0.09894798697655115,0.11428571428571428,0.05789473684210526,0,0,,0.0,"[0.6, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0]","[0.61, 0.0, 0.0, 0.405, 0.123, 0.0, 0.0]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.15723270440251572,0.07274441144748311,0.2571428571428571,0.1886209029066172,0,0,,0.98,"[0.0, 0.8, 0.6, 0.2, 0.2, 0.0, 0.0]","[0.0, 0.538, 0.47, 0.0, 0.015, 0.0, 0.0]","[0.14783118665218353, 0.1612665057182312, 0.16214069724082947, 0.14147447049617767, 0.13927242159843445, 0.13466216623783112, 0.11335233598947525]","[0.9117463231086731, 0.994608461856842, 1.0, 0.8725413680076599, 0.8589602708816528, 0.8305266499519348, 0.6990985870361328]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.21174004192872117,0.19189124432598384,0.8285714285714286,0.8317793317793318,0,0,,0.98,"[0.6, 0.8, 0.6, 1.0, 0.8, 1.0, 1.0]","[0.078, 0.477, 0.301, 0.063, 0.062, 0.172, 0.4]","[0.15748433768749237, 0.15713417530059814, 0.15340390801429749, 0.1460893452167511, 0.11366698145866394, 0.12351183593273163, 0.14870917797088623]","[1.0, 0.9977765083312988, 0.9740899205207825, 0.9276436567306519, 0.7217668890953064, 0.7842801213264465, 0.944279134273529]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
75,0.21593291404612158,0.20672636234854064,0.9714285714285714,0.9711399711399711,0,2,0.0,0.98,"[1.0, 1.0, 0.8, 1.0, 1.0, 1.0, 1.0]","[0.208, 0.4, 0.024, 0.114, 0.323, 0.155, 0.4]","[0.12671490013599396, 0.1494978666305542, 0.13547176122665405, 0.15470655262470245, 0.1116039976477623, 0.15231387317180634, 0.1696908324956894]","[0.7467398047447205, 0.8810014128684998, 0.798344612121582, 0.9116966128349304, 0.6576902270317078, 0.8975963592529297, 1.0]","[0, 0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, 0.0, nan, nan, nan]","[0, 0, 0, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, 0.0, nan, nan, nan]"
100,0.18658280922431866,0.15284784024641418,0.8571428571428571,0.8095238095238094,26,94,0.2765957446808511,0.98,"[1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[0.273, 0.2, 0.0, 0.025, 0.6, 0.017, 0.26]","[0.1594516485929489, 0.11861546337604523, 0.08539319783449173, 0.08224652707576752, 0.3812160789966583, 0.06858652830123901, 0.10449031740427017]","[0.4182710349559784, 0.3111502230167389, 0.22400209307670593, 0.21574778854846954, 1.0, 0.17991510033607483, 0.27409735321998596]","[20, 25, 0, 19, 13, 15, 2]","[6, 5, 0, 4, 5, 5, 1]","[0.30000001192092896, 0.20000000298023224, nan, 0.21052631735801697, 0.38461539149284363, 0.3333333432674408, 0.5]","[20, 25, 0, 21, 13, 15, 2]","[6, 5, 0, 4, 5, 5, 1]","[0.30000001192092896, 0.20000000298023224, nan, 0.190476194024086, 0.38461539149284363, 0.3333333432674408, 0.5]"
125,0.21593291404612158,0.18375542844126266,0.9428571428571428,0.9422799422799423,87,401,0.2169576059850374,0.98,"[1.0, 1.0, 0.8, 0.8, 1.0, 1.0, 1.0]","[0.221, 0.477, 0.0, 0.013, 0.138, 0.5, 0.32]","[0.20652492344379425, 0.24509179592132568, 0.03118143230676651, 0.05928270146250725, 0.03802240267395973, 0.22265228629112244, 0.19724425673484802]","[0.842643141746521, 1.0, 0.12722349166870117, 0.24187958240509033, 0.1551353484392166, 0.9084444642066956, 0.8047770857810974]","[107, 94, 5, 44, 41, 72, 38]","[30, 19, 1, 9, 11, 14, 3]","[0.28037384152412415, 0.20212766528129578, 0.20000000298023224, 0.20454545319080353, 0.26829269528388977, 0.1944444477558136, 0.07894736528396606]","[127, 119, 5, 65, 54, 87, 40]","[36, 24, 1, 13, 16, 19, 4]","[0.28346458077430725, 0.20168067514896393, 0.20000000298023224, 0.20000000298023224, 0.29629629850387573, 0.2183908075094223, 0.10000000149011612]"
150,0.2557651991614256,0.2389189922871075,1.0,1.0,155,634,0.2444794952681388,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.195, 0.538, 0.024, 0.304, 0.277, 0.241, 0.28]","[0.10559021681547165, 0.22741371393203735, 0.05741623416543007, 0.1452598124742508, 0.15654438734054565, 0.14508624374866486, 0.1626891791820526]","[0.4643089175224304, 1.0, 0.2524748146533966, 0.6387469172477722, 0.6883682608604431, 0.6379836797714233, 0.7153885960578918]","[124, 142, 18, 86, 109, 95, 60]","[40, 37, 5, 13, 21, 25, 14]","[0.32258063554763794, 0.26056337356567383, 0.2777777910232544, 0.151162788271904, 0.19266055524349213, 0.2631579041481018, 0.23333333432674408]","[251, 261, 23, 151, 163, 182, 100]","[76, 61, 6, 26, 37, 44, 18]","[0.3027888536453247, 0.2337164729833603, 0.260869562625885, 0.17218543589115143, 0.2269938588142395, 0.24175824224948883, 0.18000000715255737]"
175,0.23270440251572327,0.21993715114999654,1.0,1.0,175,765,0.22875816993464052,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.156, 0.354, 0.361, 0.051, 0.246, 0.138, 0.36]","[0.07610389590263367, 0.175357848405838, 0.2255929708480835, 0.07579751312732697, 0.057589396834373474, 0.11086596548557281, 0.2786921262741089]","[0.2730751633644104, 0.6292170882225037, 0.8094701766967773, 0.2719757854938507, 0.20664162933826447, 0.3978080153465271, 1.0]","[130, 167, 48, 92, 128, 129, 71]","[37, 38, 15, 18, 25, 27, 15]","[0.2846153974533081, 0.227544903755188, 0.3125, 0.19565217196941376, 0.1953125, 0.20930232107639313, 0.2112676054239273]","[381, 428, 71, 243, 291, 311, 171]","[113, 99, 21, 44, 62, 71, 33]","[0.29658791422843933, 0.23130841553211212, 0.2957746386528015, 0.18106995522975922, 0.21305841207504272, 0.22829581797122955, 0.19298245012760162]"
200,0.22431865828092243,0.21552402590222794,1.0,1.0,179,839,0.2133492252681764,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.247, 0.262, 0.325, 0.063, 0.292, 0.155, 0.22]","[0.10830068588256836, 0.11745625734329224, 0.2151026427745819, 0.08582256734371185, 0.1894003301858902, 0.11828746646642685, 0.16562987864017487]","[0.503483772277832, 0.5460475087165833, 1.0, 0.39898425340652466, 0.8805114030838013, 0.5499117374420166, 0.7700039148330688]","[133, 193, 50, 97, 112, 154, 100]","[39, 45, 10, 11, 21, 34, 19]","[0.29323309659957886, 0.2331606149673462, 0.20000000298023224, 0.11340206116437912, 0.1875, 0.22077922523021698, 0.1899999976158142]","[514, 621, 121, 340, 403, 465, 271]","[152, 144, 31, 55, 83, 105, 52]","[0.29571983218193054, 0.23188406229019165, 0.25619834661483765, 0.1617647111415863, 0.20595534145832062, 0.22580644488334656, 0.19188192486763]"
225,0.24947589098532494,0.24593750620717728,1.0,1.0,238,1078,0.22077922077922077,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.169, 0.4, 0.205, 0.139, 0.277, 0.207, 0.44]","[0.05034816265106201, 0.21220605075359344, 0.1037251278758049, 0.08615826070308685, 0.08143135160207748, 0.15796691179275513, 0.3081638813018799]","[0.16338112950325012, 0.6886143088340759, 0.33659079670906067, 0.2795858383178711, 0.2642469108104706, 0.5126068592071533, 1.0]","[165, 233, 107, 103, 150, 184, 136]","[48, 61, 26, 13, 34, 30, 26]","[0.290909081697464, 0.2618025839328766, 0.2429906576871872, 0.12621359527111053, 0.2266666740179062, 0.16304348409175873, 0.19117647409439087]","[679, 854, 228, 443, 553, 649, 407]","[200, 205, 57, 68, 117, 135, 78]","[0.2945508062839508, 0.24004684388637543, 0.25, 0.15349887311458588, 0.21157324314117432, 0.20801232755184174, 0.19164618849754333]"
