step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.12269938650306748,0.031225604996096803,0.14285714285714285,0.03571428571428571,0,0,,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.1901840490797546,0.13998432657279866,1.0,1.0,17,29,0.5862068965517241,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.48, 0.0, 0.282, 0.029, 0.039, 0.492, 0.017]","[0.2086610049009323, 0.09943586587905884, 0.1952141374349594, 0.11693546921014786, 0.16857337951660156, 0.1528388112783432, 0.0583411306142807]","[1.0, 0.4765426516532898, 0.9355564117431641, 0.5604088306427002, 0.8078815937042236, 0.7324742674827576, 0.279597669839859]","[20, 0, 0, 0, 0, 0, 9]","[15, 0, 0, 0, 0, 0, 2]","[0.75, nan, nan, nan, nan, nan, 0.2222222238779068]","[20, 0, 0, 0, 0, 0, 9]","[15, 0, 0, 0, 0, 0, 2]","[0.75, nan, nan, nan, nan, nan, 0.2222222238779068]"
50,0.18609406952965235,0.1468016223673349,1.0,1.0,72,302,0.23841059602649006,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.293, 0.0, 0.218, 0.129, 0.065, 0.627, 0.017]","[0.24544456601142883, 0.03305176645517349, 0.24349717795848846, 0.11091108620166779, 0.14958621561527252, 0.1975874900817871, 0.01992148905992508]","[1.0, 0.13466082513332367, 0.9920658469200134, 0.4518783390522003, 0.609450101852417, 0.8050187826156616, 0.08116491883993149]","[149, 13, 37, 16, 35, 37, 15]","[44, 0, 5, 4, 6, 9, 4]","[0.29530200362205505, 0.0, 0.13513512909412384, 0.25, 0.17142857611179352, 0.2432432472705841, 0.2666666805744171]","[169, 13, 37, 16, 35, 37, 24]","[59, 0, 5, 4, 6, 9, 6]","[0.3491124212741852, 0.0, 0.13513512909412384, 0.25, 0.17142857611179352, 0.2432432472705841, 0.25]"
75,0.19631901840490798,0.15841254078187875,1.0,1.0,136,555,0.24504504504504504,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.28, 0.0, 0.179, 0.271, 0.091, 0.576, 0.017]","[0.1959211677312851, 0.04655147343873978, 0.17669080197811127, 0.2096197009086609, 0.08652284741401672, 0.2703666090965271, 0.014327152632176876]","[0.7246500253677368, 0.17217907309532166, 0.6535230278968811, 0.7753165364265442, 0.320020467042923, 1.0, 0.05299157649278641]","[233, 3, 98, 40, 104, 64, 13]","[60, 0, 13, 8, 28, 24, 3]","[0.2575107216835022, 0.0, 0.13265305757522583, 0.20000000298023224, 0.26923078298568726, 0.375, 0.23076923191547394]","[402, 16, 135, 56, 139, 101, 37]","[119, 0, 18, 12, 34, 33, 9]","[0.29601991176605225, 0.0, 0.13333334028720856, 0.2142857164144516, 0.24460431933403015, 0.32673266530036926, 0.2432432472705841]"
100,0.2085889570552147,0.1583859657852609,1.0,1.0,145,667,0.21739130434782608,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.28, 0.0, 0.244, 0.414, 0.0, 0.542, 0.017]","[0.15558432042598724, 0.015506361611187458, 0.2658078074455261, 0.2675124406814575, 0.018952660262584686, 0.26225337386131287, 0.014382834546267986]","[0.5815965533256531, 0.05796501040458679, 0.9936278462409973, 1.0, 0.0708477720618248, 0.980340838432312, 0.053765106946229935]","[213, 0, 131, 42, 138, 129, 14]","[60, 0, 15, 9, 26, 31, 4]","[0.28169015049934387, nan, 0.11450381577014923, 0.2142857164144516, 0.18840579688549042, 0.24031007289886475, 0.2857142984867096]","[615, 16, 266, 98, 277, 230, 51]","[179, 0, 33, 21, 60, 64, 13]","[0.29105690121650696, 0.0, 0.12406015396118164, 0.2142857164144516, 0.2166064977645874, 0.27826085686683655, 0.2549019753932953]"
125,0.2085889570552147,0.17591262306804692,1.0,1.0,169,758,0.22295514511873352,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.28, 0.0, 0.167, 0.357, 0.143, 0.525, 0.017]","[0.17278485000133514, 0.018473785370588303, 0.2024773359298706, 0.17309068143367767, 0.23118938505649567, 0.19051747024059296, 0.011466238647699356]","[0.747373640537262, 0.07990758121013641, 0.8758072257041931, 0.748696506023407, 1.0, 0.8240753412246704, 0.04959673434495926]","[276, 4, 169, 57, 77, 160, 15]","[65, 2, 24, 11, 21, 38, 8]","[0.23550724983215332, 0.5, 0.1420118361711502, 0.19298245012760162, 0.27272728085517883, 0.23749999701976776, 0.5333333611488342]","[891, 20, 435, 155, 354, 390, 66]","[244, 2, 57, 32, 81, 102, 21]","[0.27384960651397705, 0.10000000149011612, 0.1310344785451889, 0.20645160973072052, 0.2288135588169098, 0.26153847575187683, 0.3181818127632141]"
150,0.20449897750511248,0.16942273400175129,1.0,1.0,183,880,0.20795454545454545,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.28, 0.0, 0.167, 0.386, 0.091, 0.525, 0.017]","[0.21735955774784088, 0.010697675868868828, 0.21567609906196594, 0.33134227991104126, 0.09382978081703186, 0.12467532604932785, 0.006419112905859947]","[0.6559970378875732, 0.03228587657213211, 0.650916337966919, 1.0, 0.283180832862854, 0.376273512840271, 0.019373057410120964]","[271, 2, 202, 56, 134, 202, 13]","[70, 0, 19, 13, 33, 48, 0]","[0.25830256938934326, 0.0, 0.09405940771102905, 0.2321428507566452, 0.24626865983009338, 0.23762376606464386, 0.0]","[1162, 22, 637, 211, 488, 592, 79]","[314, 2, 76, 45, 114, 150, 21]","[0.2702237665653229, 0.09090909361839294, 0.11930926144123077, 0.2132701426744461, 0.23360656201839447, 0.25337839126586914, 0.26582279801368713]"
175,0.2085889570552147,0.1703133391086589,1.0,1.0,194,954,0.20335429769392033,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.28, 0.0, 0.205, 0.4, 0.065, 0.525, 0.017]","[0.1830040067434311, 0.007366304751485586, 0.23433569073677063, 0.13783998787403107, 0.09186457842588425, 0.3392643928527832, 0.00632482348009944]","[0.53941410779953, 0.02171257883310318, 0.6907170414924622, 0.40629076957702637, 0.27077576518058777, 1.0, 0.018642757087945938]","[314, 1, 200, 44, 155, 227, 13]","[68, 0, 19, 11, 40, 52, 4]","[0.2165605127811432, 0.0, 0.0949999988079071, 0.25, 0.25806450843811035, 0.2290748953819275, 0.3076923191547394]","[1476, 23, 837, 255, 643, 819, 92]","[382, 2, 95, 56, 154, 202, 25]","[0.25880759954452515, 0.08695652335882187, 0.11350059509277344, 0.21960784494876862, 0.23950232565402985, 0.24664224684238434, 0.27173912525177]"
200,0.16768916155419222,0.15252234845050103,1.0,1.0,201,941,0.21360255047821466,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.28, 0.086, 0.231, 0.071, 0.0, 0.525, 0.017]","[0.16938506066799164, 0.29950469732284546, 0.2254665195941925, 0.11526571214199066, 0.02946944162249565, 0.15107111632823944, 0.009837194345891476]","[0.5655506253242493, 1.0, 0.7527979612350464, 0.38485443592071533, 0.09839392453432083, 0.5044031739234924, 0.03284487500786781]","[276, 24, 214, 75, 106, 235, 11]","[73, 1, 28, 16, 25, 55, 3]","[0.2644927501678467, 0.0416666679084301, 0.13084112107753754, 0.2133333384990692, 0.2358490526676178, 0.23404255509376526, 0.27272728085517883]","[1752, 47, 1051, 330, 749, 1054, 103]","[455, 3, 123, 72, 179, 257, 28]","[0.2597031891345978, 0.06382978707551956, 0.11703139543533325, 0.2181818187236786, 0.2389853149652481, 0.2438330203294754, 0.27184465527534485]"
225,0.21063394683026584,0.16030228506018787,1.0,1.0,188,794,0.2367758186397985,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.28, 0.0, 0.244, 0.429, 0.0, 0.542, 0.017]","[0.17044538259506226, 0.02294715866446495, 0.19771727919578552, 0.32651597261428833, 0.01897580176591873, 0.2363157421350479, 0.02708246000111103]","[0.5220124125480652, 0.0702788233757019, 0.6055363416671753, 1.0, 0.05811600014567375, 0.7237493991851807, 0.08294375240802765]","[297, 1, 176, 30, 15, 266, 9]","[80, 0, 17, 8, 5, 75, 3]","[0.2693602740764618, 0.0, 0.09659090638160706, 0.2666666805744171, 0.3333333432674408, 0.28195488452911377, 0.3333333432674408]","[2049, 48, 1227, 360, 764, 1320, 112]","[535, 3, 140, 80, 184, 332, 31]","[0.26110297441482544, 0.0625, 0.1140994280576706, 0.2222222238779068, 0.2408376932144165, 0.25151515007019043, 0.2767857015132904]"
