step,acc_train,f1_train,cw_acc_train,acc_val,f1_val,cw_acc_val,acc_test,f1_test,cw_acc_test,psl_correct,psl_total,acc_psl,pslt_global,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.11428571428571428,0.07539682539682542,"[0.0, 0.0, 0.2, 0.0, 0.2, 0.4, 0.0]",0.13496932515337423,0.0972367277321459,"[0.04, 0.0, 0.179, 0.057, 0.364, 0.288, 0.0]",0.1574642126789366,0.12458122799204793,"[0.12, 0.0, 0.26, 0.057, 0.276, 0.383, 0.0]",0,0,,0.0,"[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
5,0.3142857142857143,0.22460317460317464,"[0.0, 0.0, 0.4, 0.6, 0.2, 1.0, 0.0]",0.16359918200409,0.1266971148989742,"[0.04, 0.0, 0.167, 0.214, 0.26, 0.492, 0.0]",0.16155419222903886,0.11961654936344283,"[0.053, 0.0, 0.143, 0.171, 0.171, 0.65, 0.0]",0,0,,0.7,"[0.1288600116968155, 0.10038867592811584, 0.15423409640789032, 0.1590733379125595, 0.15971896052360535, 0.18313054740428925, 0.11459421366453171]","[0.7036511301994324, 0.5481809377670288, 0.8422084450721741, 0.8686335682868958, 0.8721590042114258, 1.0, 0.6257514953613281]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
10,0.45714285714285713,0.43185274109643856,"[0.6, 0.2, 0.4, 0.8, 0.4, 0.8, 0.0]",0.23517382413087934,0.21436906127377525,"[0.293, 0.086, 0.192, 0.557, 0.286, 0.085, 0.1]",0.2085889570552147,0.17457360432216265,"[0.373, 0.057, 0.117, 0.6, 0.184, 0.05, 0.033]",0,0,,0.7,"[0.13639092445373535, 0.1412169635295868, 0.14233864843845367, 0.15754878520965576, 0.15032397210597992, 0.1407107561826706, 0.1314697116613388]","[0.8657059669494629, 0.8963379859924316, 0.9034575819969177, 1.0, 0.9541423916816711, 0.8931249976158142, 0.8344698548316956]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
15,0.7142857142857143,0.6871263656977943,"[0.4, 1.0, 0.2, 1.0, 0.6, 1.0, 0.8]",0.2229038854805726,0.19688894879895846,"[0.187, 0.429, 0.0, 0.457, 0.104, 0.119, 0.3]",0.2331288343558282,0.20772225706553035,"[0.293, 0.414, 0.0, 0.443, 0.066, 0.1, 0.344]",0,0,,0.7,"[0.1273302435874939, 0.15772053599357605, 0.12146476656198502, 0.15175707638263702, 0.14034247398376465, 0.14489051699638367, 0.15649420022964478]","[0.8073155879974365, 1.0, 0.7701265215873718, 0.9621897339820862, 0.8898173570632935, 0.9186534881591797, 0.9922246336936951]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
20,0.7714285714285715,0.7598544312830028,"[0.8, 0.6, 0.6, 1.0, 0.4, 1.0, 1.0]",0.21267893660531698,0.19063011470128105,"[0.28, 0.129, 0.0, 0.343, 0.026, 0.271, 0.533]",0.22903885480572597,0.21097784021236204,"[0.387, 0.229, 0.013, 0.271, 0.013, 0.25, 0.508]",0,0,,0.7,"[0.11987672001123428, 0.14758053421974182, 0.12618036568164825, 0.13795232772827148, 0.14222098886966705, 0.15553435683250427, 0.17065449059009552]","[0.7024527788162231, 0.8647913932800293, 0.7393908500671387, 0.8083720803260803, 0.8333855867385864, 0.9113991260528564, 1.0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.8571428571428571,0.8502164502164502,"[0.8, 0.6, 0.6, 1.0, 1.0, 1.0, 1.0]",0.2331288343558282,0.21979055885039864,"[0.4, 0.143, 0.026, 0.271, 0.091, 0.322, 0.45]",0.2474437627811861,0.2323830479256996,"[0.52, 0.157, 0.065, 0.229, 0.039, 0.283, 0.492]",0,0,,0.7,"[0.1279224008321762, 0.1432105004787445, 0.13400141894817352, 0.130345419049263, 0.13667728006839752, 0.16027581691741943, 0.16756699979305267]","[0.7634104490280151, 0.8546462059020996, 0.7996885776519775, 0.7778704762458801, 0.8156574964523315, 0.9564879536628723, 1.0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
30,0.8571428571428571,0.8541847041847043,"[0.8, 0.8, 0.6, 1.0, 0.8, 1.0, 1.0]",0.2392638036809816,0.2151975631999819,"[0.4, 0.114, 0.013, 0.357, 0.039, 0.475, 0.367]",0.25766871165644173,0.23600452045345463,"[0.533, 0.1, 0.039, 0.357, 0.039, 0.367, 0.426]",0,0,,0.7,"[0.12168841063976288, 0.13344749808311462, 0.12120310217142105, 0.13792036473751068, 0.12958839535713196, 0.17854347825050354, 0.17760860919952393]","[0.6815617680549622, 0.747422993183136, 0.67884361743927, 0.7724749445915222, 0.7258086204528809, 1.0, 0.9947639107704163]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
35,0.8918918918918919,0.8912079983508555,"[0.857, 0.8, 0.6, 1.0, 1.0, 1.0, 1.0]",0.24335378323108384,0.21774046532857877,"[0.373, 0.086, 0.013, 0.514, 0.117, 0.407, 0.25]",0.25766871165644173,0.23512614379177546,"[0.493, 0.071, 0.026, 0.5, 0.132, 0.333, 0.279]",2,2,1.0,0.7,"[0.10537153482437134, 0.13108175992965698, 0.12153361737728119, 0.1578787863254547, 0.14399994909763336, 0.17956361174583435, 0.16057060658931732]","[0.5868200659751892, 0.7300018072128296, 0.6768276691436768, 0.8792359828948975, 0.8019439578056335, 1.0, 0.8942268490791321]","[2, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0]","[1.0, nan, nan, nan, nan, nan, nan]","[2, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0]","[1.0, nan, nan, nan, nan, nan, nan]"
41,0.9459459459459459,0.9417748917748917,"[1.0, 1.0, 0.6, 1.0, 1.0, 1.0, 1.0]",0.25357873210633947,0.23975996547661454,"[0.453, 0.186, 0.051, 0.386, 0.156, 0.22, 0.35]",0.3067484662576687,0.29404243790059464,"[0.573, 0.271, 0.169, 0.371, 0.145, 0.167, 0.459]",0,2,0.0,0.7,"[0.1540118157863617, 0.15094372630119324, 0.14118240773677826, 0.11901360750198364, 0.13771487772464752, 0.1328124701976776, 0.1643209606409073]","[0.9372621178627014, 0.9185908436775208, 0.8591868281364441, 0.7242752909660339, 0.8380846381187439, 0.8082503080368042, 1.0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[2, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0]","[1.0, nan, nan, nan, nan, nan, nan]"
47,0.9473684210526315,0.9417748917748917,"[1.0, 1.0, 0.6, 1.0, 1.0, 1.0, 1.0]",0.2658486707566462,0.24861073236864492,"[0.44, 0.243, 0.026, 0.443, 0.208, 0.203, 0.317]",0.3128834355828221,0.2952941512152312,"[0.56, 0.286, 0.078, 0.486, 0.197, 0.2, 0.393]",0,3,0.0,0.7,"[0.1567477285861969, 0.14668498933315277, 0.12748143076896667, 0.12907013297080994, 0.1442103385925293, 0.13637274503707886, 0.15943241119384766]","[0.9831609725952148, 0.9200449585914612, 0.7995954751968384, 0.8095601797103882, 0.9045233726501465, 0.8553640246391296, 1.0]","[0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, 0.0, nan, nan, nan]","[2, 0, 0, 1, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0]","[1.0, nan, nan, 0.0, nan, nan, nan]"
