step,acc_train,f1_train,cw_acc_train,acc_val,f1_val,cw_acc_val,acc_test,f1_test,cw_acc_test,psl_correct,psl_total,acc_psl,pslt_global,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.14285714285714285,0.08724489795918368,"[0.2, 0.0, 0.0, 0.4, 0.4, 0.0, 0.0]",0.16973415132924335,0.10092040445942442,"[0.373, 0.0, 0.0, 0.486, 0.273, 0.0, 0.0]",0.16973415132924335,0.0936374273504595,"[0.373, 0.0, 0.0, 0.629, 0.145, 0.0, 0.0]",0,0,,0.0,"[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.5142857142857142,0.4892857142857144,"[0.8, 1.0, 0.2, 0.4, 0.4, 0.6, 0.2]",0.24335378323108384,0.1973860265895098,"[0.56, 0.386, 0.013, 0.014, 0.0, 0.559, 0.25]",0.25766871165644173,0.21450565734086322,"[0.653, 0.443, 0.026, 0.043, 0.026, 0.45, 0.197]",0,0,,0.98,"[0.12955006957054138, 0.14226754009723663, 0.13262541592121124, 0.15313120186328888, 0.12616661190986633, 0.17291784286499023, 0.14334112405776978]","[0.7492001056671143, 0.8227464556694031, 0.7669851183891296, 0.8855720162391663, 0.7296332716941833, 1.0, 0.8289550542831421]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.7714285714285715,0.7191253191253192,"[1.0, 1.0, 0.8, 0.8, 1.0, 0.0, 0.8]",0.2719836400817996,0.24093833091366174,"[0.427, 0.371, 0.09, 0.157, 0.364, 0.0, 0.483]",0.3006134969325153,0.25512660925340847,"[0.573, 0.471, 0.078, 0.057, 0.368, 0.0, 0.541]",4,7,0.5714285714285714,0.98,"[0.14673416316509247, 0.12873110175132751, 0.14262934029102325, 0.16592398285865784, 0.1689462959766388, 0.11216413974761963, 0.1348707526922226]","[0.868525505065918, 0.7619646191596985, 0.8442288637161255, 0.9821107983589172, 1.0, 0.6639041304588318, 0.7983054518699646]","[5, 2, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0]","[0.800000011920929, 0.0, nan, nan, nan, nan, nan]","[5, 2, 0, 0, 0, 0, 0]","[4, 0, 0, 0, 0, 0, 0]","[0.800000011920929, 0.0, nan, nan, nan, nan, nan]"
75,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.2740286298568507,0.26806839878543526,"[0.493, 0.157, 0.256, 0.2, 0.182, 0.153, 0.483]",0.278118609406953,0.2635021501156088,"[0.6, 0.157, 0.247, 0.114, 0.224, 0.1, 0.492]",46,109,0.42201834862385323,0.98,"[0.16471663117408752, 0.11973986029624939, 0.13658295571804047, 0.16469258069992065, 0.16197499632835388, 0.10857775062322617, 0.1437150537967682]","[1.0, 0.7269445657730103, 0.8291995525360107, 0.9998539686203003, 0.9833554625511169, 0.6591790318489075, 0.8724987506866455]","[39, 21, 19, 2, 6, 12, 10]","[28, 2, 6, 1, 3, 1, 5]","[0.7179487347602844, 0.095238097012043, 0.31578946113586426, 0.5, 0.5, 0.0833333358168602, 0.5]","[44, 23, 19, 2, 6, 12, 10]","[32, 2, 6, 1, 3, 1, 5]","[0.7272727489471436, 0.08695652335882187, 0.31578946113586426, 0.5, 0.5, 0.0833333358168602, 0.5]"
100,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.2740286298568507,0.2699692399438275,"[0.373, 0.314, 0.128, 0.186, 0.351, 0.169, 0.4]",0.29243353783231085,0.27859289674547283,"[0.52, 0.371, 0.13, 0.114, 0.421, 0.1, 0.361]",109,333,0.32732732732732733,0.98,"[0.10010137408971786, 0.14623866975307465, 0.13817887008190155, 0.1571095585823059, 0.17001987993717194, 0.14586856961250305, 0.14248286187648773]","[0.5887627601623535, 0.8601269125938416, 0.812721848487854, 0.9240658283233643, 1.0, 0.8579500913619995, 0.8380364775657654]","[80, 68, 33, 36, 38, 39, 39]","[51, 11, 10, 4, 9, 5, 19]","[0.637499988079071, 0.1617647111415863, 0.3030303120613098, 0.1111111119389534, 0.2368421107530594, 0.12820513546466827, 0.4871794879436493]","[124, 91, 52, 38, 44, 51, 49]","[83, 13, 16, 5, 12, 6, 24]","[0.6693548560142517, 0.1428571492433548, 0.3076923191547394, 0.1315789520740509, 0.27272728085517883, 0.11764705926179886, 0.4897959232330322]"
125,0.9714285714285714,0.9711399711399712,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0]",0.2740286298568507,0.25541423684169323,"[0.187, 0.429, 0.231, 0.229, 0.182, 0.051, 0.65]",0.3047034764826176,0.28503429073118364,"[0.267, 0.514, 0.221, 0.157, 0.289, 0.033, 0.672]",170,403,0.4218362282878412,0.98,"[0.07615053653717041, 0.18445269763469696, 0.14769574999809265, 0.20029734075069427, 0.1456415355205536, 0.0821164920926094, 0.16364552080631256]","[0.380187451839447, 0.9208943843841553, 0.7373824715614319, 1.0, 0.7271266579627991, 0.4099729657173157, 0.8170129656791687]","[108, 80, 53, 34, 32, 44, 52]","[87, 16, 17, 9, 7, 6, 28]","[0.8055555820465088, 0.20000000298023224, 0.3207547068595886, 0.2647058963775635, 0.21875, 0.13636364042758942, 0.5384615659713745]","[232, 171, 105, 72, 76, 95, 101]","[170, 29, 33, 14, 19, 12, 52]","[0.732758641242981, 0.16959063708782196, 0.3142857253551483, 0.1944444477558136, 0.25, 0.12631578743457794, 0.5148515105247498]"
150,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.2883435582822086,0.282087251813965,"[0.347, 0.343, 0.09, 0.214, 0.377, 0.186, 0.483]",0.3047034764826176,0.2933262288474204,"[0.467, 0.443, 0.078, 0.143, 0.421, 0.117, 0.459]",159,430,0.3697674418604651,0.98,"[0.09438768029212952, 0.14944253861904144, 0.03953632339835167, 0.17664475739002228, 0.1753266304731369, 0.1682785302400589, 0.19638337194919586]","[0.48062968254089355, 0.7609734535217285, 0.20132215321063995, 0.8994894027709961, 0.8927773833274841, 0.8568878769874573, 1.0]","[115, 71, 55, 70, 36, 34, 49]","[77, 17, 14, 10, 12, 9, 20]","[0.6695652008056641, 0.23943662643432617, 0.2545454502105713, 0.1428571492433548, 0.3333333432674408, 0.2647058963775635, 0.40816327929496765]","[347, 242, 160, 142, 112, 129, 150]","[247, 46, 47, 24, 31, 21, 72]","[0.7118155360221863, 0.1900826394557953, 0.29374998807907104, 0.1690140813589096, 0.2767857015132904, 0.1627907007932663, 0.47999998927116394]"
175,0.9714285714285714,0.9711399711399711,"[0.8, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.26789366053169733,0.27482325805525804,"[0.373, 0.257, 0.244, 0.143, 0.299, 0.186, 0.367]",0.29243353783231085,0.2927819462080207,"[0.427, 0.314, 0.299, 0.129, 0.434, 0.117, 0.279]",204,621,0.3285024154589372,0.98,"[0.09051351249217987, 0.1144934669137001, 0.2168448269367218, 0.1057758554816246, 0.1709061563014984, 0.130425825715065, 0.17104022204875946]","[0.4174114465713501, 0.5279971957206726, 1.0, 0.4877951443195343, 0.7881495952606201, 0.6014707684516907, 0.7887678146362305]","[124, 113, 62, 107, 63, 56, 96]","[83, 23, 13, 19, 19, 8, 39]","[0.6693548560142517, 0.20353981852531433, 0.20967741310596466, 0.17757008969783783, 0.30158731341362, 0.1428571492433548, 0.40625]","[471, 355, 222, 249, 175, 185, 246]","[330, 69, 60, 43, 50, 29, 111]","[0.7006369233131409, 0.1943662017583847, 0.2702702581882477, 0.1726907640695572, 0.2857142984867096, 0.15675675868988037, 0.45121949911117554]"
200,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.25971370143149286,0.24920944135189815,"[0.547, 0.2, 0.321, 0.071, 0.247, 0.254, 0.133]",0.2822085889570552,0.26481642290027063,"[0.573, 0.243, 0.364, 0.114, 0.382, 0.1, 0.115]",227,623,0.36436597110754415,0.98,"[0.13083313405513763, 0.08178660273551941, 0.2765111029148102, 0.09086450934410095, 0.17819035053253174, 0.1593625545501709, 0.08245157450437546]","[0.4731568992137909, 0.2957805395126343, 1.0, 0.32861071825027466, 0.6444238424301147, 0.5763332843780518, 0.29818540811538696]","[149, 105, 71, 99, 53, 61, 85]","[106, 25, 23, 19, 14, 16, 24]","[0.7114093899726868, 0.2380952388048172, 0.3239436745643616, 0.19191919267177582, 0.2641509473323822, 0.26229506731033325, 0.2823529541492462]","[620, 460, 293, 348, 228, 246, 331]","[436, 94, 83, 62, 64, 45, 135]","[0.7032257914543152, 0.20434781908988953, 0.28327643871307373, 0.1781609207391739, 0.28070175647735596, 0.18292683362960815, 0.40785497426986694]"
225,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.26380368098159507,0.26105799816104824,"[0.44, 0.171, 0.308, 0.086, 0.351, 0.169, 0.283]",0.30879345603271985,0.30145683152581526,"[0.493, 0.257, 0.377, 0.114, 0.421, 0.117, 0.328]",228,759,0.30039525691699603,0.98,"[0.09700830280780792, 0.1333502233028412, 0.2334066927433014, 0.09692788124084473, 0.18441474437713623, 0.12213636934757233, 0.1327555924654007]","[0.4156191945075989, 0.5713213086128235, 1.0, 0.41527464985847473, 0.7901005148887634, 0.5232770442962646, 0.5687737464904785]","[148, 127, 83, 106, 97, 70, 128]","[94, 25, 23, 19, 28, 10, 29]","[0.6351351141929626, 0.19685038924217224, 0.27710843086242676, 0.17924527823925018, 0.2886597812175751, 0.1428571492433548, 0.2265625]","[768, 587, 376, 454, 325, 316, 459]","[530, 119, 106, 81, 92, 55, 164]","[0.6901041865348816, 0.20272572338581085, 0.2819148898124695, 0.17841409146785736, 0.2830769121646881, 0.17405062913894653, 0.35729846358299255]"
