step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.14314928425357873,0.03577817531305904,0.14285714285714285,0.03571428571428571,0,0,,0.0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.19427402862985685,0.12898956462184522,0.42857142857142855,0.354068550497122,0,0,,0.98,"[0.4, 0.8, 0.0, 0.2, 0.6, 1.0, 0.0]","[0.053, 0.329, 0.0, 0.0, 0.403, 0.627, 0.0]","[0.1363949030637741, 0.14387674629688263, 0.1353508085012436, 0.13960492610931396, 0.15236075222492218, 0.15194760262966156, 0.14046399295330048]","[0.8952102065086365, 0.9443163275718689, 0.8883574604988098, 0.9162787795066833, 1.0, 0.9972883462905884, 0.9219171404838562]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.17177914110429449,0.12456538034939542,0.37142857142857144,0.33333333333333337,0,0,,0.98,"[0.8, 0.2, 0.4, 1.0, 0.0, 0.2, 0.0]","[0.173, 0.014, 0.192, 0.686, 0.013, 0.102, 0.0]","[0.09996846318244934, 0.15893873572349548, 0.12352114915847778, 0.23130135238170624, 0.1288028359413147, 0.10905681550502777, 0.1484103947877884]","[0.4322000741958618, 0.6871500611305237, 0.5340269207954407, 1.0, 0.5568615794181824, 0.47149235010147095, 0.6416321992874146]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
75,0.20245398773006135,0.15707829162750706,0.7714285714285715,0.7574211502782932,18,22,0.8181818181818182,0.98,"[1.0, 0.4, 1.0, 0.4, 1.0, 0.6, 1.0]","[0.493, 0.0, 0.385, 0.0, 0.052, 0.085, 0.383]","[0.19585329294204712, 0.06389179825782776, 0.1930614411830902, 0.11254486441612244, 0.17245113849639893, 0.1513955444097519, 0.11080169677734375]","[1.0, 0.3262227475643158, 0.9857451915740967, 0.5746386051177979, 0.8805118203163147, 0.7730048298835754, 0.5657382607460022]","[18, 1, 0, 1, 0, 0, 2]","[16, 0, 0, 1, 0, 0, 1]","[0.8888888955116272, 0.0, nan, 1.0, nan, nan, 0.5]","[18, 1, 0, 1, 0, 0, 2]","[16, 0, 0, 1, 0, 0, 1]","[0.8888888955116272, 0.0, nan, 1.0, nan, nan, 0.5]"
100,0.21881390593047034,0.21159018726726023,0.9428571428571428,0.9422799422799423,67,115,0.5826086956521739,0.98,"[1.0, 1.0, 0.8, 0.8, 1.0, 1.0, 1.0]","[0.253, 0.214, 0.103, 0.029, 0.325, 0.305, 0.333]","[0.09322430938482285, 0.12582843005657196, 0.10716256499290466, 0.12971636652946472, 0.16138029098510742, 0.22547779977321625, 0.15721000730991364]","[0.41345226764678955, 0.5580524206161499, 0.47526881098747253, 0.5752955079078674, 0.715725839138031, 1.0, 0.6972305178642273]","[70, 18, 4, 7, 3, 6, 7]","[61, 4, 1, 1, 0, 0, 0]","[0.8714285492897034, 0.2222222238779068, 0.25, 0.1428571492433548, 0.0, 0.0, 0.0]","[88, 19, 4, 8, 3, 6, 9]","[77, 4, 1, 2, 0, 0, 1]","[0.875, 0.21052631735801697, 0.25, 0.25, 0.0, 0.0, 0.1111111119389534]"
125,0.2331288343558282,0.22473368557255521,0.9714285714285714,0.9711399711399712,101,207,0.48792270531400966,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8]","[0.36, 0.157, 0.09, 0.229, 0.403, 0.271, 0.1]","[0.11097658425569534, 0.09316417574882507, 0.15445753931999207, 0.13028907775878906, 0.23376557230949402, 0.1923237442970276, 0.08502309769392014]","[0.47473451495170593, 0.3985367715358734, 0.6607369184494019, 0.5573493242263794, 1.0, 0.8227205872535706, 0.3637109398841858]","[91, 42, 16, 26, 6, 10, 16]","[75, 13, 2, 3, 0, 2, 6]","[0.8241758346557617, 0.3095238208770752, 0.125, 0.11538461595773697, 0.0, 0.20000000298023224, 0.375]","[179, 61, 20, 34, 9, 16, 25]","[152, 17, 3, 5, 0, 2, 7]","[0.8491619825363159, 0.2786885201931, 0.15000000596046448, 0.14705882966518402, 0.0, 0.125, 0.2800000011920929]"
150,0.22903885480572597,0.20855203699813266,0.9428571428571428,0.9383116883116883,147,404,0.36386138613861385,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.6, 1.0]","[0.387, 0.3, 0.128, 0.071, 0.416, 0.034, 0.217]","[0.08754177391529083, 0.15925809741020203, 0.22151581943035126, 0.10820777714252472, 0.19538408517837524, 0.07677899301052094, 0.15131324529647827]","[0.39519423246383667, 0.7189468145370483, 1.0, 0.4884878098964691, 0.8820322155952454, 0.3466072678565979, 0.6830809712409973]","[117, 73, 41, 64, 33, 27, 49]","[86, 18, 8, 15, 9, 3, 8]","[0.7350427508354187, 0.24657534062862396, 0.19512194395065308, 0.234375, 0.27272728085517883, 0.1111111119389534, 0.16326530277729034]","[296, 134, 61, 98, 42, 43, 74]","[238, 35, 11, 20, 9, 5, 15]","[0.8040540814399719, 0.26119402050971985, 0.1803278625011444, 0.20408163964748383, 0.2142857164144516, 0.11627907305955887, 0.20270270109176636]"
175,0.22085889570552147,0.21624553368486854,1.0,1.0,179,492,0.3638211382113821,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.347, 0.129, 0.179, 0.057, 0.26, 0.288, 0.3]","[0.07534772157669067, 0.12029418349266052, 0.1932820975780487, 0.11311180889606476, 0.11093427985906601, 0.1942121684551239, 0.19281747937202454]","[0.38796600699424744, 0.6193957328796387, 0.9952110648155212, 0.5824136137962341, 0.571201503276825, 1.0, 0.9928187131881714]","[134, 97, 57, 79, 19, 45, 61]","[105, 21, 11, 15, 7, 5, 15]","[0.7835820913314819, 0.2164948433637619, 0.19298245012760162, 0.18987341225147247, 0.3684210479259491, 0.1111111119389534, 0.24590164422988892]","[430, 231, 118, 177, 61, 88, 135]","[343, 56, 22, 35, 16, 10, 30]","[0.7976744174957275, 0.24242424964904785, 0.18644067645072937, 0.1977401077747345, 0.26229506731033325, 0.11363636702299118, 0.2222222238779068]"
200,0.2229038854805726,0.20816711949963818,1.0,1.0,192,593,0.32377740303541314,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.373, 0.086, 0.128, 0.071, 0.416, 0.153, 0.317]","[0.10626798868179321, 0.06991788744926453, 0.16476155817508698, 0.11329536885023117, 0.2099989950656891, 0.127976194024086, 0.20778176188468933]","[0.5060404539108276, 0.3329439163208008, 0.7845826148986816, 0.53950434923172, 1.0, 0.6094133853912354, 0.9894416928291321]","[138, 99, 85, 94, 40, 54, 83]","[93, 20, 17, 20, 8, 13, 21]","[0.6739130616188049, 0.20202019810676575, 0.20000000298023224, 0.21276596188545227, 0.20000000298023224, 0.24074074625968933, 0.2530120611190796]","[568, 330, 203, 271, 101, 142, 218]","[436, 76, 39, 55, 24, 23, 51]","[0.7676056623458862, 0.23030303418636322, 0.19211822748184204, 0.20295202732086182, 0.23762376606464386, 0.1619718372821808, 0.23394495248794556]"
225,0.2719836400817996,0.26719495570152785,1.0,1.0,237,787,0.301143583227446,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.387, 0.243, 0.154, 0.157, 0.39, 0.339, 0.233]","[0.12533095479011536, 0.12728139758110046, 0.1461648941040039, 0.13329070806503296, 0.16895034909248352, 0.17102833092212677, 0.12795314192771912]","[0.7328081727027893, 0.7442123293876648, 0.8546238541603088, 0.7793487310409546, 0.9878500699996948, 1.0, 0.7481400370597839]","[173, 143, 109, 139, 55, 68, 100]","[104, 37, 26, 24, 11, 12, 23]","[0.6011560559272766, 0.25874125957489014, 0.23853211104869843, 0.17266187071800232, 0.20000000298023224, 0.1764705926179886, 0.23000000417232513]","[741, 473, 312, 410, 156, 210, 318]","[540, 113, 65, 79, 35, 35, 74]","[0.7287449240684509, 0.23890063166618347, 0.2083333283662796, 0.1926829218864441, 0.22435897588729858, 0.1666666716337204, 0.23270440101623535]"
250,0.24130879345603273,0.23180862571633082,1.0,1.0,218,695,0.31366906474820144,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.44, 0.214, 0.09, 0.129, 0.325, 0.254, 0.233]","[0.21694494783878326, 0.153672993183136, 0.10551043599843979, 0.10469172149896622, 0.1140565574169159, 0.1935802698135376, 0.11154285818338394]","[1.0, 0.7083501815795898, 0.48634660243988037, 0.4825727641582489, 0.5257396101951599, 0.8923013210296631, 0.5141528248786926]","[141, 111, 102, 125, 45, 65, 106]","[89, 29, 30, 22, 12, 10, 26]","[0.631205677986145, 0.2612612545490265, 0.29411765933036804, 0.17599999904632568, 0.2666666805744171, 0.1538461595773697, 0.24528302252292633]","[882, 584, 414, 535, 201, 275, 424]","[629, 142, 95, 101, 47, 45, 100]","[0.7131519317626953, 0.24315068125724792, 0.22946859896183014, 0.18878504633903503, 0.23383083939552307, 0.16363635659217834, 0.2358490526676178]"
275,0.2331288343558282,0.22388045979473795,1.0,1.0,228,736,0.30978260869565216,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.413, 0.214, 0.051, 0.114, 0.325, 0.254, 0.267]","[0.14978733658790588, 0.08997109532356262, 0.14689795672893524, 0.14930695295333862, 0.15586131811141968, 0.2043382078409195, 0.10383690893650055]","[0.7330363392829895, 0.44030481576919556, 0.7188961505889893, 0.7306854128837585, 0.7627614736557007, 1.0, 0.5081619620323181]","[164, 106, 115, 108, 73, 80, 90]","[105, 36, 21, 22, 17, 7, 20]","[0.6402438879013062, 0.3396226465702057, 0.1826086938381195, 0.20370370149612427, 0.232876718044281, 0.08749999850988388, 0.2222222238779068]","[1046, 690, 529, 643, 274, 355, 514]","[734, 178, 116, 123, 64, 52, 120]","[0.7017208337783813, 0.25797101855278015, 0.2192816585302353, 0.19129082560539246, 0.23357664048671722, 0.14647887647151947, 0.23346303403377533]"
