step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.12368972746331237,0.035361642103215137,0.14285714285714285,0.03571428571428571,0,0,,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.015, 1.0, 0.0]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.16142557651991615,0.15069438671312207,1.0,1.0,4,17,0.23529411764705882,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.013, 0.123, 0.169, 0.025, 0.308, 0.31, 0.28]","[0.13308534026145935, 0.09313840419054031, 0.15879645943641663, 0.09147724509239197, 0.20118466019630432, 0.15296445786952972, 0.1693532019853592]","[0.6615083813667297, 0.46294984221458435, 0.7893069982528687, 0.45469292998313904, 1.0, 0.7603186964988708, 0.841779887676239]","[1, 0, 12, 0, 2, 2, 0]","[0, 0, 2, 0, 1, 1, 0]","[0.0, nan, 0.1666666716337204, nan, 0.5, 0.5, nan]","[1, 0, 12, 0, 2, 2, 0]","[0, 0, 2, 0, 1, 1, 0]","[0.0, nan, 0.1666666716337204, nan, 0.5, 0.5, nan]"
50,0.16352201257861634,0.12671611032870228,1.0,1.0,76,396,0.1919191919191919,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.229, 0.19, 0.046, 0.534, 0.2]","[0.02859708108007908, 0.09660688042640686, 0.2756754159927368, 0.15281935036182404, 0.03356045484542847, 0.2314228117465973, 0.1813177764415741]","[0.10373460501432419, 0.3504370450973511, 1.0, 0.5543452501296997, 0.12173902243375778, 0.839475691318512, 0.6577219367027283]","[5, 26, 114, 74, 39, 70, 68]","[0, 0, 23, 12, 9, 21, 11]","[0.0, 0.0, 0.2017543911933899, 0.1621621549129486, 0.23076923191547394, 0.30000001192092896, 0.1617647111415863]","[6, 26, 126, 74, 41, 72, 68]","[0, 0, 25, 12, 10, 22, 11]","[0.0, 0.0, 0.1984127014875412, 0.1621621549129486, 0.24390244483947754, 0.3055555522441864, 0.1617647111415863]"
75,0.15513626834381553,0.1395521642079783,1.0,1.0,114,646,0.17647058823529413,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.262, 0.145, 0.165, 0.338, 0.121, 0.06]","[0.010993256233632565, 0.22423747181892395, 0.23219603300094604, 0.16970331966876984, 0.17536862194538116, 0.08221859484910965, 0.1052824854850769]","[0.04734472185373306, 0.9657248258590698, 1.0, 0.7308622598648071, 0.7552610635757446, 0.3540912866592407, 0.4534206986427307]","[1, 51, 181, 117, 104, 70, 122]","[0, 3, 26, 24, 17, 27, 17]","[0.0, 0.05882352963089943, 0.14364640414714813, 0.20512820780277252, 0.16346153616905212, 0.3857142925262451, 0.13934426009655]","[7, 77, 307, 191, 145, 142, 190]","[0, 3, 51, 36, 27, 49, 28]","[0.0, 0.03896103799343109, 0.16612377762794495, 0.1884816735982895, 0.1862068921327591, 0.34507042169570923, 0.1473684161901474]"
100,0.18238993710691823,0.16561350542482559,1.0,1.0,197,929,0.21205597416576966,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.108, 0.133, 0.228, 0.354, 0.345, 0.16]","[0.007844744250178337, 0.1381879448890686, 0.22410152852535248, 0.15138427913188934, 0.20158134400844574, 0.16312359273433685, 0.11377634853124619]","[0.03500531241297722, 0.6166309714317322, 1.0, 0.6755164861679077, 0.8995090126991272, 0.7279003858566284, 0.5077000260353088]","[0, 86, 225, 173, 115, 134, 196]","[0, 14, 41, 42, 22, 35, 43]","[nan, 0.1627907007932663, 0.18222221732139587, 0.24277456104755402, 0.19130434095859528, 0.26119402050971985, 0.21938775479793549]","[7, 163, 532, 364, 260, 276, 386]","[0, 17, 92, 78, 49, 84, 71]","[0.0, 0.10429447889328003, 0.17293232679367065, 0.2142857164144516, 0.1884615421295166, 0.30434781312942505, 0.18393781781196594]"
125,0.17819706498951782,0.15616853628446195,1.0,1.0,205,1007,0.2035749751737835,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.062, 0.157, 0.253, 0.385, 0.276, 0.14]","[0.006277204025536776, 0.09200417250394821, 0.14332294464111328, 0.24199502170085907, 0.21473175287246704, 0.17448759078979492, 0.12718109786510468]","[0.025939393788576126, 0.38019034266471863, 0.5922557711601257, 1.0, 0.8873395323753357, 0.7210379242897034, 0.52555251121521]","[0, 129, 188, 215, 115, 179, 181]","[0, 17, 38, 47, 18, 54, 31]","[nan, 0.13178294897079468, 0.20212766528129578, 0.2186046540737152, 0.156521737575531, 0.3016759753227234, 0.1712707132101059]","[7, 292, 720, 579, 375, 455, 567]","[0, 34, 130, 125, 67, 138, 102]","[0.0, 0.1164383590221405, 0.1805555522441864, 0.21588946878910065, 0.17866666615009308, 0.3032967150211334, 0.17989417910575867]"
150,0.18658280922431866,0.16489926168886862,1.0,1.0,188,1030,0.1825242718446602,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.123, 0.133, 0.241, 0.4, 0.328, 0.12]","[0.006664960645139217, 0.135294109582901, 0.12888149917125702, 0.18375487625598907, 0.21689818799495697, 0.202871173620224, 0.12563493847846985]","[0.030728520825505257, 0.6237677931785583, 0.5942027568817139, 0.8471941351890564, 1.0, 0.935329020023346, 0.5792346000671387]","[1, 139, 220, 210, 116, 149, 195]","[0, 13, 47, 40, 23, 41, 24]","[0.0, 0.09352517873048782, 0.2136363685131073, 0.190476194024086, 0.1982758641242981, 0.2751677930355072, 0.1230769231915474]","[8, 431, 940, 789, 491, 604, 762]","[0, 47, 177, 165, 90, 179, 126]","[0.0, 0.10904872417449951, 0.18829786777496338, 0.20912547409534454, 0.18329939246177673, 0.2963576018810272, 0.16535432636737823]"
175,0.18658280922431866,0.1618486399697918,1.0,1.0,217,1101,0.19709355131698456,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.092, 0.133, 0.215, 0.369, 0.448, 0.1]","[0.004879592917859554, 0.17754320800304413, 0.13658201694488525, 0.16754858195781708, 0.16425101459026337, 0.2492257058620453, 0.09996969252824783]","[0.01957901194691658, 0.7123792171478271, 0.548025369644165, 0.672276496887207, 0.6590452194213867, 1.0, 0.4011211097240448]","[0, 160, 229, 214, 133, 182, 183]","[0, 26, 40, 41, 33, 48, 29]","[nan, 0.16249999403953552, 0.17467248439788818, 0.19158878922462463, 0.24812030792236328, 0.2637362778186798, 0.15846994519233704]","[8, 591, 1169, 1003, 624, 786, 945]","[0, 73, 217, 206, 123, 227, 155]","[0.0, 0.12351945787668228, 0.185628741979599, 0.20538385212421417, 0.19711539149284363, 0.2888040840625763, 0.16402116417884827]"
200,0.18658280922431866,0.1695863887240588,1.0,1.0,232,1108,0.20938628158844766,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.2, 0.145, 0.215, 0.385, 0.276, 0.12]","[0.0035219977144151926, 0.16156361997127533, 0.13976682722568512, 0.15699166059494019, 0.2858922481536865, 0.1584368199110031, 0.09382657706737518]","[0.012319318950176239, 0.5651206970214844, 0.48887938261032104, 0.5491287708282471, 1.0, 0.5541836619377136, 0.32818859815597534]","[0, 154, 237, 203, 144, 170, 200]","[0, 28, 47, 48, 34, 45, 30]","[nan, 0.1818181872367859, 0.19831223785877228, 0.23645320534706116, 0.2361111044883728, 0.2647058963775635, 0.15000000596046448]","[8, 745, 1406, 1206, 768, 956, 1145]","[0, 101, 264, 254, 157, 272, 185]","[0.0, 0.1355704665184021, 0.18776671588420868, 0.21061359345912933, 0.2044270783662796, 0.284518837928772, 0.16157205402851105]"
225,0.1928721174004193,0.176766694339978,1.0,1.0,241,1205,0.2,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.246, 0.157, 0.203, 0.354, 0.31, 0.12]","[0.003887464990839362, 0.11082515120506287, 0.2173658311367035, 0.15272927284240723, 0.2532767653465271, 0.1670922338962555, 0.09482300281524658]","[0.015348684042692184, 0.437565416097641, 0.8582146763801575, 0.6030133366584778, 1.0, 0.6597219109535217, 0.37438493967056274]","[0, 174, 248, 234, 110, 229, 210]","[0, 30, 45, 50, 25, 58, 33]","[nan, 0.17241379618644714, 0.18145161867141724, 0.21367521584033966, 0.22727273404598236, 0.2532750964164734, 0.15714286267757416]","[8, 919, 1654, 1440, 878, 1185, 1355]","[0, 131, 309, 304, 182, 330, 218]","[0.0, 0.14254625141620636, 0.18681983649730682, 0.21111111342906952, 0.20728929340839386, 0.27848100662231445, 0.16088560223579407]"
