step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.16973415132924335,0.10092040445942442,0.19047619047619047,0.11141636141636142,0,0,,0.0,"[0.333, 0.0, 0.0, 0.667, 0.333, 0.0, 0.0]","[0.373, 0.0, 0.0, 0.486, 0.273, 0.0, 0.0]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.20245398773006135,0.14065498035375842,0.42857142857142855,0.3380952380952381,0,0,,0.98,"[0.667, 1.0, 0.0, 1.0, 0.0, 0.0, 0.333]","[0.12, 0.543, 0.0, 0.543, 0.0, 0.0, 0.233]","[0.12528209388256073, 0.18677157163619995, 0.12410566210746765, 0.14798091351985931, 0.11525548994541168, 0.1394815742969513, 0.16112245619297028]","[0.6707770824432373, 1.0, 0.6644783020019531, 0.7923096418380737, 0.6170933246612549, 0.7468030452728271, 0.8626711964607239]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.21267893660531698,0.21224602163892783,0.9047619047619048,0.8928571428571429,18,29,0.6206896551724138,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.333]","[0.28, 0.271, 0.064, 0.386, 0.091, 0.288, 0.133]","[0.10069536417722702, 0.16564607620239258, 0.1254195123910904, 0.16199080646038055, 0.16103652119636536, 0.16895964741706848, 0.1162518635392189]","[0.5959728360176086, 0.9803884029388428, 0.7423045635223389, 0.9587544202804565, 0.9531064033508301, 1.0, 0.6880451440811157]","[17, 9, 2, 0, 0, 0, 1]","[13, 4, 1, 0, 0, 0, 0]","[0.7647058963775635, 0.4444444477558136, 0.5, nan, nan, nan, 0.0]","[17, 9, 2, 0, 0, 0, 1]","[13, 4, 1, 0, 0, 0, 0]","[0.7647058963775635, 0.4444444477558136, 0.5, nan, nan, nan, 0.0]"
75,0.25357873210633947,0.22016815489214897,1.0,1.0,65,143,0.45454545454545453,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.56, 0.057, 0.026, 0.4, 0.143, 0.119, 0.5]","[0.20531010627746582, 0.047106675803661346, 0.12100376188755035, 0.16195504367351532, 0.15849481523036957, 0.13669292628765106, 0.16943643987178802]","[1.0, 0.2294415831565857, 0.5893707275390625, 0.788831353187561, 0.7719776630401611, 0.6657876372337341, 0.8252708315849304]","[73, 10, 17, 10, 10, 3, 20]","[54, 0, 2, 2, 2, 2, 3]","[0.7397260069847107, 0.0, 0.11764705926179886, 0.20000000298023224, 0.20000000298023224, 0.6666666865348816, 0.15000000596046448]","[90, 19, 19, 10, 10, 3, 21]","[67, 4, 3, 2, 2, 2, 3]","[0.7444444298744202, 0.21052631735801697, 0.15789473056793213, 0.20000000298023224, 0.20000000298023224, 0.6666666865348816, 0.1428571492433548]"
100,0.24335378323108384,0.22291908040269934,1.0,1.0,140,440,0.3181818181818182,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.507, 0.143, 0.385, 0.314, 0.052, 0.051, 0.2]","[0.16500283777713776, 0.08853619545698166, 0.2630876302719116, 0.17097191512584686, 0.11593842506408691, 0.07894676923751831, 0.11751600354909897]","[0.6271782517433167, 0.33652740716934204, 1.0, 0.6498668193817139, 0.4406836926937103, 0.3000778555870056, 0.44668006896972656]","[109, 120, 14, 27, 38, 42, 90]","[89, 23, 2, 4, 1, 11, 10]","[0.8165137767791748, 0.19166666269302368, 0.1428571492433548, 0.14814814925193787, 0.02631578966975212, 0.261904776096344, 0.1111111119389534]","[199, 139, 33, 37, 48, 45, 111]","[156, 27, 5, 6, 3, 13, 13]","[0.7839195728302002, 0.1942446082830429, 0.1515151560306549, 0.1621621549129486, 0.0625, 0.2888889014720917, 0.11711711436510086]"
125,0.23721881390593047,0.2369875654667335,1.0,1.0,168,527,0.3187855787476281,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.48, 0.1, 0.154, 0.229, 0.156, 0.254, 0.3]","[0.19986575841903687, 0.07018589228391647, 0.1456979513168335, 0.13865265250205994, 0.1344653218984604, 0.14789648354053497, 0.16323572397232056]","[1.0, 0.35116517543792725, 0.7289790511131287, 0.6937289237976074, 0.6727781891822815, 0.739979088306427, 0.816726803779602]","[111, 112, 49, 41, 43, 49, 122]","[85, 16, 20, 14, 5, 4, 24]","[0.7657657861709595, 0.1428571492433548, 0.40816327929496765, 0.3414634168148041, 0.11627907305955887, 0.08163265138864517, 0.19672131538391113]","[310, 251, 82, 78, 91, 94, 233]","[241, 43, 25, 20, 8, 17, 37]","[0.7774193286895752, 0.17131474614143372, 0.3048780560493469, 0.25641027092933655, 0.08791209012269974, 0.1808510571718216, 0.15879827737808228]"
150,0.23517382413087934,0.2347346977525612,1.0,1.0,220,631,0.3486529318541997,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.44, 0.171, 0.282, 0.214, 0.156, 0.085, 0.267]","[0.11707832664251328, 0.13299253582954407, 0.2230364978313446, 0.1004132553935051, 0.10813510417938232, 0.08561455458402634, 0.2327294945716858]","[0.5030661225318909, 0.5714468359947205, 0.9583507776260376, 0.43145909905433655, 0.4646385908126831, 0.3678715229034424, 1.0]","[152, 136, 57, 39, 72, 62, 113]","[122, 30, 17, 8, 15, 14, 14]","[0.8026315569877625, 0.22058823704719543, 0.2982456088066101, 0.20512820780277252, 0.2083333283662796, 0.22580644488334656, 0.12389380484819412]","[462, 387, 139, 117, 163, 156, 346]","[363, 73, 42, 28, 23, 31, 51]","[0.7857142686843872, 0.18863049149513245, 0.30215826630592346, 0.23931623995304108, 0.1411042958498001, 0.19871795177459717, 0.14739884436130524]"
175,0.24335378323108384,0.23871916905942406,1.0,1.0,251,784,0.3201530612244898,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.547, 0.071, 0.192, 0.214, 0.247, 0.119, 0.283]","[0.20471061766147614, 0.04960794746875763, 0.11088857054710388, 0.1112653836607933, 0.2183167040348053, 0.11280309408903122, 0.19240745902061462]","[0.9376773238182068, 0.2272292822599411, 0.507925271987915, 0.509651243686676, 1.0, 0.5166947245597839, 0.8813226819038391]","[163, 167, 60, 59, 75, 83, 177]","[121, 30, 22, 14, 11, 19, 34]","[0.7423312664031982, 0.1796407252550125, 0.36666667461395264, 0.23728813230991364, 0.14666666090488434, 0.22891566157341003, 0.19209039211273193]","[625, 554, 199, 176, 238, 239, 523]","[484, 103, 64, 42, 34, 50, 85]","[0.774399995803833, 0.1859205812215805, 0.3216080367565155, 0.23863635957241058, 0.1428571492433548, 0.2092050164937973, 0.16252389550209045]"
200,0.23721881390593047,0.22828853652216158,1.0,1.0,230,739,0.3112313937753721,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.52, 0.114, 0.115, 0.1, 0.247, 0.424, 0.15]","[0.17292258143424988, 0.12175013870000839, 0.0993683785200119, 0.0920184776186943, 0.1762893795967102, 0.23349431157112122, 0.1041564792394638]","[0.7405858635902405, 0.5214265584945679, 0.42557087540626526, 0.39409300684928894, 0.7550050020217896, 1.0, 0.4460771679878235]","[170, 146, 68, 76, 74, 81, 124]","[125, 23, 15, 17, 16, 13, 21]","[0.7352941036224365, 0.15753424167633057, 0.22058823704719543, 0.22368420660495758, 0.21621622145175934, 0.16049382090568542, 0.16935484111309052]","[795, 700, 267, 252, 312, 320, 647]","[609, 126, 79, 59, 50, 63, 106]","[0.7660377621650696, 0.18000000715255737, 0.29588013887405396, 0.2341269850730896, 0.16025641560554504, 0.19687500596046448, 0.16383308172225952]"
225,0.24539877300613497,0.24482456341216305,1.0,1.0,280,889,0.31496062992125984,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.493, 0.186, 0.218, 0.157, 0.169, 0.153, 0.333]","[0.11335363239049911, 0.21597811579704285, 0.12093637883663177, 0.08670613914728165, 0.13685554265975952, 0.1478368639945984, 0.1783331334590912]","[0.5248385071754456, 1.0, 0.5599473714828491, 0.4014579951763153, 0.6336546540260315, 0.6844992637634277, 0.825700044631958]","[216, 178, 59, 85, 69, 99, 183]","[142, 30, 14, 24, 16, 24, 30]","[0.6574074029922485, 0.16853933036327362, 0.23728813230991364, 0.2823529541492462, 0.23188406229019165, 0.24242424964904785, 0.16393442451953888]","[1011, 878, 326, 337, 381, 419, 830]","[751, 156, 93, 83, 66, 87, 136]","[0.742828905582428, 0.17767654359340668, 0.2852760851383209, 0.24629080295562744, 0.17322835326194763, 0.2076372355222702, 0.1638554185628891]"
