step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.12269938650306748,0.031225604996096803,0.14285714285714285,0.03571428571428571,0,0,,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.26789366053169733,0.15058750773036486,0.32857142857142857,0.23956803565098492,0,0,,0.98,"[1.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.3]","[0.867, 0.214, 0.0, 0.0, 0.649, 0.0, 0.017]","[0.1552780419588089, 0.1525634080171585, 0.11951535195112228, 0.13709013164043427, 0.15527448058128357, 0.1420546919107437, 0.13822369277477264]","[1.0, 0.9825176000595093, 0.7696861028671265, 0.882868766784668, 0.9999770522117615, 0.914840817451477, 0.8901689648628235]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.20040899795501022,0.1274382840770985,0.35714285714285715,0.2968770360074708,0,0,,0.98,"[0.6, 0.0, 1.0, 0.1, 0.5, 0.0, 0.3]","[0.28, 0.0, 0.795, 0.014, 0.156, 0.017, 0.017]","[0.0941518023610115, 0.087300144135952, 0.19046658277511597, 0.1653440147638321, 0.17177504301071167, 0.1813775599002838, 0.10958462953567505]","[0.49432188272476196, 0.4583488702774048, 1.0, 0.8680998682975769, 0.9018644690513611, 0.9522802233695984, 0.5753483176231384]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
75,0.25766871165644173,0.2013523262176617,0.5857142857142857,0.5409002761943938,3,14,0.21428571428571427,0.98,"[0.8, 0.8, 1.0, 0.6, 0.1, 0.2, 0.6]","[0.293, 0.529, 0.449, 0.414, 0.0, 0.0, 0.05]","[0.1219201311469078, 0.14879631996154785, 0.16093817353248596, 0.15792113542556763, 0.13174986839294434, 0.1443573534488678, 0.1343168020248413]","[0.7575588226318359, 0.924555778503418, 1.0, 0.981253445148468, 0.8186365365982056, 0.8969739675521851, 0.8345863223075867]","[0, 0, 2, 0, 0, 0, 12]","[0, 0, 0, 0, 0, 0, 3]","[nan, nan, 0.0, nan, nan, nan, 0.25]","[0, 0, 2, 0, 0, 0, 12]","[0, 0, 0, 0, 0, 0, 3]","[nan, nan, 0.0, nan, nan, nan, 0.25]"
100,0.29243353783231085,0.25208607837450236,0.7714285714285715,0.7634615384615385,14,38,0.3684210526315789,0.98,"[1.0, 1.0, 1.0, 0.5, 0.6, 0.7, 0.6]","[0.4, 0.471, 0.603, 0.029, 0.286, 0.102, 0.05]","[0.17061761021614075, 0.13949090242385864, 0.22303684055805206, 0.12836644053459167, 0.14789114892482758, 0.11840222030878067, 0.07219457626342773]","[0.7649750113487244, 0.6254163980484009, 1.0, 0.5755391716957092, 0.6630794405937195, 0.5308639407157898, 0.3236890137195587]","[19, 6, 6, 0, 0, 0, 7]","[10, 2, 1, 0, 0, 0, 1]","[0.5263158082962036, 0.3333333432674408, 0.1666666716337204, nan, nan, nan, 0.1428571492433548]","[19, 6, 8, 0, 0, 0, 19]","[10, 2, 1, 0, 0, 0, 4]","[0.5263158082962036, 0.3333333432674408, 0.125, nan, nan, nan, 0.21052631735801697]"
125,0.3210633946830266,0.31690285074772667,0.9571428571428572,0.9576896787423105,69,144,0.4791666666666667,0.98,"[1.0, 1.0, 1.0, 0.9, 0.9, 1.0, 0.9]","[0.413, 0.429, 0.231, 0.171, 0.532, 0.186, 0.233]","[0.11660197377204895, 0.1327565312385559, 0.14531685411930084, 0.11444900929927826, 0.21925345063209534, 0.15466120839118958, 0.11696073412895203]","[0.5318136215209961, 0.6054934859275818, 0.662780225276947, 0.5219941139221191, 1.0, 0.705399215221405, 0.5334498882293701]","[53, 49, 17, 1, 0, 0, 24]","[33, 28, 4, 0, 0, 0, 4]","[0.6226415038108826, 0.5714285969734192, 0.23529411852359772, 0.0, nan, nan, 0.1666666716337204]","[72, 55, 25, 1, 0, 0, 43]","[43, 30, 5, 0, 0, 0, 8]","[0.5972222089767456, 0.5454545617103577, 0.20000000298023224, 0.0, nan, nan, 0.1860465109348297]"
150,0.3333333333333333,0.3350949335886713,0.9571428571428572,0.9569377990430622,100,259,0.3861003861003861,0.98,"[1.0, 1.0, 1.0, 0.9, 0.8, 1.0, 1.0]","[0.413, 0.3, 0.295, 0.357, 0.39, 0.288, 0.267]","[0.1339881718158722, 0.15573850274085999, 0.14514750242233276, 0.1284400075674057, 0.1376047283411026, 0.18781810998916626, 0.11126270145177841]","[0.7133932709693909, 0.8291985392570496, 0.772808849811554, 0.6838531494140625, 0.7326489090919495, 1.0, 0.5923960208892822]","[107, 59, 32, 9, 5, 9, 38]","[51, 33, 2, 1, 4, 1, 8]","[0.47663551568984985, 0.5593220591545105, 0.0625, 0.1111111119389534, 0.800000011920929, 0.1111111119389534, 0.21052631735801697]","[179, 114, 57, 10, 5, 9, 81]","[94, 63, 7, 1, 4, 1, 16]","[0.5251396894454956, 0.5526315569877625, 0.12280701845884323, 0.10000000149011612, 0.800000011920929, 0.1111111119389534, 0.1975308656692505]"
175,0.32719836400818,0.31876533382832367,0.9714285714285714,0.9713927676333692,140,318,0.44025157232704404,0.98,"[1.0, 1.0, 1.0, 0.9, 0.9, 1.0, 1.0]","[0.373, 0.486, 0.269, 0.386, 0.364, 0.136, 0.233]","[0.1135256290435791, 0.1395438313484192, 0.17694847285747528, 0.22831562161445618, 0.12694095075130463, 0.10203270614147186, 0.11269253492355347]","[0.4972310960292816, 0.6111882925033569, 0.7750169038772583, 1.0, 0.5559889078140259, 0.44689324498176575, 0.49358224868774414]","[106, 74, 44, 15, 9, 17, 53]","[62, 48, 9, 7, 5, 5, 4]","[0.5849056839942932, 0.6486486196517944, 0.20454545319080353, 0.46666666865348816, 0.5555555820465088, 0.29411765933036804, 0.07547169923782349]","[285, 188, 101, 25, 14, 26, 134]","[156, 111, 16, 8, 9, 6, 20]","[0.5473684072494507, 0.5904255509376526, 0.15841583907604218, 0.3199999928474426, 0.6428571343421936, 0.23076923191547394, 0.1492537260055542]"
200,0.2985685071574642,0.2984253289680347,0.9428571428571428,0.9418706613080016,162,436,0.37155963302752293,0.98,"[1.0, 1.0, 1.0, 1.0, 0.7, 1.0, 0.9]","[0.347, 0.5, 0.231, 0.171, 0.221, 0.254, 0.383]","[0.09488435089588165, 0.2242022007703781, 0.15248164534568787, 0.12486103177070618, 0.06312953680753708, 0.13316774368286133, 0.20727331936359406]","[0.4232088327407837, 1.0, 0.6801077127456665, 0.5569126009941101, 0.2815741300582886, 0.5939626693725586, 0.9244927763938904]","[129, 94, 63, 29, 17, 37, 67]","[58, 49, 12, 10, 4, 10, 19]","[0.44961240887641907, 0.521276593208313, 0.190476194024086, 0.3448275923728943, 0.23529411852359772, 0.2702702581882477, 0.28358209133148193]","[414, 282, 164, 54, 31, 63, 201]","[214, 160, 28, 18, 13, 16, 39]","[0.5169082283973694, 0.567375898361206, 0.17073170840740204, 0.3333333432674408, 0.4193548262119293, 0.2539682686328888, 0.19402985274791718]"
225,0.29243353783231085,0.2816592139782551,1.0,1.0,171,500,0.342,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.347, 0.486, 0.141, 0.186, 0.481, 0.186, 0.183]","[0.152457594871521, 0.1770629584789276, 0.09036815166473389, 0.20163662731647491, 0.16013504564762115, 0.10409781336784363, 0.1142415702342987]","[0.7561007142066956, 0.8781289458274841, 0.44817328453063965, 1.0, 0.7941763997077942, 0.5162643790245056, 0.5665715336799622]","[139, 109, 58, 38, 39, 49, 68]","[62, 58, 7, 7, 18, 9, 10]","[0.4460431635379791, 0.5321100950241089, 0.12068965286016464, 0.18421052396297455, 0.4615384638309479, 0.18367347121238708, 0.14705882966518402]","[553, 391, 222, 92, 70, 112, 269]","[276, 218, 35, 25, 31, 25, 49]","[0.4990958273410797, 0.5575447678565979, 0.157657653093338, 0.27173912525177, 0.44285714626312256, 0.2232142835855484, 0.18215613067150116]"
250,0.3312883435582822,0.32727010328731804,1.0,1.0,221,568,0.3890845070422535,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.387, 0.486, 0.231, 0.214, 0.494, 0.186, 0.283]","[0.11638209223747253, 0.1392878144979477, 0.2164575755596161, 0.18327663838863373, 0.11879823356866837, 0.1126651018857956, 0.1131323054432869]","[0.5376669764518738, 0.643487811088562, 1.0, 0.8467093110084534, 0.548829197883606, 0.5204950571060181, 0.5226534605026245]","[154, 105, 82, 45, 28, 65, 89]","[88, 65, 18, 12, 12, 17, 9]","[0.5714285969734192, 0.6190476417541504, 0.2195121943950653, 0.2666666805744171, 0.4285714328289032, 0.26153847575187683, 0.10112359374761581]","[707, 496, 304, 137, 98, 177, 358]","[364, 283, 53, 37, 43, 42, 58]","[0.5148515105247498, 0.5705645084381104, 0.1743421107530594, 0.2700729966163635, 0.43877550959587097, 0.23728813230991364, 0.16201117634773254]"
275,0.31901840490797545,0.31543632197693566,0.9857142857142858,0.9856784819190835,252,574,0.43902439024390244,0.98,"[1.0, 1.0, 1.0, 1.0, 0.9, 1.0, 1.0]","[0.347, 0.457, 0.128, 0.171, 0.558, 0.271, 0.283]","[0.07721614092588425, 0.10692477971315384, 0.07312610745429993, 0.21099314093589783, 0.19324707984924316, 0.14800997078418732, 0.19048252701759338]","[0.3659651577472687, 0.5067690014839172, 0.34658050537109375, 1.0, 0.9158927202224731, 0.7014918327331543, 0.9027901291847229]","[144, 124, 83, 53, 47, 56, 67]","[76, 75, 21, 22, 23, 23, 12]","[0.5277777910232544, 0.6048387289047241, 0.2530120611190796, 0.4150943458080292, 0.4893617033958435, 0.4107142984867096, 0.17910447716712952]","[851, 620, 387, 190, 145, 233, 425]","[440, 358, 74, 59, 66, 65, 70]","[0.5170387625694275, 0.5774193406105042, 0.19121447205543518, 0.3105263113975525, 0.45517241954803467, 0.278969943523407, 0.16470588743686676]"
300,0.29243353783231085,0.2879875119871488,1.0,1.0,280,691,0.40520984081041966,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.32, 0.486, 0.128, 0.171, 0.468, 0.186, 0.267]","[0.13976328074932098, 0.11610625684261322, 0.1494539976119995, 0.1654091626405716, 0.14490856230258942, 0.09884755313396454, 0.18551090359687805]","[0.7533965706825256, 0.6258729696273804, 0.8056345582008362, 0.8916411995887756, 0.7811323404312134, 0.5328395962715149, 1.0]","[170, 156, 113, 48, 39, 60, 105]","[106, 89, 19, 17, 16, 15, 18]","[0.6235294342041016, 0.5705128312110901, 0.16814158856868744, 0.3541666567325592, 0.41025641560554504, 0.25, 0.17142857611179352]","[1021, 776, 500, 238, 184, 293, 530]","[546, 447, 93, 76, 82, 80, 88]","[0.5347698330879211, 0.5760309100151062, 0.1860000044107437, 0.3193277418613434, 0.44565218687057495, 0.27303755283355713, 0.16603773832321167]"
