step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.1390593047034765,0.0363150867823765,0.14285714285714285,0.03616636528028933,0,0,,0.0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.971, 0.0, 0.0, 0.0]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.20245398773006135,0.13423076923076924,0.3,0.21727228440783428,0,0,,0.98,"[0.7, 0.0, 0.8, 0.0, 0.1, 0.0, 0.5]","[0.387, 0.043, 0.692, 0.0, 0.0, 0.0, 0.217]","[0.15310953557491302, 0.14711597561836243, 0.16966912150382996, 0.1448460817337036, 0.13108140230178833, 0.10306438058614731, 0.15111330151557922]","[0.9024007320404053, 0.8670757412910461, 1.0, 0.8536973595619202, 0.772570788860321, 0.6074433326721191, 0.8906352519989014]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.2392638036809816,0.21430398945227536,0.6142857142857143,0.6094969456313993,0,0,,0.98,"[0.8, 0.6, 0.3, 0.5, 0.4, 0.9, 0.8]","[0.413, 0.071, 0.0, 0.129, 0.182, 0.729, 0.25]","[0.11627530306577682, 0.15593042969703674, 0.11215846985578537, 0.14902567863464355, 0.16250079870224, 0.17898425459861755, 0.12512478232383728]","[0.6496398448944092, 0.8711963295936584, 0.6266387701034546, 0.8326189517974854, 0.9079055786132812, 1.0, 0.699082612991333]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
75,0.2310838445807771,0.2107309362930583,0.6,0.5669521748093177,1,1,1.0,0.98,"[0.9, 0.5, 0.9, 0.4, 0.1, 0.5, 0.9]","[0.493, 0.043, 0.269, 0.2, 0.026, 0.254, 0.35]","[0.15156106650829315, 0.10616206377744675, 0.15291762351989746, 0.16165290772914886, 0.14153911173343658, 0.1504145860671997, 0.1357523649930954]","[0.9375709295272827, 0.6567284464836121, 0.9459627270698547, 1.0, 0.8755741715431213, 0.9304786920547485, 0.8397768139839172]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1.0, nan, nan, nan, nan, nan, nan]","[1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0]","[1.0, nan, nan, nan, nan, nan, nan]"
100,0.2985685071574642,0.2882232115939817,0.8714285714285714,0.8645184389545292,16,20,0.8,0.98,"[1.0, 1.0, 0.9, 0.8, 0.5, 0.9, 1.0]","[0.533, 0.329, 0.218, 0.257, 0.052, 0.339, 0.4]","[0.13986757397651672, 0.13999828696250916, 0.11683560162782669, 0.16625794768333435, 0.13353891670703888, 0.16464845836162567, 0.1388530135154724]","[0.8412684798240662, 0.8420547246932983, 0.7027369141578674, 1.0, 0.8032032251358032, 0.9903193116188049, 0.8351661562919617]","[15, 0, 1, 0, 0, 0, 4]","[13, 0, 0, 0, 0, 0, 3]","[0.8666666746139526, nan, 0.0, nan, nan, nan, 0.75]","[16, 0, 1, 0, 0, 0, 4]","[14, 0, 0, 0, 0, 0, 3]","[0.875, nan, 0.0, nan, nan, nan, 0.75]"
125,0.3374233128834356,0.3050385888922666,0.9285714285714286,0.9291146179018034,38,67,0.5671641791044776,0.98,"[1.0, 1.0, 1.0, 0.8, 0.8, 0.9, 1.0]","[0.493, 0.6, 0.436, 0.2, 0.078, 0.085, 0.45]","[0.19556058943271637, 0.22659796476364136, 0.14914365112781525, 0.1098833680152893, 0.08966311812400818, 0.10806006193161011, 0.12109099328517914]","[0.863028883934021, 1.0, 0.6581861972808838, 0.4849265515804291, 0.39569252729415894, 0.47688010334968567, 0.534386932849884]","[29, 8, 10, 5, 0, 2, 13]","[21, 5, 3, 2, 0, 0, 7]","[0.7241379022598267, 0.625, 0.30000001192092896, 0.4000000059604645, nan, 0.0, 0.5384615659713745]","[45, 8, 11, 5, 0, 2, 17]","[35, 5, 3, 2, 0, 0, 10]","[0.7777777910232544, 0.625, 0.27272728085517883, 0.4000000059604645, nan, 0.0, 0.5882353186607361]"
150,0.34151329243353784,0.3267947165813742,0.9714285714285714,0.9713569638381669,104,205,0.5073170731707317,0.98,"[1.0, 1.0, 1.0, 0.9, 0.9, 1.0, 1.0]","[0.667, 0.243, 0.385, 0.214, 0.156, 0.22, 0.5]","[0.21255983412265778, 0.1330060362815857, 0.1265271008014679, 0.12914225459098816, 0.13702861964702606, 0.13289788365364075, 0.12883804738521576]","[1.0, 0.6257345676422119, 0.5952540636062622, 0.6075571775436401, 0.6446590423583984, 0.6252257823944092, 0.6061260104179382]","[68, 27, 42, 8, 6, 16, 38]","[50, 15, 11, 4, 4, 4, 16]","[0.7352941036224365, 0.5555555820465088, 0.261904776096344, 0.5, 0.6666666865348816, 0.25, 0.42105263471603394]","[113, 35, 53, 13, 6, 18, 55]","[85, 20, 14, 6, 4, 4, 26]","[0.752212405204773, 0.5714285969734192, 0.2641509473323822, 0.4615384638309479, 0.6666666865348816, 0.2222222238779068, 0.4727272689342499]"
175,0.3476482617586912,0.3388068389641535,0.9857142857142858,0.9856784819190835,108,249,0.43373493975903615,0.98,"[1.0, 1.0, 1.0, 0.9, 1.0, 1.0, 1.0]","[0.613, 0.457, 0.359, 0.243, 0.13, 0.153, 0.467]","[0.17603296041488647, 0.1258506178855896, 0.20771443843841553, 0.11802887171506882, 0.1140645295381546, 0.11203501373529434, 0.14627334475517273]","[0.8474758267402649, 0.6058828830718994, 1.0, 0.5682266354560852, 0.5491410493850708, 0.5393703579902649, 0.7042040228843689]","[74, 42, 38, 15, 14, 23, 43]","[50, 16, 15, 3, 3, 4, 17]","[0.6756756901741028, 0.380952388048172, 0.3947368562221527, 0.20000000298023224, 0.2142857164144516, 0.17391304671764374, 0.39534884691238403]","[187, 77, 91, 28, 20, 41, 98]","[135, 36, 29, 9, 7, 8, 43]","[0.7219251394271851, 0.4675324559211731, 0.3186813294887543, 0.3214285671710968, 0.3499999940395355, 0.19512194395065308, 0.43877550959587097]"
200,0.3374233128834356,0.33662257071676266,1.0,1.0,167,366,0.4562841530054645,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.573, 0.486, 0.346, 0.314, 0.13, 0.169, 0.317]","[0.1391322761774063, 0.1273503601551056, 0.195391446352005, 0.2070799320936203, 0.1062513217329979, 0.10977286845445633, 0.11502157896757126]","[0.6718771457672119, 0.6149816513061523, 0.9435556530952454, 1.0, 0.5130932927131653, 0.5300990343093872, 0.5554453134536743]","[104, 60, 60, 39, 36, 31, 36]","[79, 29, 17, 10, 10, 3, 19]","[0.7596153616905212, 0.4833333194255829, 0.28333333134651184, 0.25641027092933655, 0.2777777910232544, 0.09677419066429138, 0.5277777910232544]","[291, 137, 151, 67, 56, 72, 134]","[214, 65, 46, 19, 17, 11, 62]","[0.7353951930999756, 0.47445255517959595, 0.30463576316833496, 0.28358209133148193, 0.3035714328289032, 0.1527777761220932, 0.46268656849861145]"
225,0.32719836400818,0.3223550161604893,1.0,1.0,234,534,0.43820224719101125,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.573, 0.414, 0.269, 0.271, 0.13, 0.169, 0.467]","[0.20284144580364227, 0.07626108080148697, 0.12209167331457138, 0.16492441296577454, 0.14014217257499695, 0.10711194574832916, 0.18662703037261963]","[1.0, 0.3759639859199524, 0.601906955242157, 0.8130705952644348, 0.690895140171051, 0.5280575156211853, 0.9200636148452759]","[120, 104, 60, 61, 61, 59, 69]","[77, 62, 19, 15, 22, 11, 28]","[0.6416666507720947, 0.5961538553237915, 0.3166666626930237, 0.24590164422988892, 0.3606557250022888, 0.18644067645072937, 0.4057970941066742]","[411, 241, 211, 128, 117, 131, 203]","[291, 127, 65, 34, 39, 22, 90]","[0.7080292105674744, 0.5269709825515747, 0.30805686116218567, 0.265625, 0.3333333432674408, 0.1679389327764511, 0.4433497488498688]"
250,0.36809815950920244,0.34948028592988084,1.0,1.0,162,482,0.3360995850622407,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.6, 0.571, 0.41, 0.214, 0.104, 0.119, 0.55]","[0.2108720988035202, 0.17377609014511108, 0.2634502053260803, 0.11906854808330536, 0.06324870884418488, 0.07484227418899536, 0.0947418212890625]","[0.8004248738288879, 0.6596164703369141, 1.0, 0.45195844769477844, 0.2400784194469452, 0.28408509492874146, 0.35961946845054626]","[73, 73, 96, 59, 54, 68, 59]","[44, 39, 21, 11, 14, 10, 23]","[0.6027397513389587, 0.534246563911438, 0.21875, 0.18644067645072937, 0.25925925374031067, 0.14705882966518402, 0.38983049988746643]","[484, 314, 307, 187, 171, 199, 262]","[335, 166, 86, 45, 53, 32, 113]","[0.692148745059967, 0.5286624431610107, 0.2801302969455719, 0.24064171314239502, 0.30994153022766113, 0.16080401837825775, 0.4312977194786072]"
275,0.37014314928425357,0.3688142450689167,1.0,1.0,268,604,0.44370860927152317,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.627, 0.457, 0.295, 0.3, 0.234, 0.288, 0.383]","[0.19693881273269653, 0.11923886090517044, 0.14023074507713318, 0.20235347747802734, 0.1271170675754547, 0.10476332157850266, 0.10935750603675842]","[0.9732415676116943, 0.5892602801322937, 0.6929989457130432, 1.0, 0.6281931400299072, 0.517724335193634, 0.540428102016449]","[119, 109, 79, 73, 62, 76, 86]","[80, 64, 29, 19, 22, 23, 31]","[0.6722689270973206, 0.5871559381484985, 0.3670886158943176, 0.2602739632129669, 0.35483869910240173, 0.30263158679008484, 0.3604651093482971]","[603, 423, 386, 260, 233, 275, 348]","[415, 230, 115, 64, 75, 55, 144]","[0.6882255673408508, 0.5437352061271667, 0.29792746901512146, 0.2461538463830948, 0.32188841700553894, 0.20000000298023224, 0.4137931168079376]"
