step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.16359918200409,0.1093514211122002,0.19047619047619047,0.12558869701726844,0,0,,0.0,"[0.0, 0.0, 0.0, 0.667, 0.667, 0.0, 0.0]","[0.0, 0.086, 0.0, 0.757, 0.169, 0.136, 0.0]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.16155419222903886,0.11499719631232806,0.5238095238095238,0.4238095238095238,0,0,,0.98,"[1.0, 0.0, 1.0, 0.0, 0.667, 0.0, 1.0]","[0.187, 0.0, 0.154, 0.0, 0.013, 0.051, 0.817]","[0.1569717973470688, 0.11059081554412842, 0.1821315586566925, 0.1406560093164444, 0.1164119690656662, 0.11379346251487732, 0.17944422364234924]","[0.8618593811988831, 0.60720294713974, 1.0, 0.7722769975662231, 0.6391642093658447, 0.6247871518135071, 0.9852451086044312]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.2310838445807771,0.2110636795329682,1.0,1.0,1,2,0.5,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.387, 0.314, 0.038, 0.243, 0.117, 0.051, 0.5]","[0.12572713196277618, 0.1817062795162201, 0.11700979620218277, 0.15399311482906342, 0.1199159324169159, 0.12888272106647491, 0.17276479303836823]","[0.6919251084327698, 1.0, 0.6439502239227295, 0.84748375415802, 0.6599438190460205, 0.7092915177345276, 0.9507915377616882]","[1, 0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0]","[1.0, nan, nan, nan, nan, nan, 0.0]","[1, 0, 0, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0]","[1.0, nan, nan, nan, nan, nan, 0.0]"
75,0.24948875255623723,0.2426271656867915,1.0,1.0,56,98,0.5714285714285714,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.36, 0.214, 0.026, 0.186, 0.312, 0.339, 0.35]","[0.10722485184669495, 0.1795276701450348, 0.06749381124973297, 0.1046847552061081, 0.15405046939849854, 0.216249480843544, 0.17076873779296875]","[0.49583864212036133, 0.8301877379417419, 0.31211087107658386, 0.48409250378608704, 0.7123738527297974, 1.0, 0.7896839380264282]","[45, 0, 9, 10, 10, 1, 23]","[33, 0, 3, 6, 3, 0, 11]","[0.7333333492279053, nan, 0.3333333432674408, 0.6000000238418579, 0.30000001192092896, 0.0, 0.47826087474823]","[46, 0, 9, 10, 10, 1, 24]","[34, 0, 3, 6, 3, 0, 11]","[0.739130437374115, nan, 0.3333333432674408, 0.6000000238418579, 0.30000001192092896, 0.0, 0.4583333432674408]"
100,0.2474437627811861,0.22936375494479327,1.0,1.0,120,323,0.3715170278637771,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.373, 0.171, 0.09, 0.357, 0.312, 0.017, 0.4]","[0.11396986246109009, 0.16225671768188477, 0.11886759102344513, 0.157237708568573, 0.1637067198753357, 0.07528148591518402, 0.2086796909570694]","[0.546147346496582, 0.7775395512580872, 0.5696174502372742, 0.753488302230835, 0.7844880223274231, 0.3607513904571533, 1.0]","[85, 24, 32, 52, 32, 25, 73]","[55, 4, 8, 22, 10, 2, 19]","[0.6470588445663452, 0.1666666716337204, 0.25, 0.42307692766189575, 0.3125, 0.07999999821186066, 0.2602739632129669]","[131, 24, 41, 62, 42, 26, 97]","[89, 4, 11, 28, 13, 2, 30]","[0.6793892979621887, 0.1666666716337204, 0.26829269528388977, 0.4516128897666931, 0.3095238208770752, 0.07692307978868484, 0.30927833914756775]"
125,0.22903885480572597,0.21597107080782574,0.9523809523809523,0.9510204081632654,168,507,0.33136094674556216,0.98,"[1.0, 1.0, 1.0, 0.667, 1.0, 1.0, 1.0]","[0.387, 0.114, 0.09, 0.271, 0.403, 0.119, 0.183]","[0.2073320597410202, 0.08822401612997055, 0.11648864299058914, 0.15694929659366608, 0.1921040117740631, 0.09270671755075455, 0.14619499444961548]","[1.0, 0.4255203902721405, 0.5618457794189453, 0.7569948434829712, 0.9265523552894592, 0.44714125990867615, 0.7051248550415039]","[140, 51, 63, 71, 37, 40, 105]","[90, 8, 10, 20, 16, 4, 20]","[0.6428571343421936, 0.1568627506494522, 0.1587301641702652, 0.28169015049934387, 0.4324324429035187, 0.10000000149011612, 0.190476194024086]","[271, 75, 104, 133, 79, 66, 202]","[179, 12, 21, 48, 29, 6, 50]","[0.660516619682312, 0.1599999964237213, 0.20192307233810425, 0.36090224981307983, 0.3670886158943176, 0.09090909361839294, 0.24752475321292877]"
150,0.2474437627811861,0.2322938090780599,0.9523809523809523,0.9510204081632654,181,555,0.3261261261261261,0.98,"[1.0, 1.0, 1.0, 0.667, 1.0, 1.0, 1.0]","[0.387, 0.086, 0.141, 0.386, 0.377, 0.119, 0.2]","[0.178353413939476, 0.12421752512454987, 0.13898952305316925, 0.20614096522331238, 0.12433554232120514, 0.0778459757566452, 0.15011681616306305]","[0.8652012348175049, 0.6025853753089905, 0.6742450594902039, 1.0, 0.6031578779220581, 0.3776346743106842, 0.7282240986824036]","[101, 85, 88, 65, 42, 72, 102]","[72, 13, 18, 28, 19, 11, 20]","[0.7128713130950928, 0.15294118225574493, 0.20454545319080353, 0.4307692348957062, 0.4523809552192688, 0.1527777761220932, 0.19607843458652496]","[372, 160, 192, 198, 121, 138, 304]","[251, 25, 39, 76, 48, 17, 70]","[0.6747311949729919, 0.15625, 0.203125, 0.38383838534355164, 0.39669421315193176, 0.12318840622901917, 0.23026315867900848]"
175,0.22699386503067484,0.21050282821944213,0.9523809523809523,0.9510204081632654,218,877,0.24857468643101482,0.98,"[1.0, 1.0, 1.0, 0.667, 1.0, 1.0, 1.0]","[0.413, 0.057, 0.205, 0.314, 0.299, 0.068, 0.183]","[0.18851059675216675, 0.06029978767037392, 0.1971753090620041, 0.16883167624473572, 0.16088277101516724, 0.07904594391584396, 0.14525367319583893]","[0.9560558199882507, 0.3058181405067444, 1.0, 0.85625159740448, 0.8159376978874207, 0.4008916914463043, 0.7366727590560913]","[134, 143, 131, 100, 72, 111, 186]","[85, 20, 23, 27, 15, 21, 27]","[0.6343283653259277, 0.139860138297081, 0.17557251453399658, 0.27000001072883606, 0.2083333283662796, 0.18918919563293457, 0.14516128599643707]","[506, 303, 323, 298, 193, 249, 490]","[336, 45, 62, 103, 63, 38, 97]","[0.6640316247940063, 0.14851485192775726, 0.1919504702091217, 0.34563758969306946, 0.32642486691474915, 0.1526104360818863, 0.19795918464660645]"
200,0.2392638036809816,0.22230112693399975,0.9523809523809523,0.9510204081632654,238,887,0.26832018038331457,0.98,"[1.0, 1.0, 1.0, 0.667, 1.0, 1.0, 1.0]","[0.427, 0.057, 0.154, 0.286, 0.403, 0.136, 0.167]","[0.1719541996717453, 0.06653906404972076, 0.20741742849349976, 0.13207873702049255, 0.20568297803401947, 0.0846874937415123, 0.13163980841636658]","[0.8290248513221741, 0.3207978308200836, 1.0, 0.636777400970459, 0.9916378855705261, 0.4082949757575989, 0.6346612572669983]","[191, 142, 114, 109, 78, 98, 155]","[105, 17, 19, 33, 19, 11, 34]","[0.5497382283210754, 0.11971831321716309, 0.1666666716337204, 0.302752286195755, 0.24358974397182465, 0.11224489659070969, 0.21935483813285828]","[697, 445, 437, 407, 271, 347, 645]","[441, 62, 81, 136, 82, 49, 131]","[0.63271164894104, 0.1393258422613144, 0.18535469472408295, 0.33415234088897705, 0.3025830388069153, 0.1412103772163391, 0.2031007707118988]"
225,0.24335378323108384,0.2231928547713872,0.9523809523809523,0.9510204081632654,227,858,0.26456876456876455,0.98,"[1.0, 1.0, 1.0, 0.667, 1.0, 1.0, 1.0]","[0.413, 0.114, 0.218, 0.357, 0.312, 0.034, 0.2]","[0.1193600744009018, 0.08214833587408066, 0.11193927377462387, 0.2796005308628082, 0.1848200410604477, 0.05118187516927719, 0.17094963788986206]","[0.42689502239227295, 0.2938060760498047, 0.4003542959690094, 1.0, 0.6610146164894104, 0.18305356800556183, 0.611406683921814]","[178, 133, 103, 108, 79, 93, 164]","[98, 18, 14, 31, 20, 16, 30]","[0.550561785697937, 0.13533835113048553, 0.13592232763767242, 0.28703704476356506, 0.2531645596027374, 0.17204301059246063, 0.18292683362960815]","[875, 578, 540, 515, 350, 440, 809]","[539, 80, 95, 167, 102, 65, 161]","[0.6159999966621399, 0.13840830326080322, 0.17592592537403107, 0.3242718577384949, 0.2914285659790039, 0.14772726595401764, 0.19901113212108612]"
250,0.23721881390593047,0.22731945948810742,0.9523809523809523,0.9510204081632654,235,939,0.25026624068157616,0.98,"[1.0, 1.0, 1.0, 0.667, 1.0, 1.0, 1.0]","[0.427, 0.071, 0.205, 0.3, 0.234, 0.169, 0.233]","[0.13503210246562958, 0.0894971489906311, 0.18833398818969727, 0.14935851097106934, 0.12196914851665497, 0.10249529033899307, 0.21331360936164856]","[0.6330215334892273, 0.4195566773414612, 0.8828971982002258, 0.7001827359199524, 0.5717832446098328, 0.48049110174179077, 1.0]","[155, 129, 141, 117, 98, 109, 190]","[86, 24, 25, 24, 27, 18, 31]","[0.5548387169837952, 0.1860465109348297, 0.1773049682378769, 0.20512820780277252, 0.27551019191741943, 0.1651376187801361, 0.1631578952074051]","[1030, 707, 681, 632, 448, 549, 999]","[625, 104, 120, 191, 129, 83, 192]","[0.606796145439148, 0.14710041880607605, 0.17621144652366638, 0.30221518874168396, 0.2879464328289032, 0.15118397772312164, 0.1921921968460083]"
275,0.23721881390593047,0.22895750063623346,0.9523809523809523,0.9510204081632654,253,973,0.26002055498458376,0.98,"[1.0, 1.0, 1.0, 0.667, 1.0, 1.0, 1.0]","[0.4, 0.1, 0.205, 0.329, 0.273, 0.136, 0.183]","[0.25448137521743774, 0.09660987555980682, 0.1100553348660469, 0.1568089723587036, 0.11135099828243256, 0.05876295268535614, 0.2119302898645401]","[1.0, 0.37963438034057617, 0.43246909976005554, 0.6161903738975525, 0.437560498714447, 0.23091258108615875, 0.8327929377555847]","[175, 147, 142, 124, 98, 100, 187]","[104, 16, 28, 33, 29, 12, 31]","[0.5942857265472412, 0.10884353518486023, 0.19718310236930847, 0.2661290466785431, 0.29591837525367737, 0.11999999731779099, 0.16577540338039398]","[1205, 854, 823, 756, 546, 649, 1186]","[729, 120, 148, 224, 158, 95, 223]","[0.6049792766571045, 0.14051522314548492, 0.1798298954963684, 0.29629629850387573, 0.2893773019313812, 0.1463790386915207, 0.18802697956562042]"
300,0.22903885480572597,0.21091582349811408,0.9523809523809523,0.9510204081632654,253,963,0.26272066458982346,0.98,"[1.0, 1.0, 1.0, 0.667, 1.0, 1.0, 1.0]","[0.413, 0.1, 0.103, 0.329, 0.364, 0.068, 0.183]","[0.2073281705379486, 0.14789588749408722, 0.10952938348054886, 0.18465499579906464, 0.14318308234214783, 0.07061956822872162, 0.13678866624832153]","[1.0, 0.7133419513702393, 0.5282899141311646, 0.8906411528587341, 0.6906108260154724, 0.3406173288822174, 0.65976881980896]","[199, 165, 160, 103, 92, 70, 174]","[123, 24, 24, 27, 26, 4, 25]","[0.6180904507637024, 0.145454540848732, 0.15000000596046448, 0.26213592290878296, 0.28260868787765503, 0.05714285746216774, 0.14367815852165222]","[1404, 1019, 983, 859, 638, 719, 1360]","[852, 144, 172, 251, 184, 99, 248]","[0.6068376302719116, 0.1413150131702423, 0.17497456073760986, 0.2922002375125885, 0.2884012460708618, 0.13769124448299408, 0.1823529452085495]"
