step,acc_train,f1_train,cw_acc_train,acc_val,f1_val,cw_acc_val,acc_test,f1_test,cw_acc_test,psl_correct,psl_total,acc_psl,pslt_global,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.14285714285714285,0.03571428571428571,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.12269938650306748,0.031225604996096803,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.12474437627811862,0.03168831168831169,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0,0,,0.0,"[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
10,0.14285714285714285,0.03571428571428571,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.12269938650306748,0.031225604996096803,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.12474437627811862,0.03168831168831169,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0,0,,0.7,"[0.1340741515159607, 0.12782958149909973, 0.15314942598342896, 0.13948556780815125, 0.13543537259101868, 0.1454899162054062, 0.16453583538532257]","[0.8148629069328308, 0.7769103050231934, 0.9307968020439148, 0.8477519154548645, 0.823136031627655, 0.8842445611953735, 1.0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
20,0.14285714285714285,0.03571428571428571,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.12269938650306748,0.031225604996096803,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.12474437627811862,0.03168831168831169,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0,0,,0.7,"[0.13147889077663422, 0.13369005918502808, 0.1423904150724411, 0.14531879127025604, 0.140823096036911, 0.14523565769195557, 0.16106292605400085]","[0.81632000207901, 0.8300486207008362, 0.8840669989585876, 0.9022485613822937, 0.8743358850479126, 0.9017323851585388, 1.0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
30,0.2857142857142857,0.23455955808896986,"[0.0, 0.1, 0.0, 0.4, 0.1, 0.4, 1.0]",0.13701431492842536,0.09151976114153161,"[0.0, 0.043, 0.0, 0.114, 0.091, 0.068, 0.75]",0.14314928425357873,0.09241510018356769,"[0.0, 0.057, 0.0, 0.1, 0.092, 0.05, 0.803]",0,0,,0.7,"[0.13562427461147308, 0.143569216132164, 0.1366962045431137, 0.14446493983268738, 0.1430344432592392, 0.14447247982025146, 0.15213824808597565]","[0.8914541602134705, 0.9436759948730469, 0.8984999060630798, 0.9495635628700256, 0.9401609897613525, 0.9496131539344788, 1.0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
40,0.34285714285714286,0.3051764025448236,"[0.3, 0.3, 0.0, 0.0, 0.9, 0.4, 0.5]",0.13701431492842536,0.08503957370680629,"[0.04, 0.014, 0.0, 0.0, 0.468, 0.068, 0.383]",0.17586912065439672,0.11621845213552866,"[0.027, 0.086, 0.0, 0.0, 0.579, 0.067, 0.492]",0,0,,0.7,"[0.13776786625385284, 0.14262700080871582, 0.13121603429317474, 0.13661408424377441, 0.15294331312179565, 0.14674648642539978, 0.1520850509405136]","[0.9007773399353027, 0.9325481057167053, 0.8579390048980713, 0.8932334780693054, 1.0, 0.9594828486442566, 0.9943883419036865]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.44285714285714284,0.42909390652934293,"[0.3, 0.5, 0.4, 0.0, 0.9, 0.6, 0.4]",0.17791411042944785,0.14510295772342632,"[0.053, 0.271, 0.026, 0.0, 0.558, 0.169, 0.15]",0.19631901840490798,0.1676227187077908,"[0.133, 0.186, 0.065, 0.0, 0.592, 0.117, 0.262]",0,0,,0.7,"[0.132611945271492, 0.150213822722435, 0.1389913409948349, 0.13311739265918732, 0.14952324330806732, 0.14508377015590668, 0.1504582315683365]","[0.8813871145248413, 0.9983755946159363, 0.9237868785858154, 0.8847464919090271, 0.9937857389450073, 0.9642793536186218, 1.0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
60,0.35714285714285715,0.29409841858821445,"[0.4, 0.5, 0.1, 0.0, 0.9, 0.6, 0.0]",0.18200408997955012,0.12465856794675242,"[0.053, 0.343, 0.0, 0.0, 0.61, 0.22, 0.017]",0.2249488752556237,0.18071880963086778,"[0.227, 0.371, 0.039, 0.0, 0.671, 0.2, 0.016]",0,0,,0.7,"[0.13517503440380096, 0.15438494086265564, 0.12833715975284576, 0.1284145712852478, 0.15431958436965942, 0.14874471724033356, 0.15062382817268372]","[0.8755713701248169, 1.0, 0.8312802910804749, 0.8317817449569702, 0.9995766878128052, 0.963466465473175, 0.9756380915641785]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
70,0.45714285714285713,0.44262204881952777,"[0.5, 0.5, 0.4, 0.7, 0.6, 0.5, 0.0]",0.18609406952965235,0.16814114124537388,"[0.187, 0.171, 0.0, 0.414, 0.299, 0.186, 0.033]",0.21267893660531698,0.2024595712830349,"[0.32, 0.229, 0.052, 0.271, 0.434, 0.117, 0.016]",0,0,,0.7,"[0.13406161963939667, 0.13979865610599518, 0.12857840955257416, 0.15824298560619354, 0.15405526757240295, 0.13954825699329376, 0.14571458101272583]","[0.847188413143158, 0.8834429979324341, 0.8125377893447876, 1.0, 0.9735361337661743, 0.881860613822937, 0.9208280444145203]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
80,0.5285714285714286,0.5025121159574942,"[0.6, 0.6, 0.4, 0.7, 0.6, 0.8, 0.0]",0.20449897750511248,0.18787955746208443,"[0.253, 0.229, 0.0, 0.357, 0.26, 0.305, 0.033]",0.22085889570552147,0.21222574757418106,"[0.373, 0.257, 0.052, 0.229, 0.355, 0.217, 0.033]",0,0,,0.7,"[0.14431975781917572, 0.14603903889656067, 0.1282849907875061, 0.14560328423976898, 0.14139817655086517, 0.1530681550502777, 0.1412864327430725]","[0.942846417427063, 0.9540784955024719, 0.8380906581878662, 0.9512317180633545, 0.9237595796585083, 1.0, 0.9230295419692993]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
90,0.5142857142857142,0.49128873771730913,"[0.5, 0.6, 0.4, 0.4, 0.9, 0.8, 0.0]",0.20245398773006135,0.17721843977363533,"[0.147, 0.271, 0.0, 0.071, 0.506, 0.356, 0.067]",0.22903885480572597,0.21912504301448418,"[0.293, 0.257, 0.052, 0.071, 0.553, 0.25, 0.098]",0,0,,0.7,"[0.13397997617721558, 0.14130502939224243, 0.11895833164453506, 0.13818402588367462, 0.15604548156261444, 0.16525673866271973, 0.1462702602148056]","[0.8107383251190186, 0.8550636172294617, 0.7198395133018494, 0.8361778855323792, 0.9442609548568726, 1.0, 0.8851091861724854]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
