step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.12065439672801637,0.03076120959332639,0.14285714285714285,0.03571428571428571,0,0,,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.20040899795501022,0.18376884624927817,1.0,1.0,25,50,0.5,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.293, 0.086, 0.218, 0.114, 0.247, 0.0, 0.433]","[0.15859563648700714, 0.10744940489530563, 0.1722356379032135, 0.1467672735452652, 0.19223567843437195, 0.07772763073444366, 0.14498846232891083]","[0.8250062465667725, 0.5589461922645569, 0.895960807800293, 0.7634757161140442, 1.0, 0.404335081577301, 0.7542224526405334]","[23, 4, 3, 2, 10, 1, 7]","[17, 0, 0, 1, 1, 1, 5]","[0.739130437374115, 0.0, 0.0, 0.5, 0.10000000149011612, 1.0, 0.7142857313156128]","[23, 4, 3, 2, 10, 1, 7]","[17, 0, 0, 1, 1, 1, 5]","[0.739130437374115, 0.0, 0.0, 0.5, 0.10000000149011612, 1.0, 0.7142857313156128]"
50,0.2085889570552147,0.17644350425946503,1.0,1.0,134,466,0.2875536480686695,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.333, 0.129, 0.0, 0.186, 0.377, 0.0, 0.433]","[0.18677382171154022, 0.10769742727279663, 0.06657376885414124, 0.23029926419258118, 0.23629160225391388, 0.03258156403899193, 0.1397823989391327]","[0.7904378175735474, 0.45578187704086304, 0.281744122505188, 0.9746400713920593, 1.0, 0.137887105345726, 0.59156733751297]","[96, 42, 56, 85, 98, 8, 81]","[73, 6, 6, 15, 9, 1, 24]","[0.7604166865348816, 0.1428571492433548, 0.1071428582072258, 0.1764705926179886, 0.09183673560619354, 0.125, 0.29629629850387573]","[119, 46, 59, 87, 108, 9, 88]","[90, 6, 6, 16, 10, 2, 29]","[0.756302535533905, 0.1304347813129425, 0.10169491171836853, 0.18390804529190063, 0.09259258955717087, 0.2222222238779068, 0.3295454680919647]"
75,0.18609406952965235,0.1445249891993611,1.0,1.0,167,549,0.30418943533697634,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.307, 0.014, 0.064, 0.071, 0.481, 0.0, 0.333]","[0.1279604136943817, 0.030331099405884743, 0.13322696089744568, 0.16131635010242462, 0.30095726251602173, 0.046302273869514465, 0.1999053955078125]","[0.42517802119255066, 0.10078208148479462, 0.4426773488521576, 0.5360108017921448, 1.0, 0.1538500040769577, 0.6642318367958069]","[114, 15, 77, 130, 71, 50, 92]","[77, 2, 13, 19, 9, 7, 40]","[0.6754385828971863, 0.13333334028720856, 0.16883116960525513, 0.14615385234355927, 0.1267605572938919, 0.14000000059604645, 0.43478259444236755]","[233, 61, 136, 217, 179, 59, 180]","[167, 8, 19, 35, 19, 9, 69]","[0.716738224029541, 0.13114753365516663, 0.13970588147640228, 0.16129031777381897, 0.10614524781703949, 0.1525423675775528, 0.38333332538604736]"
100,0.18813905930470348,0.17461373531944988,1.0,1.0,163,527,0.3092979127134725,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.373, 0.014, 0.09, 0.157, 0.143, 0.203, 0.367]","[0.13799020648002625, 0.02998180501163006, 0.15374571084976196, 0.18289759755134583, 0.1718776524066925, 0.18002860248088837, 0.1434781700372696]","[0.7544670104980469, 0.16392673552036285, 0.8406108617782593, 1.0, 0.9397479891777039, 0.9843136668205261, 0.7844727039337158]","[119, 15, 71, 90, 50, 88, 94]","[63, 6, 12, 14, 9, 14, 45]","[0.529411792755127, 0.4000000059604645, 0.1690140813589096, 0.15555556118488312, 0.18000000715255737, 0.15909090638160706, 0.478723406791687]","[352, 76, 207, 307, 229, 147, 274]","[230, 14, 31, 49, 28, 23, 114]","[0.6534090638160706, 0.18421052396297455, 0.1497584581375122, 0.1596091240644455, 0.12227074056863785, 0.15646257996559143, 0.41605839133262634]"
125,0.17177914110429449,0.14042211170650684,1.0,1.0,169,642,0.2632398753894081,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.453, 0.014, 0.09, 0.0, 0.169, 0.169, 0.317]","[0.20971611142158508, 0.028474941849708557, 0.11255671828985214, 0.023753268644213676, 0.22947409749031067, 0.15878701210021973, 0.2372376173734665]","[0.8839918375015259, 0.120027095079422, 0.47444719076156616, 0.10012437403202057, 0.9672753214836121, 0.6693163514137268, 1.0]","[137, 18, 102, 53, 100, 128, 104]","[62, 3, 14, 11, 14, 22, 43]","[0.45255473256111145, 0.1666666716337204, 0.13725490868091583, 0.2075471729040146, 0.14000000059604645, 0.171875, 0.4134615361690521]","[489, 94, 309, 360, 329, 275, 378]","[292, 17, 45, 60, 42, 45, 157]","[0.5971370339393616, 0.1808510571718216, 0.1456310749053955, 0.1666666716337204, 0.12765957415103912, 0.16363635659217834, 0.41534391045570374]"
150,0.17586912065439672,0.1525320787486816,1.0,1.0,172,718,0.2395543175487465,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.4, 0.014, 0.192, 0.029, 0.156, 0.136, 0.3]","[0.24898041784763336, 0.013049592263996601, 0.1254071444272995, 0.09642836451530457, 0.14856493473052979, 0.08056584745645523, 0.2870034873485565]","[0.8675170540809631, 0.04546840861439705, 0.4369533956050873, 0.3359832465648651, 0.517641544342041, 0.280713826417923, 1.0]","[89, 16, 109, 88, 117, 138, 161]","[40, 2, 13, 15, 28, 23, 51]","[0.449438214302063, 0.125, 0.11926605552434921, 0.17045454680919647, 0.23931623995304108, 0.1666666716337204, 0.31677019596099854]","[578, 110, 418, 448, 446, 413, 539]","[332, 19, 58, 75, 70, 68, 208]","[0.5743944644927979, 0.17272727191448212, 0.13875597715377808, 0.1674107164144516, 0.1569506675004959, 0.1646489053964615, 0.3858998119831085]"
175,0.17791411042944785,0.16771913473585265,1.0,1.0,153,761,0.20105124835742444,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.4, 0.114, 0.244, 0.029, 0.104, 0.136, 0.2]","[0.2093433141708374, 0.07160492986440659, 0.1932288110256195, 0.11942927539348602, 0.10477609187364578, 0.18441523611545563, 0.11720209568738937]","[1.0, 0.34204545617103577, 0.9230235815048218, 0.5704948306083679, 0.50049889087677, 0.8809224963188171, 0.5598559379577637]","[99, 38, 103, 90, 127, 193, 111]","[28, 5, 16, 20, 29, 25, 30]","[0.28282827138900757, 0.1315789520740509, 0.1553398072719574, 0.2222222238779068, 0.22834645211696625, 0.12953367829322815, 0.2702702581882477]","[677, 148, 521, 538, 573, 606, 650]","[360, 24, 74, 95, 99, 93, 238]","[0.5317577719688416, 0.1621621549129486, 0.14203454554080963, 0.17657992243766785, 0.17277486622333527, 0.15346534550189972, 0.3661538362503052]"
200,0.1738241308793456,0.1660894439130769,1.0,1.0,151,715,0.2111888111888112,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.227, 0.186, 0.308, 0.071, 0.182, 0.136, 0.067]","[0.15646135807037354, 0.16063126921653748, 0.1722005009651184, 0.11353949457406998, 0.23354654014110565, 0.10026753693819046, 0.0633530467748642]","[0.6699365377426147, 0.6877912878990173, 0.7373284101486206, 0.48615360260009766, 1.0, 0.42932572960853577, 0.2712651789188385]","[99, 97, 68, 113, 100, 168, 70]","[33, 21, 12, 24, 16, 20, 25]","[0.3333333432674408, 0.2164948433637619, 0.1764705926179886, 0.21238937973976135, 0.1599999964237213, 0.1190476194024086, 0.3571428656578064]","[776, 245, 589, 651, 673, 774, 720]","[393, 45, 86, 119, 115, 113, 263]","[0.5064433217048645, 0.18367347121238708, 0.14601019024848938, 0.1827957034111023, 0.1708766669034958, 0.14599482715129852, 0.3652777671813965]"
225,0.19222903885480572,0.1579926107261937,1.0,1.0,185,888,0.20833333333333334,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.413, 0.029, 0.397, 0.143, 0.104, 0.169, 0.033]","[0.2456962913274765, 0.06250990182161331, 0.25037506222724915, 0.21615588665008545, 0.05491107702255249, 0.14800848066806793, 0.022343117743730545]","[0.9813129305839539, 0.2496650516986847, 1.0, 0.8633283376693726, 0.2193152755498886, 0.5911470651626587, 0.08923859149217606]","[128, 71, 144, 139, 140, 258, 8]","[46, 15, 33, 20, 26, 41, 4]","[0.359375, 0.2112676054239273, 0.2291666716337204, 0.14388489723205566, 0.18571428954601288, 0.1589147299528122, 0.5]","[904, 316, 733, 790, 813, 1032, 728]","[439, 60, 119, 139, 141, 154, 267]","[0.485619455575943, 0.18987341225147247, 0.16234652698040009, 0.175949364900589, 0.17343173921108246, 0.14922480285167694, 0.36675822734832764]"
