step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.16771488469601678,0.05303648732220161,0.14285714285714285,0.03571428571428571,0,0,,0.0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.975, 0.0, 0.0, 0.06]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.18238993710691823,0.16336239894579818,1.0,1.0,0,3,0.0,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.065, 0.246, 0.036, 0.278, 0.431, 0.069, 0.18]","[0.12538743019104004, 0.15254369378089905, 0.11824585497379303, 0.17898231744766235, 0.14628565311431885, 0.13164614140987396, 0.1469087153673172]","[0.7005576491355896, 0.8522835969924927, 0.6606566309928894, 1.0, 0.8173190355300903, 0.7355259656906128, 0.8208001852035522]","[0, 0, 3, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, 0.0, nan, nan, nan, nan]","[0, 0, 3, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, 0.0, nan, nan, nan, nan]"
50,0.2180293501048218,0.19582073862495136,1.0,1.0,8,22,0.36363636363636365,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.403, 0.231, 0.048, 0.291, 0.262, 0.241, 0.0]","[0.1771155148744583, 0.18993885815143585, 0.15018188953399658, 0.12484444677829742, 0.11087612062692642, 0.1456163376569748, 0.10142657905817032]","[0.9324870109558105, 1.0, 0.7906854152679443, 0.6572875380516052, 0.5837463736534119, 0.7666484713554382, 0.5339959263801575]","[2, 2, 17, 0, 0, 1, 0]","[1, 2, 4, 0, 0, 1, 0]","[0.5, 1.0, 0.23529411852359772, nan, nan, 1.0, nan]","[2, 2, 20, 0, 0, 1, 0]","[1, 2, 4, 0, 0, 1, 0]","[0.5, 1.0, 0.20000000298023224, nan, nan, 1.0, nan]"
75,0.1928721174004193,0.16491574675090362,1.0,1.0,97,418,0.23205741626794257,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.442, 0.2, 0.036, 0.203, 0.231, 0.19, 0.0]","[0.20935408771038055, 0.22783994674682617, 0.07776449620723724, 0.1424717903137207, 0.12414208799600601, 0.1968841403722763, 0.021543212234973907]","[0.9188647270202637, 1.0, 0.3413119614124298, 0.625315248966217, 0.5448653101921082, 0.8641335368156433, 0.09455414861440659]","[65, 80, 83, 69, 72, 49, 0]","[26, 8, 15, 19, 25, 4, 0]","[0.4000000059604645, 0.10000000149011612, 0.1807228922843933, 0.2753623127937317, 0.3472222089767456, 0.08163265138864517, nan]","[67, 82, 103, 69, 72, 50, 0]","[27, 10, 19, 19, 25, 5, 0]","[0.4029850661754608, 0.12195122241973877, 0.18446601927280426, 0.2753623127937317, 0.3472222089767456, 0.10000000149011612, nan]"
100,0.1949685534591195,0.1787497195286316,1.0,1.0,203,916,0.22161572052401746,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.364, 0.169, 0.157, 0.19, 0.215, 0.207, 0.0]","[0.1367066204547882, 0.24521438777446747, 0.1321084350347519, 0.0737944170832634, 0.18732614815235138, 0.2093845009803772, 0.015465296804904938]","[0.5574983954429626, 1.0, 0.5387466549873352, 0.30093836784362793, 0.7639280557632446, 0.8538834452629089, 0.06306847184896469]","[164, 87, 144, 192, 150, 176, 3]","[58, 7, 31, 48, 38, 18, 3]","[0.353658527135849, 0.08045977354049683, 0.2152777761220932, 0.25, 0.25333333015441895, 0.10227272659540176, 1.0]","[231, 169, 247, 261, 222, 226, 3]","[85, 17, 50, 67, 63, 23, 3]","[0.36796537041664124, 0.10059171915054321, 0.2024291455745697, 0.25670498609542847, 0.28378379344940186, 0.10176990926265717, 1.0]"
125,0.18658280922431866,0.17035514042876465,1.0,1.0,257,1205,0.21327800829875518,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.351, 0.154, 0.145, 0.203, 0.2, 0.19, 0.0]","[0.09610319137573242, 0.1176682859659195, 0.17455169558525085, 0.11758203059434891, 0.2361307442188263, 0.2468988001346588, 0.011065028607845306]","[0.38924121856689453, 0.4765850901603699, 0.7069767117500305, 0.4762357175350189, 0.9563867449760437, 1.0, 0.044816046953201294]","[229, 120, 197, 251, 201, 205, 2]","[86, 9, 33, 60, 42, 25, 2]","[0.375545859336853, 0.07500000298023224, 0.1675126850605011, 0.23904383182525635, 0.20895522832870483, 0.12195122241973877, 1.0]","[460, 289, 444, 512, 423, 431, 5]","[171, 26, 83, 127, 105, 48, 5]","[0.37173911929130554, 0.08996539562940598, 0.18693692982196808, 0.248046875, 0.24822695553302765, 0.11136890947818756, 1.0]"
150,0.18867924528301888,0.1721272370338584,1.0,1.0,251,1286,0.19517884914463451,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.377, 0.169, 0.12, 0.203, 0.185, 0.207, 0.0]","[0.12064172327518463, 0.17862892150878906, 0.21299365162849426, 0.12315215915441513, 0.17976325750350952, 0.17672200500965118, 0.008098015561699867]","[0.5664099454879761, 0.8386584520339966, 1.0, 0.5781964063644409, 0.8439841270446777, 0.8297054767608643, 0.03801998496055603]","[225, 158, 219, 258, 185, 241, 0]","[87, 14, 41, 62, 33, 14, 0]","[0.3866666555404663, 0.08860759437084198, 0.18721461296081543, 0.24031007289886475, 0.1783783733844757, 0.058091286569833755, nan]","[685, 447, 663, 770, 608, 672, 5]","[258, 40, 124, 189, 138, 62, 5]","[0.3766423463821411, 0.08948545902967453, 0.1870286613702774, 0.2454545497894287, 0.22697368264198303, 0.092261902987957, 1.0]"
175,0.18867924528301888,0.17340382462794948,1.0,1.0,246,1315,0.1870722433460076,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.364, 0.169, 0.133, 0.19, 0.2, 0.207, 0.0]","[0.1193673312664032, 0.27864187955856323, 0.09089809656143188, 0.11843366920948029, 0.21617776155471802, 0.16697560250759125, 0.009505409747362137]","[0.4283897578716278, 1.0, 0.3262183666229248, 0.42503902316093445, 0.7758265137672424, 0.5992480516433716, 0.03411335498094559]","[245, 175, 180, 253, 220, 239, 3]","[97, 11, 30, 45, 38, 22, 3]","[0.3959183692932129, 0.06285714358091354, 0.1666666716337204, 0.17786560952663422, 0.17272727191448212, 0.0920502096414566, 1.0]","[930, 622, 843, 1023, 828, 911, 8]","[355, 51, 154, 234, 176, 84, 8]","[0.3817204236984253, 0.08199357241392136, 0.1826809048652649, 0.22873900830745697, 0.21256038546562195, 0.09220636636018753, 1.0]"
200,0.18867924528301888,0.17195493438248774,1.0,1.0,242,1382,0.17510853835021709,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.377, 0.169, 0.108, 0.203, 0.2, 0.207, 0.0]","[0.13227936625480652, 0.16981230676174164, 0.18058842420578003, 0.1283016800880432, 0.14207947254180908, 0.2421940416097641, 0.004744460340589285]","[0.5461710095405579, 0.7011415362358093, 0.7456352710723877, 0.529747486114502, 0.5866348743438721, 1.0, 0.0195895005017519]","[248, 230, 180, 264, 213, 247, 0]","[80, 20, 24, 58, 28, 32, 0]","[0.32258063554763794, 0.08695652335882187, 0.13333334028720856, 0.21969696879386902, 0.13145539164543152, 0.1295546591281891, nan]","[1178, 852, 1023, 1287, 1041, 1158, 8]","[435, 71, 178, 292, 204, 116, 8]","[0.3692699372768402, 0.0833333358168602, 0.17399804294109344, 0.22688423097133636, 0.19596542418003082, 0.10017271339893341, 1.0]"
225,0.18867924528301888,0.17307006550734147,1.0,1.0,278,1414,0.1966053748231966,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.377, 0.154, 0.145, 0.19, 0.185, 0.207, 0.0]","[0.18458762764930725, 0.16866245865821838, 0.16472171247005463, 0.19251962006092072, 0.13029184937477112, 0.15442217886447906, 0.004794364795088768]","[0.9587990641593933, 0.8760793209075928, 0.8556100130081177, 1.0, 0.6767718195915222, 0.8021113872528076, 0.024903252720832825]","[243, 271, 176, 257, 196, 269, 2]","[104, 19, 27, 60, 40, 26, 2]","[0.4279835522174835, 0.07011070102453232, 0.15340909361839294, 0.23346303403377533, 0.20408163964748383, 0.09665427356958389, 1.0]","[1421, 1123, 1199, 1544, 1237, 1427, 10]","[539, 90, 205, 352, 244, 142, 10]","[0.37931033968925476, 0.08014247566461563, 0.17097581923007965, 0.22797927260398865, 0.19725140929222107, 0.09950946271419525, 1.0]"
