step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.1390593047034765,0.0363150867823765,0.14285714285714285,0.03571428571428571,0,0,,0.0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.971, 0.0, 0.0, 0.0]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.13701431492842536,0.07437110208685146,0.3142857142857143,0.21592775041050902,0,0,,0.98,"[0.0, 0.6, 0.0, 0.0, 0.6, 1.0, 0.0]","[0.0, 0.071, 0.0, 0.0, 0.39, 0.542, 0.0]","[0.11350268125534058, 0.15624617040157318, 0.09912499785423279, 0.11619005352258682, 0.1834305226802826, 0.18250241875648499, 0.14900289475917816]","[0.6187775135040283, 0.851800262928009, 0.5403953194618225, 0.633428156375885, 1.0, 0.9949402809143066, 0.8123124241828918]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.1901840490797546,0.08864759743942956,0.2571428571428571,0.14591291061879294,0,0,,0.98,"[0.8, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.28, 0.0, 0.0, 0.0, 0.935, 0.0, 0.0]","[0.13968491554260254, 0.142737478017807, 0.10394006967544556, 0.1160888820886612, 0.1767122447490692, 0.16253484785556793, 0.15830135345458984]","[0.7904654145240784, 0.8077396154403687, 0.5881882905960083, 0.6569374203681946, 1.0, 0.9197712540626526, 0.8958142995834351]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
75,0.20449897750511248,0.18603210702361972,0.6285714285714286,0.6093685959232177,0,0,,0.98,"[0.8, 1.0, 0.4, 0.2, 0.4, 1.0, 0.6]","[0.467, 0.286, 0.026, 0.114, 0.013, 0.305, 0.267]","[0.14897866547107697, 0.1434880495071411, 0.12581999599933624, 0.15076185762882233, 0.12318456918001175, 0.1756124049425125, 0.13215427100658417]","[0.8483379483222961, 0.8170723915100098, 0.7164641618728638, 0.8584920763969421, 0.7014570832252502, 1.0, 0.7525337934494019]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
100,0.15950920245398773,0.1520589335356469,0.8,0.807936507936508,7,13,0.5384615384615384,0.98,"[0.6, 0.8, 0.8, 0.6, 1.0, 1.0, 0.8]","[0.16, 0.057, 0.128, 0.029, 0.13, 0.441, 0.233]","[0.10738003253936768, 0.07492661476135254, 0.09961971640586853, 0.11228811740875244, 0.19982551038265228, 0.24105484783649445, 0.16490493714809418]","[0.44545891880989075, 0.3108280897140503, 0.41326576471328735, 0.465819776058197, 0.8289628624916077, 1.0, 0.684097170829773]","[5, 3, 0, 0, 0, 5, 0]","[5, 1, 0, 0, 0, 1, 0]","[1.0, 0.3333333432674408, nan, nan, nan, 0.20000000298023224, nan]","[5, 3, 0, 0, 0, 5, 0]","[5, 1, 0, 0, 0, 1, 0]","[1.0, 0.3333333432674408, nan, nan, nan, 0.20000000298023224, nan]"
125,0.2147239263803681,0.21225932579355036,1.0,1.0,24,79,0.3037974683544304,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.24, 0.271, 0.192, 0.171, 0.039, 0.237, 0.4]","[0.13405171036720276, 0.1644757091999054, 0.11026545614004135, 0.1349886655807495, 0.1352786421775818, 0.19262534379959106, 0.12831434607505798]","[0.695919394493103, 0.8538632988929749, 0.5724348425865173, 0.7007834911346436, 0.7022889256477356, 1.0, 0.6661342978477478]","[16, 18, 1, 9, 21, 12, 2]","[12, 4, 0, 3, 3, 2, 0]","[0.75, 0.2222222238779068, 0.0, 0.3333333432674408, 0.1428571492433548, 0.1666666716337204, 0.0]","[21, 21, 1, 9, 21, 17, 2]","[17, 5, 0, 3, 3, 3, 0]","[0.8095238208770752, 0.2380952388048172, 0.0, 0.3333333432674408, 0.1428571492433548, 0.1764705926179886, 0.0]"
150,0.18200408997955012,0.1874909959031698,1.0,1.0,73,251,0.2908366533864542,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.227, 0.143, 0.269, 0.129, 0.052, 0.186, 0.283]","[0.1221545934677124, 0.1079864501953125, 0.11177848279476166, 0.14840015769004822, 0.1547013521194458, 0.20263436436653137, 0.15234436094760895]","[0.602832555770874, 0.5329127907752991, 0.5516265034675598, 0.7323543429374695, 0.7634507417678833, 1.0, 0.7518189549446106]","[53, 37, 22, 31, 57, 32, 19]","[45, 5, 3, 2, 5, 9, 4]","[0.849056601524353, 0.13513512909412384, 0.13636364042758942, 0.06451612710952759, 0.08771929889917374, 0.28125, 0.21052631735801697]","[74, 58, 23, 40, 78, 49, 21]","[62, 10, 3, 5, 8, 12, 4]","[0.837837815284729, 0.17241379618644714, 0.1304347813129425, 0.125, 0.10256410390138626, 0.2448979616165161, 0.190476194024086]"
175,0.21881390593047034,0.20810906381971864,1.0,1.0,128,387,0.330749354005168,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.333, 0.214, 0.308, 0.057, 0.065, 0.102, 0.467]","[0.12336436659097672, 0.12940488755702972, 0.1702190339565277, 0.0891057550907135, 0.14530561864376068, 0.13199256360530853, 0.21060752868652344]","[0.5857547521591187, 0.6144362092018127, 0.808228611946106, 0.4230891168117523, 0.689935564994812, 0.6267229318618774, 1.0]","[77, 61, 34, 67, 66, 40, 42]","[63, 9, 11, 11, 10, 7, 17]","[0.8181818127632141, 0.14754098653793335, 0.3235294222831726, 0.16417910158634186, 0.1515151560306549, 0.17499999701976776, 0.4047619104385376]","[151, 119, 57, 107, 144, 89, 63]","[125, 19, 14, 16, 18, 19, 21]","[0.8278145790100098, 0.1596638709306717, 0.24561403691768646, 0.14953270554542542, 0.125, 0.21348313987255096, 0.3333333432674408]"
200,0.2065439672801636,0.2093052668072343,1.0,1.0,150,585,0.2564102564102564,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.427, 0.271, 0.09, 0.057, 0.117, 0.237, 0.267]","[0.15752550959587097, 0.22004790604114532, 0.0910322293639183, 0.08015891164541245, 0.20071403682231903, 0.17192572355270386, 0.07859542220830917]","[0.7158691883087158, 1.0, 0.41369277238845825, 0.3642793595790863, 0.9121379256248474, 0.7813104391098022, 0.3571741282939911]","[82, 85, 58, 100, 131, 76, 53]","[62, 18, 14, 13, 18, 11, 14]","[0.7560975551605225, 0.21176470816135406, 0.24137930572032928, 0.12999999523162842, 0.13740457594394684, 0.14473684132099152, 0.2641509473323822]","[233, 204, 115, 207, 275, 165, 116]","[187, 37, 28, 29, 36, 30, 35]","[0.8025751113891602, 0.18137255311012268, 0.24347825348377228, 0.14009661972522736, 0.13090908527374268, 0.1818181872367859, 0.3017241358757019]"
225,0.22699386503067484,0.21672325951958823,1.0,1.0,170,651,0.261136712749616,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.613, 0.171, 0.192, 0.114, 0.052, 0.22, 0.217]","[0.25531816482543945, 0.13519561290740967, 0.13607776165008545, 0.11551572382450104, 0.06257116794586182, 0.15162615478038788, 0.14369511604309082]","[1.0, 0.529518187046051, 0.5329732894897461, 0.4524383246898651, 0.24507135152816772, 0.5938714146614075, 0.5628080368041992]","[110, 87, 43, 143, 129, 78, 61]","[75, 17, 12, 20, 10, 17, 19]","[0.6818181872367859, 0.19540229439735413, 0.27906978130340576, 0.139860138297081, 0.07751937955617905, 0.21794871985912323, 0.31147539615631104]","[343, 291, 158, 350, 404, 243, 177]","[262, 54, 40, 49, 46, 47, 54]","[0.7638484239578247, 0.1855670064687729, 0.2531645596027374, 0.14000000059604645, 0.11386138945817947, 0.19341564178466797, 0.3050847351551056]"
