step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.12065439672801637,0.03076120959332639,0.14285714285714285,0.03571428571428571,0,0,,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.17995910020449898,0.08410042916249069,0.22857142857142856,0.15873015873015875,0,0,,0.98,"[0.0, 0.0, 1.0, 0.0, 0.4, 0.2, 0.0]","[0.0, 0.0, 0.974, 0.0, 0.078, 0.102, 0.0]","[0.14578106999397278, 0.13694430887699127, 0.1611800491809845, 0.1339114010334015, 0.15060794353485107, 0.14162011444568634, 0.12995487451553345]","[0.9044610261917114, 0.8496356010437012, 1.0, 0.8308187127113342, 0.9344081282615662, 0.8786454200744629, 0.806271493434906]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.20449897750511248,0.12080639193837414,0.34285714285714286,0.22820037105751392,0,0,,0.98,"[0.2, 1.0, 0.0, 0.0, 0.2, 1.0, 0.0]","[0.12, 0.786, 0.0, 0.0, 0.013, 0.593, 0.0]","[0.15275900065898895, 0.16033649444580078, 0.12930737435817719, 0.12082196027040482, 0.12973067164421082, 0.1803070306777954, 0.12673723697662354]","[0.847216010093689, 0.8892415165901184, 0.7171510457992554, 0.6700901389122009, 0.7194986939430237, 1.0, 0.7028968334197998]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
75,0.261758691206544,0.21777773323224364,0.6857142857142857,0.6724689875950379,0,0,,0.98,"[0.6, 1.0, 0.6, 0.2, 1.0, 1.0, 0.4]","[0.187, 0.514, 0.09, 0.0, 0.675, 0.119, 0.2]","[0.1092800498008728, 0.11390277743339539, 0.13817206025123596, 0.13019032776355743, 0.24937522411346436, 0.1027662605047226, 0.15631309151649475]","[0.43821534514427185, 0.45675256848335266, 0.554072916507721, 0.5220659971237183, 1.0, 0.41209492087364197, 0.626818835735321]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
100,0.3006134969325153,0.26734097816626573,0.8857142857142857,0.8827561327561327,9,13,0.6923076923076923,0.98,"[1.0, 1.0, 1.0, 0.8, 0.8, 1.0, 0.6]","[0.613, 0.286, 0.436, 0.071, 0.013, 0.373, 0.317]","[0.17743228375911713, 0.15722602605819702, 0.17725877463817596, 0.12344073504209518, 0.09526192396879196, 0.12225297838449478, 0.14712704718112946]","[1.0, 0.886118471622467, 0.9990221261978149, 0.6957061886787415, 0.5368916988372803, 0.6890120506286621, 0.8292011022567749]","[3, 2, 0, 0, 0, 5, 3]","[2, 1, 0, 0, 0, 3, 3]","[0.6666666865348816, 0.5, nan, nan, nan, 0.6000000238418579, 1.0]","[3, 2, 0, 0, 0, 5, 3]","[2, 1, 0, 0, 0, 3, 3]","[0.6666666865348816, 0.5, nan, nan, nan, 0.6000000238418579, 1.0]"
125,0.3047034764826176,0.3097224898666687,0.9714285714285714,0.9711399711399712,59,99,0.5959595959595959,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8]","[0.467, 0.214, 0.179, 0.129, 0.325, 0.508, 0.35]","[0.14584645628929138, 0.1240011677145958, 0.13699385523796082, 0.12751144170761108, 0.17417027056217194, 0.14796221256256104, 0.14351436495780945]","[0.8373786211013794, 0.7119536995887756, 0.786551296710968, 0.732107937335968, 1.0, 0.8495262265205383, 0.8239888548851013]","[30, 19, 4, 7, 5, 23, 11]","[29, 10, 0, 2, 1, 6, 11]","[0.9666666388511658, 0.5263158082962036, 0.0, 0.2857142984867096, 0.20000000298023224, 0.260869562625885, 1.0]","[33, 21, 4, 7, 5, 28, 14]","[31, 11, 0, 2, 1, 9, 14]","[0.939393937587738, 0.523809552192688, 0.0, 0.2857142984867096, 0.20000000298023224, 0.3214285671710968, 1.0]"
150,0.2985685071574642,0.27989623078664416,1.0,1.0,143,309,0.4627831715210356,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.64, 0.043, 0.244, 0.143, 0.312, 0.458, 0.25]","[0.15705391764640808, 0.08385118097066879, 0.1668282449245453, 0.14314524829387665, 0.19683560729026794, 0.13905763626098633, 0.1132279708981514]","[0.7978938221931458, 0.42599600553512573, 0.847551167011261, 0.7272325158119202, 1.0, 0.7064658403396606, 0.5752413272857666]","[73, 52, 30, 41, 24, 53, 36]","[64, 16, 2, 10, 3, 22, 26]","[0.8767123222351074, 0.3076923191547394, 0.06666667014360428, 0.24390244483947754, 0.125, 0.4150943458080292, 0.7222222089767456]","[106, 73, 34, 48, 29, 81, 50]","[95, 27, 2, 12, 4, 31, 40]","[0.8962264060974121, 0.36986300349235535, 0.05882352963089943, 0.25, 0.13793103396892548, 0.3827160596847534, 0.800000011920929]"
175,0.2822085889570552,0.2839827056903829,1.0,1.0,244,569,0.4288224956063269,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.387, 0.414, 0.218, 0.086, 0.078, 0.542, 0.317]","[0.1367800533771515, 0.2069711685180664, 0.148421511054039, 0.09949906915426254, 0.0954146757721901, 0.21021369099617004, 0.10269960761070251]","[0.6506714820861816, 0.984575092792511, 0.7060506343841553, 0.47332343459129333, 0.4538937211036682, 1.0, 0.48854860663414]","[98, 125, 63, 67, 56, 81, 79]","[87, 38, 10, 19, 13, 29, 48]","[0.8877550959587097, 0.30399999022483826, 0.1587301641702652, 0.28358209133148193, 0.2321428507566452, 0.3580246865749359, 0.607594907283783]","[204, 198, 97, 115, 85, 162, 129]","[182, 65, 12, 31, 17, 60, 88]","[0.8921568393707275, 0.32828283309936523, 0.12371134012937546, 0.269565224647522, 0.20000000298023224, 0.37037035822868347, 0.682170569896698]"
200,0.3496932515337423,0.35157378239144593,1.0,1.0,224,498,0.4497991967871486,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.507, 0.329, 0.256, 0.329, 0.221, 0.339, 0.5]","[0.10655375570058823, 0.15228362381458282, 0.14004924893379211, 0.1783113032579422, 0.1405249536037445, 0.12915147840976715, 0.15312540531158447]","[0.5975714921951294, 0.8540323376655579, 0.7854199409484863, 1.0, 0.7880877256393433, 0.7243033647537231, 0.8587532043457031]","[97, 102, 41, 49, 67, 52, 90]","[71, 45, 9, 11, 14, 25, 49]","[0.7319587469100952, 0.44117647409439087, 0.2195121943950653, 0.22448979318141937, 0.20895522832870483, 0.48076921701431274, 0.5444444417953491]","[301, 300, 138, 164, 152, 214, 219]","[253, 110, 21, 42, 31, 85, 137]","[0.840531587600708, 0.36666667461395264, 0.15217390656471252, 0.25609755516052246, 0.20394736528396606, 0.3971962630748749, 0.6255707740783691]"
225,0.3067484662576687,0.30067087684235805,1.0,1.0,228,611,0.37315875613747956,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.613, 0.257, 0.103, 0.257, 0.104, 0.542, 0.333]","[0.18388590216636658, 0.1737624704837799, 0.09561171382665634, 0.15926846861839294, 0.10700629651546478, 0.18355372548103333, 0.09691119194030762]","[1.0, 0.9449471831321716, 0.5199512839317322, 0.8661265969276428, 0.5819168090820312, 0.9981935620307922, 0.5270180702209473]","[118, 122, 50, 66, 101, 72, 82]","[86, 33, 7, 24, 15, 22, 41]","[0.7288135886192322, 0.2704918086528778, 0.14000000059604645, 0.3636363744735718, 0.14851485192775726, 0.3055555522441864, 0.5]","[419, 422, 188, 230, 253, 286, 301]","[339, 143, 28, 66, 46, 107, 178]","[0.8090692162513733, 0.3388625681400299, 0.1489361673593521, 0.2869565188884735, 0.1818181872367859, 0.3741258680820465, 0.5913621187210083]"
