step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.1390593047034765,0.0363150867823765,0.14285714285714285,0.03571428571428571,0,0,,0.0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.971, 0.0, 0.0, 0.0]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.12883435582822086,0.08844815147204026,0.42857142857142855,0.2956091527520099,0,0,,0.98,"[0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0]","[0.013, 0.3, 0.128, 0.057, 0.0, 0.458, 0.0]","[0.1154845580458641, 0.17194706201553345, 0.10796438157558441, 0.16362790763378143, 0.13221701979637146, 0.17810137569904327, 0.13065743446350098]","[0.6484203338623047, 0.9654448628425598, 0.6061962246894836, 0.9187346696853638, 0.7423694729804993, 1.0, 0.7336127161979675]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.1554192229038855,0.1355671166428513,0.8095238095238095,0.8142857142857143,0,0,,0.98,"[0.333, 1.0, 1.0, 0.667, 0.667, 1.0, 1.0]","[0.027, 0.286, 0.231, 0.129, 0.0, 0.153, 0.3]","[0.11306741088628769, 0.1688571572303772, 0.14521612226963043, 0.1442253440618515, 0.10496367514133453, 0.14815694093704224, 0.1755131185054779]","[0.6442105770111084, 0.9620771408081055, 0.8273804187774658, 0.8217353820800781, 0.598038911819458, 0.8441359996795654, 1.0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
75,0.16768916155419222,0.14244987643115978,1.0,1.0,0,1,0.0,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.16, 0.286, 0.282, 0.029, 0.013, 0.034, 0.383]","[0.10187610238790512, 0.20421230792999268, 0.12907059490680695, 0.10540323704481125, 0.09373064339160919, 0.12853918969631195, 0.23716768622398376]","[0.4295530617237091, 0.8610460758209229, 0.5442166328430176, 0.44442495703697205, 0.39520832896232605, 0.5419759750366211, 1.0]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, 0.0, nan, nan, nan, nan]","[0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, 0.0, nan, nan, nan, nan]"
100,0.19222903885480572,0.1812299816987216,1.0,1.0,34,83,0.40963855421686746,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.28, 0.1, 0.218, 0.257, 0.026, 0.119, 0.367]","[0.17395804822444916, 0.11635288596153259, 0.16041798889636993, 0.13037066161632538, 0.10109160095453262, 0.15130706131458282, 0.16650159657001495]","[1.0, 0.6688560247421265, 0.922164797782898, 0.7494373917579651, 0.58112633228302, 0.8697904944419861, 0.9571365118026733]","[24, 6, 13, 18, 3, 6, 13]","[19, 1, 4, 5, 2, 0, 3]","[0.7916666865348816, 0.1666666716337204, 0.3076923191547394, 0.2777777910232544, 0.6666666865348816, 0.0, 0.23076923191547394]","[24, 6, 14, 18, 3, 6, 13]","[19, 1, 4, 5, 2, 0, 3]","[0.7916666865348816, 0.1666666716337204, 0.2857142984867096, 0.2777777910232544, 0.6666666865348816, 0.0, 0.23076923191547394]"
125,0.2229038854805726,0.21982652155099017,1.0,1.0,75,235,0.3191489361702128,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.36, 0.2, 0.128, 0.343, 0.065, 0.237, 0.25]","[0.13570772111415863, 0.20179426670074463, 0.07531764358282089, 0.16405364871025085, 0.09503619372844696, 0.16464979946613312, 0.16344048082828522]","[0.6725053191184998, 1.0, 0.37323975563049316, 0.812974750995636, 0.47095587849617004, 0.8159290552139282, 0.8099362254142761]","[53, 30, 12, 46, 13, 25, 56]","[38, 6, 3, 12, 2, 3, 11]","[0.7169811129570007, 0.20000000298023224, 0.25, 0.260869562625885, 0.1538461595773697, 0.11999999731779099, 0.1964285671710968]","[77, 36, 26, 64, 16, 31, 69]","[57, 7, 7, 17, 4, 3, 14]","[0.7402597665786743, 0.1944444477558136, 0.26923078298568726, 0.265625, 0.25, 0.09677419066429138, 0.2028985470533371]"
150,0.2065439672801636,0.19528847032929011,1.0,1.0,117,410,0.28536585365853656,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.4, 0.157, 0.218, 0.257, 0.0, 0.237, 0.183]","[0.14462195336818695, 0.16984714567661285, 0.15170979499816895, 0.15210756659507751, 0.028865214437246323, 0.1987495869398117, 0.1540985107421875]","[0.7276591658592224, 0.8545786142349243, 0.7633212804794312, 0.7653226852416992, 0.14523407816886902, 1.0, 0.7753400206565857]","[91, 71, 30, 61, 11, 40, 106]","[73, 8, 3, 12, 5, 5, 11]","[0.8021978139877319, 0.11267605423927307, 0.10000000149011612, 0.19672131538391113, 0.4545454680919647, 0.125, 0.1037735864520073]","[168, 107, 56, 125, 27, 71, 175]","[130, 15, 10, 29, 9, 8, 25]","[0.773809552192688, 0.14018692076206207, 0.1785714328289032, 0.23199999332427979, 0.3333333432674408, 0.11267605423927307, 0.1428571492433548]"
175,0.20449897750511248,0.18884013518759438,1.0,1.0,155,508,0.3051181102362205,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.453, 0.2, 0.231, 0.171, 0.0, 0.254, 0.117]","[0.1935344934463501, 0.18860948085784912, 0.1844911128282547, 0.13727428019046783, 0.02922932617366314, 0.17649169266223907, 0.09036940336227417]","[1.0, 0.9745522737503052, 0.9532725214958191, 0.7093013525009155, 0.15102902054786682, 0.9119392037391663, 0.46694210171699524]","[104, 87, 31, 73, 6, 68, 139]","[79, 18, 9, 19, 1, 9, 20]","[0.7596153616905212, 0.2068965584039688, 0.29032257199287415, 0.2602739632129669, 0.1666666716337204, 0.13235294818878174, 0.14388489723205566]","[272, 194, 87, 198, 33, 139, 314]","[209, 33, 19, 48, 10, 17, 45]","[0.7683823704719543, 0.17010308802127838, 0.2183908075094223, 0.24242424964904785, 0.3030303120613098, 0.12230215966701508, 0.14331209659576416]"
200,0.19427402862985685,0.18538057578968833,1.0,1.0,154,594,0.25925925925925924,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.4, 0.243, 0.218, 0.171, 0.0, 0.169, 0.15]","[0.1021164208650589, 0.24788448214530945, 0.16600121557712555, 0.172926664352417, 0.017926061525940895, 0.16062192618846893, 0.13252300024032593]","[0.4119516611099243, 1.0, 0.6696716547012329, 0.6976099014282227, 0.07231619209051132, 0.6479708552360535, 0.5346159338951111]","[116, 101, 66, 89, 5, 72, 145]","[81, 17, 7, 13, 0, 17, 19]","[0.6982758641242981, 0.1683168262243271, 0.10606060922145844, 0.14606741070747375, 0.0, 0.2361111044883728, 0.1310344785451889]","[388, 295, 153, 287, 38, 211, 459]","[290, 50, 26, 61, 10, 34, 64]","[0.7474226951599121, 0.16949152946472168, 0.16993464529514313, 0.2125435471534729, 0.2631579041481018, 0.1611374467611313, 0.13943354785442352]"
225,0.2085889570552147,0.19530854050050556,1.0,1.0,191,811,0.23551171393341552,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.427, 0.243, 0.244, 0.171, 0.0, 0.203, 0.167]","[0.1913415640592575, 0.24145549535751343, 0.16794216632843018, 0.11339283734560013, 0.011762656271457672, 0.15701322257518768, 0.11709188669919968]","[0.7924506664276123, 1.0, 0.6955408453941345, 0.46962210536003113, 0.04871562868356705, 0.6502780914306641, 0.48494189977645874]","[136, 149, 92, 133, 3, 128, 170]","[82, 33, 15, 19, 0, 18, 24]","[0.6029411554336548, 0.2214765101671219, 0.16304348409175873, 0.1428571492433548, 0.0, 0.140625, 0.1411764770746231]","[524, 444, 245, 420, 41, 339, 629]","[372, 83, 41, 80, 10, 52, 88]","[0.7099236845970154, 0.18693692982196808, 0.16734693944454193, 0.190476194024086, 0.24390244483947754, 0.15339232981204987, 0.13990460336208344]"
