step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.15723270440251572,0.08879260898588018,0.14285714285714285,0.05714285714285715,0,0,,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.039, 0.862, 0.06, 0.0, 0.138, 0.034, 0.0]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.16561844863731656,0.14725236143632842,1.0,1.0,0,0,,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.065, 0.031, 0.169, 0.038, 0.431, 0.19, 0.32]","[0.13921286165714264, 0.1083529144525528, 0.1399747133255005, 0.11441054940223694, 0.17262451350688934, 0.1778767704963684, 0.14754743874073029]","[0.7826365232467651, 0.6091459393501282, 0.7869195938110352, 0.6432011723518372, 0.970472514629364, 1.0, 0.829492449760437]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.19077568134171907,0.15387981481142998,1.0,1.0,5,10,0.5,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.077, 0.157, 0.468, 0.015, 0.19, 0.48]","[0.09143298864364624, 0.12890905141830444, 0.15707603096961975, 0.2315954715013504, 0.07497373223304749, 0.14039433002471924, 0.17561817169189453]","[0.39479610323905945, 0.556613028049469, 0.6782344579696655, 1.0, 0.3237271010875702, 0.6062049865722656, 0.7582970857620239]","[0, 3, 2, 5, 0, 0, 0]","[0, 2, 1, 2, 0, 0, 0]","[nan, 0.6666666865348816, 0.5, 0.4000000059604645, nan, nan, nan]","[0, 3, 2, 5, 0, 0, 0]","[0, 2, 1, 2, 0, 0, 0]","[nan, 0.6666666865348816, 0.5, 0.4000000059604645, nan, nan, nan]"
75,0.16771488469601678,0.1288814704679931,1.0,1.0,56,203,0.27586206896551724,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.262, 0.0, 0.241, 0.0, 0.293, 0.54]","[0.10389482229948044, 0.1189083606004715, 0.04981572553515434, 0.15722447633743286, 0.04915895685553551, 0.18692025542259216, 0.3340771794319153]","[0.31099048256874084, 0.35593080520629883, 0.14911441504955292, 0.4706232249736786, 0.1471485048532486, 0.559512197971344, 1.0]","[20, 37, 10, 31, 12, 51, 42]","[4, 10, 4, 8, 2, 21, 7]","[0.20000000298023224, 0.2702702581882477, 0.4000000059604645, 0.25806450843811035, 0.1666666716337204, 0.4117647111415863, 0.1666666716337204]","[20, 40, 12, 36, 12, 51, 42]","[4, 12, 5, 10, 2, 21, 7]","[0.20000000298023224, 0.30000001192092896, 0.4166666567325592, 0.2777777910232544, 0.1666666716337204, 0.4117647111415863, 0.1666666716337204]"
100,0.1949685534591195,0.1792324771482192,1.0,1.0,156,675,0.2311111111111111,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.065, 0.2, 0.157, 0.329, 0.0, 0.379, 0.28]","[0.09103760123252869, 0.2064163237810135, 0.14029012620449066, 0.17570476233959198, 0.019080491736531258, 0.0947202667593956, 0.2727501690387726]","[0.3337765038013458, 0.7567963004112244, 0.5143539309501648, 0.6441966891288757, 0.06995593011379242, 0.3472784757614136, 1.0]","[73, 166, 69, 179, 3, 156, 29]","[10, 32, 13, 39, 1, 57, 4]","[0.13698630034923553, 0.1927710771560669, 0.18840579688549042, 0.2178770899772644, 0.3333333432674408, 0.36538460850715637, 0.13793103396892548]","[93, 206, 81, 215, 15, 207, 71]","[14, 44, 18, 49, 3, 78, 11]","[0.1505376398563385, 0.21359223127365112, 0.2222222238779068, 0.2279069721698761, 0.20000000298023224, 0.37681159377098083, 0.15492957830429077]"
125,0.1928721174004193,0.1827978259215223,1.0,1.0,180,932,0.19313304721030042,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.078, 0.2, 0.205, 0.329, 0.0, 0.276, 0.28]","[0.08686608076095581, 0.20982031524181366, 0.27846595644950867, 0.2234346717596054, 0.014000711031258106, 0.05978862941265106, 0.12762342393398285]","[0.3119450509548187, 0.7534863948822021, 1.0, 0.8023769855499268, 0.05027800053358078, 0.2147071361541748, 0.4583089053630829]","[142, 187, 172, 164, 0, 135, 132]","[20, 31, 31, 31, 0, 48, 19]","[0.14084507524967194, 0.16577540338039398, 0.18023255467414856, 0.18902438879013062, nan, 0.35555556416511536, 0.14393939077854156]","[235, 393, 253, 379, 15, 342, 203]","[34, 75, 49, 80, 3, 126, 30]","[0.14468085765838623, 0.19083969295024872, 0.19367589056491852, 0.21108178794384003, 0.20000000298023224, 0.3684210479259491, 0.14778324961662292]"
150,0.20335429769392033,0.19230986296057043,1.0,1.0,216,1128,0.19148936170212766,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.208, 0.154, 0.133, 0.329, 0.015, 0.328, 0.28]","[0.2902441918849945, 0.09072805196046829, 0.14803020656108856, 0.1415945142507553, 0.009686162695288658, 0.1410488784313202, 0.1786677986383438]","[1.0, 0.31259214878082275, 0.5100195407867432, 0.48784616589546204, 0.033372461795806885, 0.4859662353992462, 0.6155775189399719]","[179, 195, 169, 200, 0, 151, 234]","[23, 24, 29, 49, 0, 56, 35]","[0.1284916251897812, 0.1230769231915474, 0.17159762978553772, 0.24500000476837158, nan, 0.3708609342575073, 0.14957265555858612]","[414, 588, 422, 579, 15, 493, 437]","[57, 99, 78, 129, 3, 182, 65]","[0.13768115639686584, 0.16836734116077423, 0.18483412265777588, 0.2227979302406311, 0.20000000298023224, 0.36916837096214294, 0.14874142408370972]"
175,0.18029350104821804,0.16875694607481356,1.0,1.0,202,1179,0.17133163698049195,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.104, 0.185, 0.145, 0.329, 0.0, 0.207, 0.32]","[0.15607202053070068, 0.2404366135597229, 0.16813713312149048, 0.13799262046813965, 0.008569619618356228, 0.10649804025888443, 0.18229372799396515]","[0.6491191983222961, 1.0, 0.6992992162704468, 0.5739251375198364, 0.03564190864562988, 0.4429360330104828, 0.7581778764724731]","[188, 173, 216, 233, 1, 143, 225]","[17, 33, 39, 40, 0, 50, 23]","[0.0904255285859108, 0.19075144827365875, 0.1805555522441864, 0.17167381942272186, 0.0, 0.3496503531932831, 0.10222221910953522]","[602, 761, 638, 812, 16, 636, 662]","[74, 132, 117, 169, 3, 232, 88]","[0.1229235902428627, 0.17345598340034485, 0.18338558077812195, 0.20812807977199554, 0.1875, 0.36477985978126526, 0.13293051719665527]"
200,0.1949685534591195,0.18240975264814324,1.0,1.0,220,1203,0.1828761429758936,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.13, 0.169, 0.108, 0.304, 0.015, 0.379, 0.32]","[0.1400693655014038, 0.1254681497812271, 0.1308990865945816, 0.21567881107330322, 0.00690450519323349, 0.14713749289512634, 0.23384234309196472]","[0.5989906191825867, 0.5365501642227173, 0.5597749352455139, 0.9223257303237915, 0.029526324942708015, 0.6292166113853455, 1.0]","[215, 241, 210, 146, 0, 168, 223]","[34, 27, 28, 38, 0, 64, 29]","[0.15813954174518585, 0.11203319579362869, 0.13333334028720856, 0.2602739632129669, nan, 0.380952388048172, 0.1300448477268219]","[817, 1002, 848, 958, 16, 804, 885]","[108, 159, 145, 207, 3, 296, 117]","[0.13219094276428223, 0.15868262946605682, 0.17099057137966156, 0.21607515215873718, 0.1875, 0.3681592047214508, 0.1322033852338791]"
225,0.18658280922431866,0.1725573981600819,1.0,1.0,255,1308,0.19495412844036697,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.104, 0.185, 0.133, 0.329, 0.0, 0.276, 0.32]","[0.1468084305524826, 0.11438234150409698, 0.23939694464206696, 0.1859319806098938, 0.005127385258674622, 0.14168724417686462, 0.16666540503501892]","[0.6132426857948303, 0.4777936637401581, 1.0, 0.776668131351471, 0.021417923271656036, 0.5918506979942322, 0.6961885094642639]","[208, 265, 235, 182, 0, 171, 247]","[32, 44, 42, 43, 0, 65, 29]","[0.1538461595773697, 0.16603773832321167, 0.17872340977191925, 0.23626373708248138, nan, 0.3801169693470001, 0.11740890890359879]","[1025, 1267, 1083, 1140, 16, 975, 1132]","[140, 203, 187, 250, 3, 361, 146]","[0.13658536970615387, 0.16022099554538727, 0.17266851663589478, 0.21929824352264404, 0.1875, 0.3702564239501953, 0.1289752721786499]"
