step,acc_train,f1_train,cw_acc_train,acc_val,f1_val,cw_acc_val,acc_test,f1_test,cw_acc_test,psl_correct,psl_total,acc_psl,pslt_global,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.14285714285714285,0.03571428571428571,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",0.12065439672801637,0.03076120959332639,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",0.12269938650306748,0.031225604996096803,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",0,0,,0.0,"[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.45714285714285713,0.34114100185528756,"[0.0, 0.8, 0.0, 0.8, 1.0, 0.0, 0.6]",0.17177914110429449,0.12740539530007483,"[0.013, 0.286, 0.0, 0.086, 0.234, 0.0, 0.65]",0.1983640081799591,0.15062595909650106,"[0.013, 0.271, 0.0, 0.114, 0.382, 0.0, 0.656]",0,0,,0.98,"[0.1259927749633789, 0.13697518408298492, 0.14402775466442108, 0.15508203208446503, 0.14348897337913513, 0.1407759040594101, 0.1536571979522705]","[0.8124266266822815, 0.8832434415817261, 0.9287198185920715, 1.0, 0.9252456426620483, 0.907751202583313, 0.990812361240387]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.9428571428571428,0.9422799422799423,"[1.0, 1.0, 0.8, 1.0, 1.0, 0.8, 1.0]",0.28629856850715746,0.2813194682310825,"[0.28, 0.386, 0.231, 0.257, 0.208, 0.085, 0.583]",0.34151329243353784,0.3172395013889748,"[0.347, 0.4, 0.182, 0.329, 0.461, 0.017, 0.656]",0,2,0.0,0.98,"[0.11911356449127197, 0.11376140266656876, 0.16073155403137207, 0.15796856582164764, 0.162124902009964, 0.12403280287981033, 0.1622670739889145]","[0.7340587377548218, 0.7010750770568848, 0.9905371069908142, 0.973509669303894, 0.9991238117218018, 0.7643744349479675, 1.0]","[0, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, 0.0, nan, nan]","[0, 0, 0, 0, 2, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, 0.0, nan, nan]"
75,0.9428571428571428,0.9444444444444445,"[1.0, 0.8, 1.0, 1.0, 1.0, 0.8, 1.0]",0.3067484662576687,0.31049532476301805,"[0.4, 0.186, 0.167, 0.571, 0.182, 0.153, 0.517]",0.36400817995910023,0.35493666386312206,"[0.507, 0.186, 0.221, 0.586, 0.342, 0.083, 0.623]",89,215,0.413953488372093,0.98,"[0.12843409180641174, 0.10403409600257874, 0.16411316394805908, 0.20530079305171967, 0.1692255586385727, 0.1022433489561081, 0.12664873898029327]","[0.6255898475646973, 0.5067398548126221, 0.7993791103363037, 1.0, 0.8242810964584351, 0.4980173110961914, 0.6168935894966125]","[39, 34, 12, 24, 40, 18, 48]","[21, 15, 2, 4, 7, 6, 34]","[0.5384615659713745, 0.44117647409439087, 0.1666666716337204, 0.1666666716337204, 0.17499999701976776, 0.3333333432674408, 0.7083333134651184]","[39, 34, 12, 24, 42, 18, 48]","[21, 15, 2, 4, 7, 6, 34]","[0.5384615659713745, 0.44117647409439087, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.3333333432674408, 0.7083333134651184]"
100,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.31901840490797545,0.31367938155785197,"[0.52, 0.171, 0.192, 0.143, 0.351, 0.407, 0.483]",0.37423312883435583,0.36238271775480496,"[0.627, 0.229, 0.195, 0.2, 0.474, 0.283, 0.623]",163,396,0.4116161616161616,0.98,"[0.2022404968738556, 0.07784275710582733, 0.14580397307872772, 0.10314658284187317, 0.18531067669391632, 0.19592097401618958, 0.08973431587219238]","[1.0, 0.3849019408226013, 0.7209435105323792, 0.5100194215774536, 0.9162886738777161, 0.9687524437904358, 0.44370102882385254]","[58, 71, 20, 46, 92, 30, 79]","[36, 35, 4, 15, 21, 11, 41]","[0.6206896305084229, 0.49295774102211, 0.20000000298023224, 0.32608696818351746, 0.22826087474822998, 0.36666667461395264, 0.5189873576164246]","[97, 105, 32, 70, 134, 48, 127]","[57, 50, 6, 19, 28, 17, 75]","[0.5876288414001465, 0.4761904776096344, 0.1875, 0.27142858505249023, 0.20895522832870483, 0.3541666567325592, 0.5905511975288391]"
125,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.278118609406953,0.271063767687881,"[0.613, 0.243, 0.269, 0.157, 0.143, 0.339, 0.167]",0.32515337423312884,0.31558203600279455,"[0.693, 0.271, 0.247, 0.271, 0.329, 0.217, 0.197]",202,446,0.452914798206278,0.98,"[0.22430133819580078, 0.12458642572164536, 0.1881897747516632, 0.1275506615638733, 0.17326398193836212, 0.10914768278598785, 0.05295991525053978]","[1.0, 0.555442214012146, 0.8390042185783386, 0.5686575770378113, 0.7724607586860657, 0.48661181330680847, 0.23611056804656982]","[85, 83, 27, 66, 77, 37, 71]","[61, 43, 3, 14, 19, 21, 41]","[0.7176470756530762, 0.5180723071098328, 0.1111111119389534, 0.21212121844291687, 0.2467532455921173, 0.5675675868988037, 0.577464759349823]","[182, 188, 59, 136, 211, 85, 198]","[118, 93, 9, 33, 47, 38, 116]","[0.6483516693115234, 0.49468085169792175, 0.1525423675775528, 0.24264705181121826, 0.22274881601333618, 0.4470588266849518, 0.5858585834503174]"
150,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.3476482617586912,0.3541780569714663,"[0.453, 0.429, 0.244, 0.186, 0.247, 0.424, 0.5]",0.39059304703476483,0.39295895067292413,"[0.533, 0.471, 0.26, 0.243, 0.421, 0.283, 0.525]",231,526,0.4391634980988593,0.98,"[0.12143517285585403, 0.15963569283485413, 0.1761411428451538, 0.16821692883968353, 0.13897931575775146, 0.16533319652080536, 0.07025834172964096]","[0.689419686794281, 0.9062941670417786, 1.0, 0.9550121426582336, 0.7890224456787109, 0.9386404156684875, 0.39887523651123047]","[68, 126, 31, 79, 78, 48, 96]","[45, 51, 10, 20, 20, 15, 70]","[0.6617646813392639, 0.4047619104385376, 0.32258063554763794, 0.2531645596027374, 0.25641027092933655, 0.3125, 0.7291666865348816]","[250, 314, 90, 215, 289, 133, 294]","[163, 144, 19, 53, 67, 53, 186]","[0.6520000100135803, 0.4585987329483032, 0.21111111342906952, 0.24651162326335907, 0.23183390498161316, 0.39849624037742615, 0.6326530575752258]"
175,0.9714285714285714,0.9711399711399711,"[1.0, 1.0, 0.8, 1.0, 1.0, 1.0, 1.0]",0.3149284253578732,0.3131316696825008,"[0.427, 0.229, 0.256, 0.071, 0.325, 0.424, 0.517]",0.36809815950920244,0.36473153207223036,"[0.587, 0.3, 0.221, 0.171, 0.487, 0.267, 0.541]",237,535,0.44299065420560746,0.98,"[0.22373245656490326, 0.10435916483402252, 0.14286454021930695, 0.0864771157503128, 0.13900725543498993, 0.21055251359939575, 0.09300673007965088]","[1.0, 0.46644625067710876, 0.6385508179664612, 0.3865202069282532, 0.6213101744651794, 0.9410905838012695, 0.415705144405365]","[54, 120, 44, 71, 87, 49, 110]","[33, 67, 11, 11, 21, 21, 73]","[0.6111111044883728, 0.5583333373069763, 0.25, 0.15492957830429077, 0.24137930572032928, 0.4285714328289032, 0.6636363863945007]","[304, 434, 134, 286, 376, 182, 404]","[196, 211, 30, 64, 88, 74, 259]","[0.6447368264198303, 0.4861751198768616, 0.2238806039094925, 0.2237762212753296, 0.23404255509376526, 0.4065934121608734, 0.6410890817642212]"
200,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.34355828220858897,0.3555734707281478,"[0.4, 0.371, 0.244, 0.271, 0.338, 0.305, 0.5]",0.38650306748466257,0.38598970953326955,"[0.587, 0.343, 0.221, 0.4, 0.421, 0.167, 0.557]",321,700,0.4585714285714286,0.98,"[0.13539038598537445, 0.08923083543777466, 0.17398393154144287, 0.17298434674739838, 0.22531718015670776, 0.10186843574047089, 0.10122469812631607]","[0.6008879542350769, 0.3960232138633728, 0.7721734046936035, 0.7677370309829712, 1.0, 0.45211127400398254, 0.44925424456596375]","[106, 119, 67, 103, 117, 70, 118]","[67, 54, 22, 30, 32, 24, 92]","[0.6320754885673523, 0.45378151535987854, 0.3283582031726837, 0.291262149810791, 0.2735042870044708, 0.34285715222358704, 0.7796609997749329]","[410, 553, 201, 389, 493, 252, 522]","[263, 265, 52, 94, 120, 98, 351]","[0.6414633989334106, 0.47920432686805725, 0.2587064802646637, 0.24164524674415588, 0.2434077113866806, 0.3888888955116272, 0.6724137663841248]"
225,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.32719836400818,0.32339089066684046,"[0.4, 0.443, 0.244, 0.2, 0.104, 0.441, 0.533]",0.37014314928425357,0.36529879285046885,"[0.56, 0.471, 0.195, 0.314, 0.184, 0.3, 0.607]",273,584,0.4674657534246575,0.98,"[0.1788455992937088, 0.12168299406766891, 0.16240999102592468, 0.18068616092205048, 0.09543476998806, 0.16092799603939056, 0.10001230239868164]","[0.989813506603241, 0.6734494566917419, 0.8988512754440308, 1.0, 0.5281797647476196, 0.8906492590904236, 0.5535138845443726]","[117, 94, 59, 78, 75, 55, 106]","[70, 52, 13, 24, 22, 19, 73]","[0.5982906222343445, 0.5531914830207825, 0.22033898532390594, 0.3076923191547394, 0.2933333218097687, 0.34545454382896423, 0.6886792182922363]","[527, 647, 260, 467, 568, 307, 628]","[333, 317, 65, 118, 142, 117, 424]","[0.6318785548210144, 0.4899536371231079, 0.25, 0.25267666578292847, 0.25, 0.38110747933387756, 0.675159215927124]"
250,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.310838445807771,0.3105534613317983,"[0.413, 0.386, 0.269, 0.114, 0.234, 0.254, 0.533]",0.3721881390593047,0.36580641372211337,"[0.587, 0.429, 0.299, 0.229, 0.303, 0.167, 0.59]",338,742,0.4555256064690027,0.98,"[0.19767551124095917, 0.14906449615955353, 0.25261950492858887, 0.06302769482135773, 0.11882921308279037, 0.13982397317886353, 0.07895947247743607]","[0.7825029492378235, 0.5900751948356628, 1.0, 0.24949654936790466, 0.47038811445236206, 0.5534963607788086, 0.31256285309791565]","[117, 126, 79, 86, 109, 91, 134]","[68, 68, 20, 22, 31, 32, 97]","[0.5811966061592102, 0.5396825671195984, 0.2531645596027374, 0.25581395626068115, 0.2844036817550659, 0.35164836049079895, 0.7238805890083313]","[644, 773, 339, 553, 677, 398, 762]","[401, 385, 85, 140, 173, 149, 521]","[0.6226708292961121, 0.4980595111846924, 0.2507374584674835, 0.2531645596027374, 0.2555391490459442, 0.37437185645103455, 0.6837270259857178]"
275,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.28016359918200406,0.2732389137635472,"[0.467, 0.186, 0.103, 0.1, 0.234, 0.407, 0.533]",0.35173824130879344,0.33847644896085843,"[0.64, 0.243, 0.078, 0.186, 0.461, 0.267, 0.607]",299,761,0.392904073587385,0.98,"[0.2247931957244873, 0.12065797299146652, 0.1049710214138031, 0.07689566910266876, 0.19107785820960999, 0.22769880294799805, 0.05390528589487076]","[0.9872392416000366, 0.5299016833305359, 0.461008220911026, 0.3377078175544739, 0.8391693830490112, 1.0, 0.23673944175243378]","[101, 130, 87, 111, 116, 110, 106]","[57, 60, 25, 26, 29, 26, 76]","[0.5643564462661743, 0.4615384638309479, 0.28735631704330444, 0.23423422873020172, 0.25, 0.23636363446712494, 0.7169811129570007]","[745, 903, 426, 664, 793, 508, 868]","[458, 445, 110, 166, 202, 175, 597]","[0.6147651076316833, 0.4928017854690552, 0.2582159638404846, 0.25, 0.25472888350486755, 0.3444882035255432, 0.6877880096435547]"
300,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.294478527607362,0.2965659278231115,"[0.453, 0.186, 0.128, 0.214, 0.299, 0.288, 0.533]",0.35991820040899797,0.35733267034080046,"[0.6, 0.314, 0.156, 0.329, 0.368, 0.183, 0.574]",329,815,0.403680981595092,0.98,"[0.23514458537101746, 0.08303371071815491, 0.11249878257513046, 0.132464200258255, 0.250690221786499, 0.12683641910552979, 0.05933189392089844]","[0.9379886388778687, 0.3312203884124756, 0.4487561583518982, 0.5283979773521423, 1.0, 0.5059487819671631, 0.23667414486408234]","[129, 119, 103, 137, 103, 103, 121]","[72, 55, 40, 32, 21, 25, 84]","[0.5581395626068115, 0.462184876203537, 0.3883495032787323, 0.23357664048671722, 0.20388349890708923, 0.24271844327449799, 0.6942148804664612]","[874, 1022, 529, 801, 896, 611, 989]","[530, 500, 150, 198, 223, 200, 681]","[0.6064073443412781, 0.4892368018627167, 0.2835538685321808, 0.24719101190567017, 0.2488839328289032, 0.3273322284221649, 0.6885743141174316]"
325,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.294478527607362,0.29575296309013893,"[0.467, 0.186, 0.141, 0.171, 0.195, 0.441, 0.533]",0.3456032719836401,0.3455547671947265,"[0.587, 0.314, 0.091, 0.286, 0.342, 0.3, 0.525]",358,895,0.4,0.98,"[0.24967564642429352, 0.09757964313030243, 0.08005689829587936, 0.12611079216003418, 0.13541722297668457, 0.2135087549686432, 0.09765087813138962]","[1.0, 0.39082562923431396, 0.3206436038017273, 0.5050984621047974, 0.5423725843429565, 0.8551445007324219, 0.39111095666885376]","[147, 146, 83, 161, 98, 119, 141]","[72, 75, 20, 32, 29, 30, 100]","[0.4897959232330322, 0.5136986374855042, 0.2409638613462448, 0.19875776767730713, 0.29591837525367737, 0.2521008551120758, 0.7092198729515076]","[1021, 1168, 612, 962, 994, 730, 1130]","[602, 575, 170, 230, 252, 230, 781]","[0.5896180272102356, 0.4922945201396942, 0.2777777910232544, 0.23908524215221405, 0.2535211145877838, 0.31506848335266113, 0.691150426864624]"
