step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.16771488469601678,0.05303648732220161,0.14285714285714285,0.03759398496240601,0,0,,0.0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.975, 0.0, 0.0, 0.06]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.27253668763102723,0.2414375901875902,0.6571428571428571,0.6295918367346938,0,0,,0.98,"[0.8, 0.8, 1.0, 0.6, 1.0, 0.2, 0.2]","[0.429, 0.477, 0.301, 0.101, 0.385, 0.138, 0.0]","[0.1377321481704712, 0.16478119790554047, 0.14964348077774048, 0.14539532363414764, 0.11899819225072861, 0.13096128404140472, 0.15248817205429077]","[0.8358486890792847, 1.0, 0.9081344604492188, 0.8823538422584534, 0.7221587896347046, 0.794758677482605, 0.9253978729248047]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.22641509433962265,0.19425289847988222,0.7428571428571429,0.7261904761904762,0,0,,0.98,"[1.0, 1.0, 0.8, 0.8, 1.0, 0.0, 0.6]","[0.234, 0.308, 0.036, 0.076, 0.785, 0.086, 0.1]","[0.10260526835918427, 0.09837479889392853, 0.09560031443834305, 0.10466159880161285, 0.2797294855117798, 0.20283564925193787, 0.11619266867637634]","[0.36680176854133606, 0.35167834162712097, 0.34175989031791687, 0.37415289878845215, 1.0, 0.725113570690155, 0.41537511348724365]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
75,0.3060796645702306,0.2915244167588523,0.9714285714285714,0.9711399711399712,12,24,0.5,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.8, 1.0]","[0.597, 0.262, 0.205, 0.165, 0.462, 0.224, 0.2]","[0.19179169833660126, 0.12370371073484421, 0.10471553355455399, 0.13046671450138092, 0.1706538200378418, 0.15026576817035675, 0.12840256094932556]","[1.0, 0.6449899077415466, 0.545985758304596, 0.6802521347999573, 0.8897873163223267, 0.7834842205047607, 0.6694896817207336]","[6, 2, 3, 1, 9, 1, 2]","[3, 2, 1, 1, 5, 0, 0]","[0.5, 1.0, 0.3333333432674408, 1.0, 0.5555555820465088, 0.0, 0.0]","[6, 2, 3, 1, 9, 1, 2]","[3, 2, 1, 1, 5, 0, 0]","[0.5, 1.0, 0.3333333432674408, 1.0, 0.5555555820465088, 0.0, 0.0]"
100,0.2620545073375262,0.2325230489786731,0.8857142857142857,0.8830447330447331,77,208,0.3701923076923077,0.98,"[1.0, 0.8, 1.0, 1.0, 0.8, 0.6, 1.0]","[0.506, 0.262, 0.337, 0.025, 0.354, 0.069, 0.24]","[0.19266121089458466, 0.12625056505203247, 0.2032429277896881, 0.056265249848365784, 0.11582406610250473, 0.10391505062580109, 0.20184069871902466]","[0.9479356408119202, 0.6211805939674377, 1.0, 0.27683743834495544, 0.569879949092865, 0.5112849473953247, 0.9931007027626038]","[56, 42, 27, 21, 32, 11, 19]","[32, 21, 6, 7, 7, 1, 3]","[0.5714285969734192, 0.5, 0.2222222238779068, 0.3333333432674408, 0.21875, 0.09090909361839294, 0.15789473056793213]","[62, 44, 30, 22, 41, 12, 21]","[35, 23, 7, 8, 12, 1, 3]","[0.5645161271095276, 0.5227272510528564, 0.23333333432674408, 0.3636363744735718, 0.2926829159259796, 0.0833333358168602, 0.1428571492433548]"
125,0.3249475890985325,0.30963190730871537,0.9428571428571428,0.9422799422799423,188,548,0.34306569343065696,0.98,"[1.0, 0.8, 1.0, 1.0, 1.0, 0.8, 1.0]","[0.532, 0.477, 0.169, 0.278, 0.4, 0.31, 0.06]","[0.1583053171634674, 0.25322413444519043, 0.09085210412740707, 0.1392551064491272, 0.13520874083042145, 0.1234348937869072, 0.09971946477890015]","[0.6251589059829712, 1.0, 0.3587813675403595, 0.5499282479286194, 0.5339488983154297, 0.4874531030654907, 0.39379921555519104]","[107, 83, 67, 66, 75, 55, 95]","[66, 42, 11, 23, 16, 14, 16]","[0.6168224215507507, 0.5060241222381592, 0.16417910158634186, 0.3484848439693451, 0.2133333384990692, 0.2545454502105713, 0.16842105984687805]","[169, 127, 97, 88, 116, 67, 116]","[101, 65, 18, 31, 28, 15, 19]","[0.5976331233978271, 0.5118110179901123, 0.1855670064687729, 0.35227271914482117, 0.24137930572032928, 0.2238806039094925, 0.16379310190677643]"
150,0.29350104821802936,0.2839610156336612,0.9428571428571428,0.9422799422799423,264,813,0.3247232472324723,0.98,"[1.0, 0.8, 1.0, 1.0, 1.0, 0.8, 1.0]","[0.442, 0.385, 0.169, 0.165, 0.431, 0.362, 0.1]","[0.08529889583587646, 0.14168697595596313, 0.1391449272632599, 0.11530521512031555, 0.2191755622625351, 0.13171081244945526, 0.1676774024963379]","[0.3891806900501251, 0.6464542746543884, 0.6348560452461243, 0.5260860919952393, 1.0, 0.6009374856948853, 0.765036940574646]","[123, 134, 98, 103, 117, 104, 134]","[70, 49, 21, 41, 33, 29, 21]","[0.5691056847572327, 0.36567163467407227, 0.2142857164144516, 0.3980582654476166, 0.28205129504203796, 0.2788461446762085, 0.15671642124652863]","[292, 261, 195, 191, 233, 171, 250]","[171, 114, 39, 72, 61, 44, 40]","[0.585616409778595, 0.4367816150188446, 0.20000000298023224, 0.376963347196579, 0.2618025839328766, 0.2573099434375763, 0.1599999964237213]"
175,0.29350104821802936,0.2785322476337944,0.9428571428571428,0.9422799422799423,329,1015,0.32413793103448274,0.98,"[1.0, 0.8, 1.0, 1.0, 1.0, 0.8, 1.0]","[0.558, 0.4, 0.181, 0.177, 0.354, 0.259, 0.08]","[0.15557104349136353, 0.11972831189632416, 0.12265956401824951, 0.06827714294195175, 0.18650121986865997, 0.15657801926136017, 0.1906844675540924]","[0.815855860710144, 0.6278870701789856, 0.6432593464851379, 0.3580634593963623, 0.9780619144439697, 0.8211367130279541, 1.0]","[170, 142, 122, 127, 134, 145, 175]","[96, 58, 36, 43, 39, 37, 20]","[0.5647059082984924, 0.4084506928920746, 0.2950819730758667, 0.3385826647281647, 0.29104477167129517, 0.25517240166664124, 0.11428571492433548]","[462, 403, 317, 318, 367, 316, 425]","[267, 172, 75, 115, 100, 81, 60]","[0.5779221057891846, 0.4267989993095398, 0.23659305274486542, 0.3616352081298828, 0.2724795639514923, 0.25632911920547485, 0.1411764770746231]"
200,0.3018867924528302,0.29123624053106917,0.9428571428571428,0.9422799422799423,343,1048,0.32729007633587787,0.98,"[1.0, 0.8, 1.0, 1.0, 1.0, 0.8, 1.0]","[0.532, 0.323, 0.12, 0.253, 0.446, 0.31, 0.1]","[0.10519406944513321, 0.1057136058807373, 0.07882606238126755, 0.16992385685443878, 0.14077307283878326, 0.22584737837314606, 0.17372171580791473]","[0.4657750427722931, 0.4680754244327545, 0.34902358055114746, 0.7523835897445679, 0.6233106255531311, 1.0, 0.7691996097564697]","[180, 139, 132, 129, 132, 167, 169]","[101, 69, 31, 36, 44, 35, 27]","[0.5611110925674438, 0.49640288949012756, 0.2348484843969345, 0.27906978130340576, 0.3333333432674408, 0.20958083868026733, 0.15976330637931824]","[642, 542, 449, 447, 499, 483, 594]","[368, 241, 106, 151, 144, 116, 87]","[0.573208749294281, 0.44464945793151855, 0.23608018457889557, 0.3378075957298279, 0.2885771691799164, 0.24016563594341278, 0.14646464586257935]"
225,0.31027253668763105,0.2953119482832041,0.9428571428571428,0.9422799422799423,398,1148,0.34668989547038326,0.98,"[1.0, 0.8, 1.0, 1.0, 1.0, 0.8, 1.0]","[0.519, 0.385, 0.12, 0.329, 0.431, 0.259, 0.08]","[0.14451581239700317, 0.15867474675178528, 0.06532702594995499, 0.174982950091362, 0.2472691833972931, 0.11256901174783707, 0.0966610237956047]","[0.5844473242759705, 0.6417085528373718, 0.26419395208358765, 0.7076618075370789, 1.0, 0.4552488625049591, 0.3909141421318054]","[181, 188, 137, 152, 146, 172, 172]","[117, 78, 39, 52, 46, 38, 28]","[0.6464088559150696, 0.41489362716674805, 0.2846715450286865, 0.34210526943206787, 0.31506848335266113, 0.22093023359775543, 0.1627907007932663]","[823, 730, 586, 599, 645, 655, 766]","[485, 319, 145, 203, 190, 154, 115]","[0.589307427406311, 0.4369862973690033, 0.24744027853012085, 0.3388981521129608, 0.2945736348628998, 0.23511449992656708, 0.15013055503368378]"
