step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.16359918200409,0.1093514211122002,0.14285714285714285,0.04761904761904762,0,0,,0.0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.086, 0.0, 0.757, 0.169, 0.136, 0.0]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.2065439672801636,0.1937066201136208,1.0,1.0,0,0,,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.227, 0.529, 0.064, 0.114, 0.091, 0.153, 0.3]","[0.12944954633712769, 0.20362667739391327, 0.12314258515834808, 0.12975206971168518, 0.13031046092510223, 0.14976990222930908, 0.13394850492477417]","[0.6357199549674988, 1.0, 0.6047468185424805, 0.6372056603431702, 0.6399478912353516, 0.7355121970176697, 0.6578141450881958]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.22699386503067484,0.20929843075670865,1.0,1.0,8,10,0.8,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.28, 0.429, 0.026, 0.243, 0.026, 0.186, 0.467]","[0.10996649414300919, 0.17879259586334229, 0.08721999078989029, 0.15685512125492096, 0.1572750359773636, 0.13271620869636536, 0.17717432975769043]","[0.6150506138801575, 1.0, 0.48782774806022644, 0.8773021101951599, 0.8796507120132446, 0.7422913908958435, 0.9909489154815674]","[2, 0, 1, 1, 1, 0, 5]","[2, 0, 1, 1, 0, 0, 4]","[1.0, nan, 1.0, 1.0, 0.0, nan, 0.800000011920929]","[2, 0, 1, 1, 1, 0, 5]","[2, 0, 1, 1, 0, 0, 4]","[1.0, nan, 1.0, 1.0, 0.0, nan, 0.800000011920929]"
75,0.22903885480572597,0.1687650114369463,1.0,1.0,45,118,0.3813559322033898,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.4, 0.371, 0.0, 0.5, 0.0, 0.0, 0.35]","[0.2710743844509125, 0.22517693042755127, 0.03637148067355156, 0.22750341892242432, 0.0691886767745018, 0.028714919462800026, 0.14197000861167908]","[1.0, 0.830683171749115, 0.13417527079582214, 0.8392656445503235, 0.25523871183395386, 0.10593003779649734, 0.5237308144569397]","[31, 24, 1, 21, 7, 7, 27]","[22, 3, 1, 6, 1, 1, 11]","[0.7096773982048035, 0.125, 1.0, 0.2857142984867096, 0.1428571492433548, 0.1428571492433548, 0.40740740299224854]","[33, 24, 2, 22, 8, 7, 32]","[24, 3, 2, 7, 1, 1, 15]","[0.7272727489471436, 0.125, 1.0, 0.3181818127632141, 0.125, 0.1428571492433548, 0.46875]"
100,0.2065439672801636,0.15174347489765366,1.0,1.0,124,500,0.248,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.4, 0.314, 0.0, 0.443, 0.0, 0.0, 0.3]","[0.2782607972621918, 0.1805356740951538, 0.016041310504078865, 0.2680630385875702, 0.08337324112653732, 0.015718556940555573, 0.15800714492797852]","[1.0, 0.648800253868103, 0.05764847621321678, 0.9633517861366272, 0.29962265491485596, 0.05648857727646828, 0.5678383111953735]","[91, 146, 0, 96, 49, 3, 115]","[42, 27, 0, 25, 4, 0, 26]","[0.4615384638309479, 0.18493150174617767, nan, 0.2604166567325592, 0.08163265138864517, 0.0, 0.22608695924282074]","[124, 170, 2, 118, 57, 10, 147]","[66, 30, 2, 32, 5, 1, 41]","[0.5322580933570862, 0.1764705926179886, 1.0, 0.2711864411830902, 0.08771929889917374, 0.10000000149011612, 0.2789115607738495]"
125,0.17995910020449898,0.1354740223818203,1.0,1.0,128,650,0.19692307692307692,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.32, 0.2, 0.0, 0.414, 0.013, 0.0, 0.333]","[0.15526986122131348, 0.15401816368103027, 0.010475284419953823, 0.29829150438308716, 0.12810558080673218, 0.010357306338846684, 0.2434820532798767]","[0.520530641078949, 0.5163344144821167, 0.035117607563734055, 1.0, 0.4294643998146057, 0.03472209721803665, 0.8162553906440735]","[74, 192, 0, 131, 96, 5, 152]","[20, 35, 0, 40, 9, 0, 24]","[0.2702702581882477, 0.1822916716337204, nan, 0.30534350872039795, 0.09375, 0.0, 0.15789473056793213]","[198, 362, 2, 249, 153, 15, 299]","[86, 65, 2, 72, 14, 1, 65]","[0.4343434274196625, 0.17955800890922546, 1.0, 0.28915661573410034, 0.09150326997041702, 0.06666667014360428, 0.21739129722118378]"
150,0.1738241308793456,0.13565887599098922,1.0,1.0,139,776,0.1791237113402062,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.32, 0.257, 0.0, 0.386, 0.013, 0.0, 0.25]","[0.290518581867218, 0.12962210178375244, 0.009774011559784412, 0.31995266675949097, 0.09009123593568802, 0.008135202340781689, 0.15190598368644714]","[0.908004879951477, 0.40512898564338684, 0.030548304319381714, 1.0, 0.2815767526626587, 0.025426268577575684, 0.47477641701698303]","[194, 226, 0, 103, 96, 2, 155]","[45, 34, 0, 30, 2, 0, 28]","[0.2319587618112564, 0.1504424810409546, nan, 0.291262149810791, 0.02083333395421505, 0.0, 0.1806451678276062]","[392, 588, 2, 352, 249, 17, 454]","[131, 99, 2, 102, 16, 1, 93]","[0.3341836631298065, 0.16836734116077423, 1.0, 0.28977271914482117, 0.06425702571868896, 0.05882352963089943, 0.20484581589698792]"
175,0.15950920245398773,0.1319619331732564,1.0,1.0,174,816,0.21323529411764705,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.32, 0.229, 0.0, 0.157, 0.13, 0.0, 0.283]","[0.23992706835269928, 0.23483651876449585, 0.007093585096299648, 0.15763159096240997, 0.1567658931016922, 0.009044625796377659, 0.1947004795074463]","[1.0, 0.9787829518318176, 0.029565589502453804, 0.6569979190826416, 0.6533897519111633, 0.03769739717245102, 0.8114985823631287]","[154, 206, 0, 151, 137, 1, 167]","[46, 37, 0, 44, 8, 0, 39]","[0.29870128631591797, 0.17961165308952332, nan, 0.29139071702957153, 0.058394160121679306, 0.0, 0.23353293538093567]","[546, 794, 2, 503, 386, 18, 621]","[177, 136, 2, 146, 24, 1, 132]","[0.3241758346557617, 0.17128463089466095, 1.0, 0.2902584373950958, 0.062176164239645004, 0.0555555559694767, 0.21256038546562195]"
200,0.18609406952965235,0.15090511625672148,1.0,1.0,164,830,0.19759036144578312,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.32, 0.343, 0.0, 0.329, 0.052, 0.0, 0.267]","[0.2873867452144623, 0.15815356373786926, 0.004868948832154274, 0.23472127318382263, 0.13336136937141418, 0.009418478235602379, 0.17208941280841827]","[1.0, 0.5503161549568176, 0.01694214902818203, 0.8167435526847839, 0.46404844522476196, 0.03277283534407616, 0.5988077521324158]","[192, 170, 0, 157, 155, 3, 153]","[48, 26, 0, 44, 18, 1, 27]","[0.25, 0.15294118225574493, nan, 0.2802547812461853, 0.11612903326749802, 0.3333333432674408, 0.1764705926179886]","[738, 964, 2, 660, 541, 21, 774]","[225, 162, 2, 190, 42, 2, 159]","[0.3048780560493469, 0.16804979741573334, 1.0, 0.28787878155708313, 0.07763401418924332, 0.095238097012043, 0.20542635023593903]"
225,0.18200408997955012,0.14803674685934168,1.0,1.0,193,1044,0.18486590038314177,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.333, 0.286, 0.0, 0.3, 0.065, 0.0, 0.3]","[0.26040583848953247, 0.15156671404838562, 0.003970277961343527, 0.18467670679092407, 0.2075013369321823, 0.005044606979936361, 0.18683432042598724]","[1.0, 0.5820403695106506, 0.015246501192450523, 0.7091880440711975, 0.7968382835388184, 0.01937209628522396, 0.7174736261367798]","[203, 241, 0, 182, 183, 0, 235]","[50, 48, 0, 44, 12, 0, 39]","[0.2463054209947586, 0.19917012751102448, nan, 0.24175824224948883, 0.06557376682758331, nan, 0.16595745086669922]","[941, 1205, 2, 842, 724, 21, 1009]","[275, 210, 2, 234, 54, 2, 198]","[0.29224228858947754, 0.17427386343479156, 1.0, 0.2779097259044647, 0.07458563894033432, 0.095238097012043, 0.19623389840126038]"
