step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.16771488469601678,0.05303648732220161,0.14285714285714285,0.037267080745341616,0,0,,0.0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.975, 0.0, 0.0, 0.06]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.20545073375262055,0.18754107918012758,0.8095238095238095,0.7714285714285714,0,0,,0.98,"[1.0, 1.0, 1.0, 0.667, 1.0, 0.0, 1.0]","[0.364, 0.031, 0.084, 0.139, 0.523, 0.155, 0.14]","[0.13003280758857727, 0.12571915984153748, 0.11643888801336288, 0.13653185963630676, 0.177811399102211, 0.16343659162521362, 0.15002906322479248]","[0.7312962412834167, 0.707036554813385, 0.6548448801040649, 0.7678465247154236, 1.0, 0.9191569685935974, 0.8437539339065552]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.24528301886792453,0.23369417807180323,1.0,1.0,4,7,0.5714285714285714,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.416, 0.123, 0.133, 0.266, 0.262, 0.466, 0.02]","[0.1035974770784378, 0.133024200797081, 0.14115332067012787, 0.16077907383441925, 0.1269887387752533, 0.2194516360759735, 0.11500529199838638]","[0.4720743000507355, 0.6061663627624512, 0.6432092189788818, 0.7326401472091675, 0.5786638855934143, 1.0, 0.5240575671195984]","[4, 0, 3, 0, 0, 0, 0]","[3, 0, 1, 0, 0, 0, 0]","[0.75, nan, 0.3333333432674408, nan, nan, nan, nan]","[4, 0, 3, 0, 0, 0, 0]","[3, 0, 1, 0, 0, 0, 0]","[0.75, nan, 0.3333333432674408, nan, nan, nan, nan]"
75,0.27253668763102723,0.24636753149871857,1.0,1.0,54,132,0.4090909090909091,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.584, 0.277, 0.084, 0.165, 0.462, 0.293, 0.0]","[0.1919674575328827, 0.16024430096149445, 0.16073720157146454, 0.07867954671382904, 0.20507100224494934, 0.14301659166812897, 0.06028371304273605]","[0.9361023902893066, 0.7814088463783264, 0.7838124632835388, 0.38366979360580444, 1.0, 0.6974003911018372, 0.29396507143974304]","[25, 15, 46, 9, 23, 12, 2]","[14, 11, 12, 4, 10, 2, 1]","[0.5600000023841858, 0.7333333492279053, 0.260869562625885, 0.4444444477558136, 0.43478259444236755, 0.1666666716337204, 0.5]","[29, 15, 49, 9, 23, 12, 2]","[17, 11, 13, 4, 10, 2, 1]","[0.5862069129943848, 0.7333333492279053, 0.26530611515045166, 0.4444444477558136, 0.43478259444236755, 0.1666666716337204, 0.5]"
100,0.29559748427672955,0.28581464341190294,1.0,1.0,218,580,0.3758620689655172,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.597, 0.354, 0.06, 0.241, 0.4, 0.293, 0.1]","[0.14846044778823853, 0.1370965987443924, 0.13571983575820923, 0.179195836186409, 0.09800805151462555, 0.11300834268331528, 0.18851065635681152]","[0.7875440716743469, 0.7272617816925049, 0.7199584245681763, 0.950587272644043, 0.5199072360992432, 0.5994798541069031, 1.0]","[126, 87, 129, 66, 53, 88, 31]","[77, 47, 18, 22, 18, 28, 8]","[0.6111111044883728, 0.540229856967926, 0.13953489065170288, 0.3333333432674408, 0.3396226465702057, 0.3181818127632141, 0.25806450843811035]","[155, 102, 178, 75, 76, 100, 33]","[94, 58, 31, 26, 28, 30, 9]","[0.6064516305923462, 0.5686274766921997, 0.1741573065519333, 0.3466666638851166, 0.3684210479259491, 0.30000001192092896, 0.27272728085517883]"
125,0.31446540880503143,0.2974119188468153,1.0,1.0,312,908,0.3436123348017621,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.571, 0.385, 0.036, 0.291, 0.431, 0.379, 0.1]","[0.1527281552553177, 0.13012227416038513, 0.11264295130968094, 0.13030730187892914, 0.19577565789222717, 0.13780908286571503, 0.140614315867424]","[0.7801182270050049, 0.6646499037742615, 0.5753675103187561, 0.6655949950218201, 1.0, 0.7039132714271545, 0.7182421088218689]","[180, 132, 138, 119, 117, 137, 85]","[99, 72, 20, 41, 36, 29, 15]","[0.550000011920929, 0.5454545617103577, 0.14492753148078918, 0.3445378243923187, 0.3076923191547394, 0.21167883276939392, 0.1764705926179886]","[335, 234, 316, 194, 193, 237, 118]","[193, 130, 51, 67, 64, 59, 24]","[0.5761194229125977, 0.5555555820465088, 0.16139240562915802, 0.34536081552505493, 0.3316062092781067, 0.24894514679908752, 0.20338982343673706]"
150,0.28721174004192873,0.2818328109188457,1.0,1.0,345,989,0.3488372093023256,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.481, 0.4, 0.048, 0.241, 0.338, 0.397, 0.12]","[0.08898931741714478, 0.1695398986339569, 0.053930290043354034, 0.12152652442455292, 0.25673800706863403, 0.12121791392564774, 0.18805783987045288]","[0.3466152846813202, 0.6603615283966064, 0.21005962789058685, 0.4733484089374542, 1.0, 0.4721463620662689, 0.732489287853241]","[149, 159, 139, 153, 134, 147, 108]","[95, 78, 28, 47, 51, 28, 18]","[0.6375839114189148, 0.49056604504585266, 0.20143884420394897, 0.30718955397605896, 0.3805970251560211, 0.190476194024086, 0.1666666716337204]","[484, 393, 455, 347, 327, 384, 226]","[288, 208, 79, 114, 115, 87, 42]","[0.5950413346290588, 0.5292620658874512, 0.1736263781785965, 0.3285302519798279, 0.3516819477081299, 0.2265625, 0.18584071099758148]"
175,0.3060796645702306,0.29577666850776746,1.0,1.0,389,1124,0.34608540925266906,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.519, 0.415, 0.048, 0.266, 0.385, 0.379, 0.14]","[0.187885582447052, 0.12198250740766525, 0.06422016769647598, 0.172829732298851, 0.17009668052196503, 0.15429197251796722, 0.12869314849376678]","[1.0, 0.6492382287979126, 0.3418046534061432, 0.9198669195175171, 0.9053205847740173, 0.821201741695404, 0.6849548816680908]","[184, 155, 151, 183, 157, 158, 136]","[121, 73, 26, 66, 58, 24, 21]","[0.657608687877655, 0.47096773982048035, 0.17218543589115143, 0.3606557250022888, 0.36942675709724426, 0.15189872682094574, 0.15441176295280457]","[668, 548, 606, 530, 484, 542, 362]","[409, 281, 105, 180, 173, 111, 63]","[0.6122754216194153, 0.5127737522125244, 0.17326731979846954, 0.3396226465702057, 0.35743802785873413, 0.20479704439640045, 0.17403315007686615]"
200,0.2893081761006289,0.2819783712752669,1.0,1.0,351,1106,0.31735985533453887,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.558, 0.4, 0.084, 0.177, 0.338, 0.31, 0.16]","[0.1678910106420517, 0.1375265270471573, 0.07094195485115051, 0.1280212104320526, 0.14754033088684082, 0.21247251331806183, 0.1356063187122345]","[0.7901775240898132, 0.6472674012184143, 0.3338876962661743, 0.6025307178497314, 0.6943972706794739, 1.0, 0.6382299661636353]","[181, 150, 145, 187, 157, 148, 138]","[104, 75, 28, 43, 53, 35, 13]","[0.5745856165885925, 0.5, 0.19310344755649567, 0.22994652390480042, 0.337579607963562, 0.23648647964000702, 0.09420289844274521]","[849, 698, 751, 717, 641, 690, 500]","[513, 356, 133, 223, 226, 146, 76]","[0.6042402982711792, 0.5100286602973938, 0.17709720134735107, 0.3110181391239166, 0.35257411003112793, 0.21159420907497406, 0.15199999511241913]"
225,0.2976939203354298,0.2918482097181953,1.0,1.0,388,1205,0.3219917012448133,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.494, 0.446, 0.12, 0.266, 0.308, 0.31, 0.12]","[0.20656011998653412, 0.1520794928073883, 0.09602691233158112, 0.08933139592409134, 0.13158759474754333, 0.1412523090839386, 0.1831619143486023]","[1.0, 0.7362480759620667, 0.46488600969314575, 0.4324716627597809, 0.6370425820350647, 0.6838314533233643, 0.8867244720458984]","[190, 165, 182, 188, 172, 151, 157]","[120, 80, 34, 49, 53, 25, 27]","[0.6315789222717285, 0.4848484992980957, 0.18681319057941437, 0.2606382966041565, 0.30813953280448914, 0.16556291282176971, 0.1719745248556137]","[1039, 863, 933, 905, 813, 841, 657]","[633, 436, 167, 272, 279, 171, 103]","[0.6092396378517151, 0.5052143931388855, 0.17899249494075775, 0.30055248737335205, 0.34317344427108765, 0.20332936942577362, 0.15677320957183838]"
