step,acc_train,f1_train,cw_acc_train,acc_val,f1_val,cw_acc_val,acc_test,f1_test,cw_acc_test,psl_correct,psl_total,acc_psl,pslt_global,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.14285714285714285,0.03571428571428571,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",0.12065439672801637,0.03076120959332639,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",0.12269938650306748,0.031225604996096803,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",0,0,,0.0,"[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.47619047619047616,0.43265306122448977,"[0.667, 0.667, 0.0, 0.333, 1.0, 0.0, 0.667]",0.24130879345603273,0.161096897889933,"[0.4, 0.0, 0.0, 0.057, 0.961, 0.0, 0.167]",0.2474437627811861,0.16971095839265246,"[0.413, 0.0, 0.0, 0.086, 0.974, 0.0, 0.164]",0,0,,0.98,"[0.14417704939842224, 0.11664097756147385, 0.1257188618183136, 0.14154154062271118, 0.17773422598838806, 0.1538952738046646, 0.14029189944267273]","[0.8111945986747742, 0.6562662720680237, 0.7073419094085693, 0.796366274356842, 1.0, 0.8658730387687683, 0.789335310459137]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.9523809523809523,0.9510204081632654,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.667, 1.0]",0.25766871165644173,0.22771328378810093,"[0.467, 0.357, 0.103, 0.129, 0.169, 0.034, 0.567]",0.294478527607362,0.2570912547691905,"[0.587, 0.471, 0.052, 0.214, 0.118, 0.05, 0.59]",47,99,0.47474747474747475,0.98,"[0.15139243006706238, 0.15759676694869995, 0.12291278690099716, 0.13167235255241394, 0.11577320843935013, 0.15293365716934204, 0.1677185595035553]","[0.9026575684547424, 0.9396501183509827, 0.7328514456748962, 0.7850791811943054, 0.6902826428413391, 0.911846935749054, 1.0]","[36, 19, 6, 11, 6, 5, 16]","[26, 5, 3, 2, 0, 1, 10]","[0.7222222089767456, 0.2631579041481018, 0.5, 0.1818181872367859, 0.0, 0.20000000298023224, 0.625]","[36, 19, 6, 11, 6, 5, 16]","[26, 5, 3, 2, 0, 1, 10]","[0.7222222089767456, 0.2631579041481018, 0.5, 0.1818181872367859, 0.0, 0.20000000298023224, 0.625]"
75,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.25971370143149286,0.2450481350702233,"[0.427, 0.343, 0.115, 0.114, 0.247, 0.068, 0.517]",0.3047034764826176,0.2877058839257584,"[0.573, 0.386, 0.091, 0.243, 0.224, 0.1, 0.525]",128,337,0.3798219584569733,0.98,"[0.2108384519815445, 0.14143633842468262, 0.1583346128463745, 0.07942108809947968, 0.15436618030071259, 0.12879785895347595, 0.12680530548095703]","[1.0, 0.6708279848098755, 0.7509759664535522, 0.37669166922569275, 0.7321538329124451, 0.6108841300010681, 0.601433515548706]","[62, 53, 56, 41, 38, 27, 60]","[33, 19, 9, 7, 15, 5, 40]","[0.5322580933570862, 0.35849055647850037, 0.1607142835855484, 0.17073170840740204, 0.3947368562221527, 0.18518517911434174, 0.6666666865348816]","[98, 72, 62, 52, 44, 32, 76]","[59, 24, 12, 9, 15, 6, 50]","[0.6020408272743225, 0.3333333432674408, 0.19354838132858276, 0.17307692766189575, 0.34090909361839294, 0.1875, 0.6578947305679321]"
100,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.2249488752556237,0.2096154153052503,"[0.373, 0.286, 0.0, 0.186, 0.039, 0.407, 0.367]",0.2842535787321063,0.25382064061063014,"[0.587, 0.329, 0.0, 0.271, 0.026, 0.4, 0.443]",191,555,0.3441441441441441,0.98,"[0.18313434720039368, 0.2849492132663727, 0.04461631178855896, 0.08526993542909622, 0.04522515833377838, 0.2626965343952179, 0.09410829842090607]","[0.6426911950111389, 1.0, 0.15657636523246765, 0.29924607276916504, 0.15871304273605347, 0.9219065308570862, 0.3302634060382843]","[93, 82, 66, 107, 49, 56, 102]","[46, 35, 9, 18, 11, 14, 58]","[0.49462366104125977, 0.4268292784690857, 0.13636364042758942, 0.1682243049144745, 0.22448979318141937, 0.25, 0.5686274766921997]","[191, 154, 128, 159, 93, 88, 178]","[105, 59, 21, 27, 26, 20, 108]","[0.5497382283210754, 0.38311687111854553, 0.1640625, 0.16981132328510284, 0.2795698940753937, 0.22727273404598236, 0.6067415475845337]"
125,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.2310838445807771,0.23117439563984046,"[0.4, 0.3, 0.141, 0.171, 0.143, 0.271, 0.2]",0.29243353783231085,0.29234544359982445,"[0.56, 0.286, 0.078, 0.3, 0.25, 0.267, 0.311]",191,568,0.3362676056338028,0.98,"[0.22331950068473816, 0.1298745721578598, 0.10442109405994415, 0.13645489513874054, 0.16279427707195282, 0.19301718473434448, 0.0501183345913887]","[1.0, 0.5815639495849609, 0.46758610010147095, 0.6110299229621887, 0.7289747595787048, 0.8643096089363098, 0.224424347281456]","[81, 85, 85, 109, 74, 45, 89]","[36, 32, 13, 24, 24, 9, 53]","[0.4444444477558136, 0.3764705955982208, 0.15294118225574493, 0.22018349170684814, 0.3243243098258972, 0.20000000298023224, 0.5955055952072144]","[272, 239, 213, 268, 167, 133, 267]","[141, 91, 34, 51, 50, 29, 161]","[0.5183823704719543, 0.38075312972068787, 0.15962441265583038, 0.19029851257801056, 0.299401193857193, 0.21804511547088623, 0.6029962301254272]"
150,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.24130879345603273,0.24734511542770618,"[0.347, 0.243, 0.154, 0.114, 0.325, 0.169, 0.333]",0.2965235173824131,0.3013458239195817,"[0.52, 0.271, 0.091, 0.229, 0.382, 0.167, 0.41]",191,680,0.28088235294117647,0.98,"[0.1147918701171875, 0.13880987465381622, 0.13496144115924835, 0.10423210263252258, 0.23330999910831451, 0.18209990859031677, 0.09179459512233734]","[0.4920143485069275, 0.5949589610099792, 0.5784640312194824, 0.44675368070602417, 1.0, 0.7805062532424927, 0.3934447467327118]","[68, 88, 79, 148, 113, 102, 82]","[28, 24, 10, 26, 26, 22, 55]","[0.4117647111415863, 0.27272728085517883, 0.1265822798013687, 0.1756756752729416, 0.2300885021686554, 0.21568627655506134, 0.6707317233085632]","[340, 327, 292, 416, 280, 235, 349]","[169, 115, 44, 77, 76, 51, 216]","[0.49705880880355835, 0.3516819477081299, 0.15068493783473969, 0.1850961595773697, 0.27142858505249023, 0.21702127158641815, 0.6189111471176147]"
175,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.2331288343558282,0.22640120352603807,"[0.427, 0.157, 0.179, 0.214, 0.039, 0.186, 0.467]",0.29243353783231085,0.2838531409531931,"[0.6, 0.186, 0.13, 0.3, 0.171, 0.167, 0.508]",196,586,0.33447098976109213,0.98,"[0.20783892273902893, 0.11591344326734543, 0.15140952169895172, 0.1524246484041214, 0.10837704688310623, 0.1011245921254158, 0.16291162371635437]","[1.0, 0.5577080845832825, 0.7284945249557495, 0.7333787679672241, 0.5214473009109497, 0.48655271530151367, 0.7838359475135803]","[80, 55, 79, 113, 68, 87, 104]","[36, 23, 11, 25, 19, 16, 66]","[0.44999998807907104, 0.41818180680274963, 0.13924050331115723, 0.22123894095420837, 0.27941176295280457, 0.18390804529190063, 0.6346153616905212]","[420, 382, 371, 529, 348, 322, 453]","[205, 138, 55, 102, 95, 67, 282]","[0.488095223903656, 0.36125653982162476, 0.14824797213077545, 0.1928166300058365, 0.272988498210907, 0.20807453989982605, 0.6225165724754333]"
200,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.24130879345603273,0.226294105958686,"[0.36, 0.343, 0.013, 0.171, 0.156, 0.136, 0.567]",0.310838445807771,0.292421493280752,"[0.533, 0.329, 0.026, 0.286, 0.316, 0.133, 0.574]",199,683,0.2913616398243045,0.98,"[0.22914978861808777, 0.19207428395748138, 0.0634579062461853, 0.09645106643438339, 0.14628028869628906, 0.15240809321403503, 0.12017841637134552]","[1.0, 0.8382040858268738, 0.2769276201725006, 0.4209083914756775, 0.6383609771728516, 0.665102481842041, 0.5244535207748413]","[81, 99, 61, 139, 111, 120, 72]","[32, 39, 11, 25, 28, 18, 46]","[0.395061731338501, 0.39393940567970276, 0.1803278625011444, 0.17985612154006958, 0.2522522509098053, 0.15000000596046448, 0.6388888955116272]","[501, 481, 432, 668, 459, 442, 525]","[237, 177, 66, 127, 123, 85, 328]","[0.473053902387619, 0.3679833710193634, 0.1527777761220932, 0.19011975824832916, 0.2679738700389862, 0.19230769574642181, 0.6247618794441223]"
225,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.24335378323108384,0.24739691668010494,"[0.373, 0.243, 0.154, 0.343, 0.091, 0.153, 0.367]",0.2985685071574642,0.29347124177569295,"[0.533, 0.271, 0.169, 0.429, 0.171, 0.05, 0.459]",186,685,0.27153284671532846,0.98,"[0.186225026845932, 0.11523591727018356, 0.10503581911325455, 0.19333793222904205, 0.1322975754737854, 0.20705373585224152, 0.06081381440162659]","[0.8994043469429016, 0.5565508008003235, 0.5072877407073975, 0.9337572455406189, 0.6389528512954712, 1.0, 0.29371029138565063]","[65, 94, 91, 122, 103, 123, 87]","[31, 22, 10, 28, 22, 16, 57]","[0.4769230782985687, 0.23404255509376526, 0.10989011079072952, 0.2295081913471222, 0.21359223127365112, 0.13008129596710205, 0.6551724076271057]","[566, 575, 523, 790, 562, 565, 612]","[268, 199, 76, 155, 145, 101, 385]","[0.47349822521209717, 0.34608694911003113, 0.145315483212471, 0.19620253145694733, 0.25800710916519165, 0.1787610650062561, 0.6290849447250366]"
