step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.16142557651991615,0.039711191335740074,0.14285714285714285,0.03571428571428571,0,0,,0.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.22431865828092243,0.21396791742089333,1.0,1.0,3,7,0.42857142857142855,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.221, 0.2, 0.0, 0.329, 0.185, 0.293, 0.44]","[0.0826357752084732, 0.174945667386055, 0.053394678980112076, 0.21517488360404968, 0.104966901242733, 0.14772330224514008, 0.22115860879421234]","[0.37364935874938965, 0.7910416126251221, 0.2414316087961197, 0.9729437232017517, 0.4746227264404297, 0.6679518222808838, 1.0]","[3, 1, 3, 0, 0, 0, 0]","[2, 0, 1, 0, 0, 0, 0]","[0.6666666865348816, 0.0, 0.3333333432674408, nan, nan, nan, nan]","[3, 1, 3, 0, 0, 0, 0]","[2, 0, 1, 0, 0, 0, 0]","[0.6666666865348816, 0.0, 0.3333333432674408, nan, nan, nan, nan]"
50,0.22641509433962265,0.18641940779750188,1.0,1.0,95,342,0.2777777777777778,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.571, 0.092, 0.084, 0.139, 0.462, 0.155, 0.02]","[0.22689515352249146, 0.1332225650548935, 0.06895582377910614, 0.10534137487411499, 0.2232462763786316, 0.1309836059808731, 0.1113550066947937]","[1.0, 0.587154746055603, 0.3039105236530304, 0.4642733633518219, 0.9839182496070862, 0.5772868990898132, 0.4907773733139038]","[107, 15, 55, 53, 49, 28, 35]","[51, 1, 9, 13, 7, 5, 9]","[0.47663551568984985, 0.06666667014360428, 0.16363635659217834, 0.24528302252292633, 0.1428571492433548, 0.1785714328289032, 0.2571428716182709]","[110, 16, 58, 53, 49, 28, 35]","[53, 1, 10, 13, 7, 5, 9]","[0.48181816935539246, 0.0625, 0.17241379618644714, 0.24528302252292633, 0.1428571492433548, 0.1785714328289032, 0.2571428716182709]"
75,0.23270440251572327,0.21501957304660993,1.0,1.0,185,754,0.2453580901856764,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.468, 0.292, 0.024, 0.165, 0.385, 0.086, 0.22]","[0.16190654039382935, 0.267948180437088, 0.0631495863199234, 0.042219266295433044, 0.23046857118606567, 0.08596231788396835, 0.14834529161453247]","[0.6042457222938538, 1.0, 0.23567835986614227, 0.15756504237651825, 0.8601236939430237, 0.3208169639110565, 0.5536342859268188]","[133, 87, 113, 217, 56, 103, 45]","[75, 25, 20, 45, 6, 9, 5]","[0.5639097690582275, 0.28735631704330444, 0.17699114978313446, 0.20737327635288239, 0.1071428582072258, 0.08737864345312119, 0.1111111119389534]","[243, 103, 171, 270, 105, 131, 80]","[128, 26, 30, 58, 13, 14, 14]","[0.5267489552497864, 0.25242719054222107, 0.17543859779834747, 0.21481481194496155, 0.12380952388048172, 0.10687022656202316, 0.17499999701976776]"
100,0.2348008385744235,0.2251418900952827,1.0,1.0,234,916,0.2554585152838428,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.442, 0.154, 0.024, 0.266, 0.246, 0.19, 0.36]","[0.11597445607185364, 0.1333146095275879, 0.043161410838365555, 0.1518011838197708, 0.16812601685523987, 0.11662626266479492, 0.2709958851337433]","[0.4279565215110779, 0.4919432997703552, 0.15926961600780487, 0.5601604580879211, 0.620400607585907, 0.4303617477416992, 1.0]","[211, 102, 107, 211, 110, 116, 59]","[106, 28, 16, 56, 11, 11, 6]","[0.5023696422576904, 0.27450981736183167, 0.14953270554542542, 0.2654028534889221, 0.10000000149011612, 0.09482758492231369, 0.10169491171836853]","[454, 205, 278, 481, 215, 247, 139]","[234, 54, 46, 114, 24, 25, 20]","[0.515418529510498, 0.2634146213531494, 0.16546761989593506, 0.23700623214244843, 0.11162790656089783, 0.10121457278728485, 0.14388489723205566]"
125,0.23060796645702306,0.22739506632146625,1.0,1.0,271,992,0.27318548387096775,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.312, 0.277, 0.024, 0.241, 0.292, 0.172, 0.36]","[0.052685681730508804, 0.12860779464244843, 0.028926532715559006, 0.16629032790660858, 0.15807752311229706, 0.20492497086524963, 0.2604869306087494]","[0.20225845277309418, 0.4937207102775574, 0.11104792356491089, 0.638382613658905, 0.6068539619445801, 0.786699652671814, 1.0]","[186, 132, 68, 179, 149, 162, 116]","[97, 46, 12, 52, 20, 24, 20]","[0.5215053558349609, 0.3484848439693451, 0.1764705926179886, 0.29050278663635254, 0.1342281848192215, 0.14814814925193787, 0.17241379618644714]","[640, 337, 346, 660, 364, 409, 255]","[331, 100, 58, 166, 44, 49, 40]","[0.5171874761581421, 0.2967359125614166, 0.16763006150722504, 0.25151515007019043, 0.12087912112474442, 0.11980440467596054, 0.1568627506494522]"
150,0.23060796645702306,0.2251332373783346,1.0,1.0,318,1205,0.26390041493775934,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.377, 0.308, 0.024, 0.152, 0.277, 0.19, 0.36]","[0.13480764627456665, 0.19824305176734924, 0.01878441870212555, 0.12753434479236603, 0.23690052330493927, 0.16269992291927338, 0.1210298240184784]","[0.5690475106239319, 0.8368198275566101, 0.079292431473732, 0.5383455753326416, 1.0, 0.6867858171463013, 0.5108888149261475]","[205, 228, 65, 199, 144, 208, 156]","[121, 61, 13, 44, 20, 28, 31]","[0.5902438759803772, 0.26754385232925415, 0.20000000298023224, 0.22110553085803986, 0.1388888955116272, 0.13461539149284363, 0.19871795177459717]","[845, 565, 411, 859, 508, 617, 411]","[452, 161, 71, 210, 64, 77, 71]","[0.5349112153053284, 0.2849557399749756, 0.1727493852376938, 0.24447031319141388, 0.12598425149917603, 0.12479740381240845, 0.1727493852376938]"
175,0.23060796645702306,0.22930597152977666,1.0,1.0,318,1229,0.25874694873881204,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.364, 0.215, 0.024, 0.241, 0.277, 0.19, 0.36]","[0.10382205992937088, 0.09848178923130035, 0.023753907531499863, 0.2055588960647583, 0.18118707835674286, 0.18727637827396393, 0.19991958141326904]","[0.5050720572471619, 0.4790928065776825, 0.11555767059326172, 1.0, 0.8814363479614258, 0.9110594391822815, 0.9725659489631653]","[176, 217, 71, 207, 178, 186, 194]","[101, 71, 12, 57, 20, 24, 33]","[0.5738636255264282, 0.3271889388561249, 0.1690140813589096, 0.2753623127937317, 0.11235955357551575, 0.12903225421905518, 0.17010308802127838]","[1021, 782, 482, 1066, 686, 803, 605]","[553, 232, 83, 267, 84, 101, 104]","[0.5416258573532104, 0.2966752052307129, 0.17219917476177216, 0.25046902894973755, 0.12244898080825806, 0.12577833235263824, 0.17190082371234894]"
200,0.22012578616352202,0.2142482234942334,1.0,1.0,317,1265,0.25059288537549407,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.364, 0.262, 0.024, 0.152, 0.277, 0.172, 0.36]","[0.12238152325153351, 0.15082699060440063, 0.09312551468610764, 0.13075362145900726, 0.2193111926317215, 0.13047637045383453, 0.15312460064888]","[0.5580267906188965, 0.6877304911613464, 0.42462727427482605, 0.5962013006210327, 1.0, 0.5949371457099915, 0.6982069611549377]","[220, 243, 90, 175, 176, 177, 184]","[118, 74, 14, 42, 20, 18, 31]","[0.5363636612892151, 0.30452674627304077, 0.15555556118488312, 0.23999999463558197, 0.11363636702299118, 0.10169491171836853, 0.16847826540470123]","[1241, 1025, 572, 1241, 862, 980, 789]","[671, 306, 97, 309, 104, 119, 135]","[0.5406929850578308, 0.29853659868240356, 0.16958041489124298, 0.24899274110794067, 0.12064965069293976, 0.12142857164144516, 0.17110265791416168]"
225,0.2222222222222222,0.21564463314781168,1.0,1.0,325,1267,0.2565114443567482,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.286, 0.4, 0.024, 0.114, 0.292, 0.172, 0.36]","[0.09608567506074905, 0.24459420144557953, 0.037330035120248795, 0.07583437860012054, 0.20820380747318268, 0.15045973658561707, 0.18749192357063293]","[0.3928371071815491, 1.0, 0.15262028574943542, 0.310041606426239, 0.8512213826179504, 0.6151402592658997, 0.7665427923202515]","[188, 251, 51, 190, 190, 158, 239]","[111, 71, 11, 45, 25, 20, 42]","[0.5904255509376526, 0.28286853432655334, 0.21568627655506134, 0.2368421107530594, 0.1315789520740509, 0.1265822798013687, 0.17573221027851105]","[1429, 1276, 623, 1431, 1052, 1138, 1028]","[782, 377, 108, 354, 129, 139, 177]","[0.5472358465194702, 0.2954545319080353, 0.17335473001003265, 0.24737945199012756, 0.12262357771396637, 0.12214411050081253, 0.1721789836883545]"
