step,acc_train,f1_train,cw_acc_train,acc_val,f1_val,cw_acc_val,acc_test,f1_test,cw_acc_test,psl_correct,psl_total,acc_psl,pslt_global,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.18571428571428572,0.13700895595632437,"[0.3, 0.1, 0.0, 0.5, 0.0, 0.4, 0.0]",0.13496932515337423,0.1086237239428661,"[0.2, 0.014, 0.128, 0.314, 0.0, 0.288, 0.017]",0.14519427402862986,0.11616745155933661,"[0.16, 0.057, 0.078, 0.357, 0.013, 0.367, 0.016]",0,0,,0.0,"[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
10,0.32857142857142857,0.2697807913754757,"[0.1, 0.0, 0.8, 0.2, 0.1, 0.8, 0.3]",0.17791411042944785,0.10864766634388737,"[0.013, 0.0, 0.615, 0.1, 0.013, 0.492, 0.017]",0.18609406952965235,0.11486274974579704,"[0.04, 0.0, 0.662, 0.071, 0.026, 0.483, 0.016]",0,0,,0.7,"[0.1458117663860321, 0.10435296595096588, 0.17974033951759338, 0.13330352306365967, 0.12771476805210114, 0.17537954449653625, 0.13369692862033844]","[0.8112356066703796, 0.5805762410163879, 1.0, 0.7416449785232544, 0.7105515003204346, 0.9757383465766907, 0.7438337206840515]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
20,0.6142857142857143,0.6121548146418064,"[0.6, 0.5, 0.3, 0.8, 0.8, 0.5, 0.8]",0.2392638036809816,0.21579257075148275,"[0.213, 0.114, 0.038, 0.543, 0.351, 0.068, 0.35]",0.24948875255623723,0.2266951399229129,"[0.2, 0.2, 0.052, 0.514, 0.434, 0.067, 0.262]",0,0,,0.7,"[0.12788040935993195, 0.13631267845630646, 0.13375498354434967, 0.14935752749443054, 0.16748401522636414, 0.12865683436393738, 0.15655337274074554]","[0.7635380029678345, 0.8138847351074219, 0.798613429069519, 0.8917718529701233, 1.0, 0.7681738138198853, 0.9347361922264099]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
30,0.7571428571428571,0.7604255654137393,"[0.7, 0.7, 0.7, 0.8, 0.8, 0.8, 0.8]",0.26993865030674846,0.265279599715431,"[0.293, 0.143, 0.205, 0.557, 0.117, 0.237, 0.367]",0.2822085889570552,0.28060894963511956,"[0.267, 0.229, 0.195, 0.5, 0.224, 0.217, 0.361]",0,0,,0.7,"[0.1320127248764038, 0.1433829814195633, 0.14530017971992493, 0.1511078178882599, 0.14272785186767578, 0.13666164875030518, 0.14880652725696564]","[0.8736326694488525, 0.9488786458969116, 0.9615662693977356, 1.0, 0.9445431232452393, 0.9043982625007629, 0.9847705364227295]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
40,0.8428571428571429,0.8418032659287974,"[1.0, 0.8, 0.7, 0.8, 0.9, 0.9, 0.8]",0.310838445807771,0.30053782593008693,"[0.573, 0.186, 0.115, 0.486, 0.247, 0.237, 0.333]",0.32719836400818,0.3171778043049663,"[0.613, 0.171, 0.208, 0.429, 0.329, 0.167, 0.344]",0,0,,0.7,"[0.16486752033233643, 0.14917625486850739, 0.1340092122554779, 0.12998421490192413, 0.14916308224201202, 0.13196715712547302, 0.14083236455917358]","[1.0, 0.9048250317573547, 0.8128296732902527, 0.7884161472320557, 0.9047451019287109, 0.8004436492919922, 0.8542153239250183]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.9324324324324325,0.932470626972098,"[0.923, 1.0, 0.9, 0.909, 0.8, 1.0, 1.0]",0.3210633946830266,0.31914087189856266,"[0.413, 0.243, 0.282, 0.5, 0.078, 0.237, 0.533]",0.3210633946830266,0.3112725371080406,"[0.413, 0.2, 0.468, 0.414, 0.092, 0.167, 0.492]",4,4,1.0,0.7,"[0.13674980401992798, 0.14543408155441284, 0.16684946417808533, 0.1421346813440323, 0.13205714523792267, 0.11769397556781769, 0.1590806543827057]","[0.8195999264717102, 0.8716484904289246, 1.0, 0.8518737554550171, 0.7914748191833496, 0.705390214920044, 0.9534382224082947]","[3, 0, 0, 1, 0, 0, 0]","[3, 0, 0, 1, 0, 0, 0]","[1.0, nan, nan, 1.0, nan, nan, nan]","[3, 0, 0, 1, 0, 0, 0]","[3, 0, 0, 1, 0, 0, 0]","[1.0, nan, nan, 1.0, nan, nan, nan]"
61,0.963855421686747,0.9671706739375914,"[1.0, 1.0, 0.9, 0.947, 0.9, 1.0, 1.0]",0.3374233128834356,0.3240673438472133,"[0.6, 0.371, 0.128, 0.529, 0.169, 0.271, 0.3]",0.3476482617586912,0.33862362949485136,"[0.627, 0.286, 0.247, 0.486, 0.263, 0.183, 0.311]",9,15,0.6,0.7,"[0.16909608244895935, 0.1649467647075653, 0.1295996606349945, 0.15153943002223969, 0.13781633973121643, 0.12310623377561569, 0.12389525771141052]","[1.0, 0.9754617810249329, 0.766426146030426, 0.8961735367774963, 0.8150179386138916, 0.7280253171920776, 0.7326914668083191]","[3, 0, 0, 8, 0, 0, 0]","[3, 0, 0, 6, 0, 0, 0]","[1.0, nan, nan, 0.75, nan, nan, nan]","[6, 0, 0, 9, 0, 0, 0]","[6, 0, 0, 7, 0, 0, 0]","[1.0, nan, nan, 0.7777777910232544, nan, nan, nan]"
73,0.9839743589743589,0.9752895507838029,"[0.993, 0.85, 1.0, 1.0, 0.923, 1.0, 1.0]",0.3169734151329243,0.29934661693524645,"[0.587, 0.157, 0.141, 0.586, 0.169, 0.322, 0.267]",0.3333333333333333,0.3153945882025556,"[0.627, 0.114, 0.26, 0.543, 0.237, 0.233, 0.295]",174,254,0.6850393700787402,0.7,"[0.16740217804908752, 0.11252296715974808, 0.14920638501644135, 0.18789604306221008, 0.13271044194698334, 0.12829135358333588, 0.12197046726942062]","[0.8909297585487366, 0.598857581615448, 0.7940900921821594, 1.0, 0.7062971591949463, 0.6827783584594727, 0.6491380333900452]","[137, 10, 5, 68, 3, 10, 6]","[115, 9, 4, 39, 0, 4, 3]","[0.8394160866737366, 0.8999999761581421, 0.800000011920929, 0.5735294222831726, 0.0, 0.4000000059604645, 0.5]","[143, 10, 5, 77, 3, 10, 6]","[121, 9, 4, 46, 0, 4, 3]","[0.8461538553237915, 0.8999999761581421, 0.800000011920929, 0.5974025726318359, 0.0, 0.4000000059604645, 0.5]"
118,0.9357682619647355,0.9096190592106509,"[0.996, 0.752, 0.766, 1.0, 0.992, 0.979, 0.812]",0.3312883435582822,0.30754251871770955,"[0.653, 0.214, 0.064, 0.571, 0.234, 0.39, 0.2]",0.3476482617586912,0.3283032326484239,"[0.72, 0.157, 0.221, 0.514, 0.342, 0.217, 0.213]",842,1769,0.4759751271905031,0.7,"[0.24539412558078766, 0.12066903710365295, 0.07965939491987228, 0.18744894862174988, 0.1490832269191742, 0.1209726482629776, 0.09677242487668991]","[1.0, 0.49173563718795776, 0.3246181905269623, 0.7638689279556274, 0.607525646686554, 0.49297288060188293, 0.39435508847236633]","[479, 136, 144, 400, 110, 129, 117]","[317, 86, 65, 269, 31, 32, 42]","[0.6617953777313232, 0.6323529481887817, 0.4513888955116272, 0.6725000143051147, 0.2818181812763214, 0.24806201457977295, 0.3589743673801422]","[622, 146, 149, 477, 113, 139, 123]","[438, 95, 69, 315, 31, 36, 45]","[0.7041800618171692, 0.6506849527359009, 0.463087260723114, 0.6603773832321167, 0.2743362784385681, 0.2589927911758423, 0.3658536672592163]"
345,0.9539657853810264,0.9500592192162015,"[0.996, 0.847, 0.96, 0.993, 0.973, 0.889, 0.97]",0.3537832310838446,0.35239690698139076,"[0.573, 0.329, 0.269, 0.5, 0.195, 0.322, 0.283]",0.3619631901840491,0.34626881990094505,"[0.707, 0.229, 0.39, 0.386, 0.224, 0.133, 0.426]",1275,4891,0.2606828869351871,0.7,"[0.2291213721036911, 0.10824467241764069, 0.1691640168428421, 0.14871658384799957, 0.10699284821748734, 0.10991310328245163, 0.12784719467163086]","[1.0, 0.47243377566337585, 0.7383161783218384, 0.6490733623504639, 0.46697017550468445, 0.47971561551094055, 0.5579889416694641]","[674, 334, 464, 439, 404, 387, 420]","[354, 167, 152, 292, 104, 87, 119]","[0.5252225399017334, 0.5, 0.32758620381355286, 0.6651480793952942, 0.2574257552623749, 0.22480620443820953, 0.28333333134651184]","[1296, 480, 613, 916, 517, 526, 543]","[792, 262, 221, 607, 135, 123, 164]","[0.6111111044883728, 0.5458333492279053, 0.3605220317840576, 0.6626637578010559, 0.26112186908721924, 0.23384030163288116, 0.30202579498291016]"
