step,acc_train,f1_train,cw_acc_train,acc_val,f1_val,cw_acc_val,acc_test,f1_test,cw_acc_test,psl_correct,psl_total,acc_psl,pslt_global,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.14285714285714285,0.03571428571428571,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.12269938650306748,0.031225604996096803,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0.12474437627811862,0.03168831168831169,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",0,0,,0.0,"[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.9523809523809523,0.9510204081632654,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.667, 1.0]",0.2249488752556237,0.20688984219541304,"[0.453, 0.386, 0.256, 0.171, 0.104, 0.017, 0.133]",0.24130879345603273,0.20587684128808276,"[0.613, 0.414, 0.169, 0.1, 0.211, 0.0, 0.115]",0,4,0.0,0.98,"[0.15854592621326447, 0.13044588267803192, 0.1516074240207672, 0.17982779443264008, 0.17769759893417358, 0.10937619209289551, 0.09249897301197052]","[0.8816542029380798, 0.7253933548927307, 0.8430700302124023, 1.0, 0.9881542325019836, 0.6082273721694946, 0.5143752694129944]","[0, 0, 0, 0, 0, 0, 4]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, 0.0]","[0, 0, 0, 0, 0, 0, 4]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, 0.0]"
50,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.2065439672801636,0.19310277036417903,"[0.293, 0.557, 0.038, 0.114, 0.156, 0.119, 0.167]",0.23517382413087934,0.2091416949109964,"[0.32, 0.629, 0.013, 0.143, 0.237, 0.067, 0.23]",15,59,0.2542372881355932,0.98,"[0.14694909751415253, 0.21166956424713135, 0.13058574497699738, 0.1361367553472519, 0.1326601356267929, 0.08903025835752487, 0.15296821296215057]","[0.6942381858825684, 1.0, 0.6169320940971375, 0.6431569457054138, 0.6267322301864624, 0.42060962319374084, 0.722674548625946]","[11, 3, 2, 0, 13, 2, 28]","[10, 1, 0, 0, 3, 0, 1]","[0.9090909361839294, 0.3333333432674408, 0.0, nan, 0.23076923191547394, 0.0, 0.0357142873108387]","[11, 3, 2, 0, 13, 2, 32]","[10, 1, 0, 0, 3, 0, 1]","[0.9090909361839294, 0.3333333432674408, 0.0, nan, 0.23076923191547394, 0.0, 0.03125]"
75,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.22085889570552147,0.2115687468328367,"[0.253, 0.057, 0.526, 0.143, 0.143, 0.136, 0.25]",0.22903885480572597,0.20670559233552807,"[0.227, 0.014, 0.519, 0.129, 0.263, 0.1, 0.311]",110,361,0.3047091412742382,0.98,"[0.08406806737184525, 0.08563302457332611, 0.22388769686222076, 0.07066311687231064, 0.17488513886928558, 0.16244855523109436, 0.19841426610946655]","[0.375492125749588, 0.38248205184936523, 1.0, 0.3156185746192932, 0.7811288237571716, 0.7255805134773254, 0.8862223029136658]","[63, 31, 38, 21, 93, 21, 94]","[47, 11, 7, 6, 18, 6, 15]","[0.7460317611694336, 0.35483869910240173, 0.18421052396297455, 0.2857142984867096, 0.19354838132858276, 0.2857142984867096, 0.1595744639635086]","[74, 34, 40, 21, 106, 23, 126]","[57, 12, 7, 6, 21, 6, 16]","[0.7702702879905701, 0.3529411852359772, 0.17499999701976776, 0.2857142984867096, 0.19811320304870605, 0.260869562625885, 0.1269841343164444]"
100,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.23517382413087934,0.24195451690418207,"[0.32, 0.114, 0.179, 0.2, 0.182, 0.322, 0.367]",0.24539877300613497,0.24673971447985732,"[0.267, 0.157, 0.208, 0.186, 0.263, 0.233, 0.426]",182,572,0.3181818181818182,0.98,"[0.09280616044998169, 0.08320555090904236, 0.15098263323307037, 0.11483605206012726, 0.21730484068393707, 0.1562836915254593, 0.18458090722560883]","[0.4270781874656677, 0.38289782404899597, 0.6947964429855347, 0.5284560322761536, 1.0, 0.7191910147666931, 0.8494099974632263]","[92, 57, 57, 74, 132, 41, 119]","[57, 26, 15, 25, 21, 11, 27]","[0.6195651888847351, 0.45614033937454224, 0.2631579041481018, 0.3378378450870514, 0.15909090638160706, 0.26829269528388977, 0.22689075767993927]","[166, 91, 97, 95, 238, 64, 245]","[114, 38, 22, 31, 42, 17, 43]","[0.6867470145225525, 0.4175824224948883, 0.22680412232875824, 0.3263157904148102, 0.1764705926179886, 0.265625, 0.1755101978778839]"
125,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.25971370143149286,0.26908306609203186,"[0.4, 0.2, 0.218, 0.343, 0.182, 0.288, 0.183]",0.2658486707566462,0.26767814842329896,"[0.347, 0.2, 0.221, 0.286, 0.276, 0.2, 0.328]",238,764,0.31151832460732987,0.98,"[0.13855813443660736, 0.08013783395290375, 0.14710387587547302, 0.17342737317085266, 0.24340088665485382, 0.10231023281812668, 0.11506146192550659]","[0.5692589282989502, 0.32924216985702515, 0.6043686866760254, 0.7125174403190613, 1.0, 0.4203363060951233, 0.4727240800857544]","[148, 78, 63, 101, 164, 72, 138]","[84, 37, 15, 33, 30, 20, 19]","[0.5675675868988037, 0.4743589758872986, 0.2380952388048172, 0.32673266530036926, 0.18292683362960815, 0.2777777910232544, 0.13768115639686584]","[314, 169, 160, 196, 402, 136, 383]","[198, 75, 37, 64, 72, 37, 62]","[0.6305732727050781, 0.44378697872161865, 0.23125000298023224, 0.3265306055545807, 0.17910447716712952, 0.2720588147640228, 0.16187989711761475]"
150,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.30265848670756645,0.30124345661595,"[0.533, 0.343, 0.244, 0.386, 0.13, 0.339, 0.133]",0.31901840490797545,0.31555307466016175,"[0.533, 0.443, 0.234, 0.3, 0.237, 0.25, 0.213]",244,806,0.3027295285359802,0.98,"[0.12515777349472046, 0.1751776784658432, 0.23463238775730133, 0.18183653056621552, 0.12826663255691528, 0.07916982471942902, 0.0757589265704155]","[0.5334206819534302, 0.746604859828949, 1.0, 0.7749847769737244, 0.5466706156730652, 0.3374207019805908, 0.3228834867477417]","[130, 85, 113, 79, 151, 95, 153]","[66, 38, 29, 29, 28, 26, 28]","[0.5076923370361328, 0.4470588266849518, 0.2566371560096741, 0.3670886158943176, 0.18543046712875366, 0.27368420362472534, 0.18300653994083405]","[444, 254, 273, 275, 553, 231, 536]","[264, 113, 66, 93, 100, 63, 90]","[0.5945945978164673, 0.4448818862438202, 0.24175824224948883, 0.33818182349205017, 0.18083181977272034, 0.27272728085517883, 0.16791044175624847]"
175,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.28629856850715746,0.2835507397153644,"[0.413, 0.429, 0.179, 0.414, 0.117, 0.288, 0.167]",0.294478527607362,0.28730147689900437,"[0.373, 0.571, 0.13, 0.357, 0.197, 0.217, 0.213]",242,832,0.29086538461538464,0.98,"[0.10281288623809814, 0.11378924548625946, 0.20652951300144196, 0.1672302633523941, 0.16026709973812103, 0.126291424036026, 0.12307941168546677]","[0.49781209230422974, 0.5509587526321411, 1.0, 0.8097160458564758, 0.7760009765625, 0.6114933490753174, 0.5959410071372986]","[138, 74, 106, 97, 166, 106, 145]","[50, 33, 34, 28, 42, 31, 24]","[0.36231884360313416, 0.44594594836235046, 0.3207547068595886, 0.2886597812175751, 0.2530120611190796, 0.2924528419971466, 0.16551724076271057]","[582, 328, 379, 372, 719, 337, 681]","[314, 146, 100, 121, 142, 94, 114]","[0.5395188927650452, 0.4451219439506531, 0.26385223865509033, 0.32526880502700806, 0.19749651849269867, 0.27893173694610596, 0.16740088164806366]"
200,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.278118609406953,0.2737085626043752,"[0.413, 0.329, 0.167, 0.414, 0.078, 0.39, 0.183]",0.294478527607362,0.2900964350051571,"[0.373, 0.514, 0.169, 0.357, 0.158, 0.267, 0.23]",261,861,0.30313588850174217,0.98,"[0.18091504275798798, 0.15272867679595947, 0.14304795861244202, 0.17698168754577637, 0.07248594611883163, 0.1564338207244873, 0.1174067035317421]","[1.0, 0.8442010879516602, 0.7906913161277771, 0.9782585501670837, 0.400662899017334, 0.8646811246871948, 0.6489604115486145]","[123, 106, 122, 87, 165, 103, 155]","[46, 52, 29, 31, 36, 39, 28]","[0.3739837408065796, 0.49056604504585266, 0.23770491778850555, 0.3563218414783478, 0.2181818187236786, 0.3786407709121704, 0.1806451678276062]","[705, 434, 501, 459, 884, 440, 836]","[360, 198, 129, 152, 178, 133, 142]","[0.5106382966041565, 0.45622119307518005, 0.257485032081604, 0.3311546742916107, 0.20135746896266937, 0.3022727370262146, 0.169856458902359]"
225,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.26380368098159507,0.2662289400413545,"[0.373, 0.2, 0.192, 0.371, 0.117, 0.373, 0.25]",0.2903885480572597,0.29398962904537296,"[0.32, 0.4, 0.182, 0.343, 0.197, 0.317, 0.295]",245,882,0.2777777777777778,0.98,"[0.1466854214668274, 0.12031859904527664, 0.13587713241577148, 0.19284522533416748, 0.09850175678730011, 0.1221633031964302, 0.18360836803913116]","[0.7606380581855774, 0.6239127516746521, 0.7045916318893433, 1.0, 0.5107814073562622, 0.6334785223007202, 0.9521022439002991]","[128, 118, 109, 75, 177, 119, 156]","[52, 54, 28, 20, 34, 36, 21]","[0.40625, 0.4576271176338196, 0.2568807303905487, 0.2666666805744171, 0.19209039211273193, 0.3025210201740265, 0.13461539149284363]","[833, 552, 610, 534, 1061, 559, 992]","[412, 252, 157, 172, 212, 169, 163]","[0.494597852230072, 0.45652174949645996, 0.2573770582675934, 0.32209739089012146, 0.19981150329113007, 0.302325576543808, 0.16431452333927155]"
