step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.16973415132924335,0.12604795899676807,0.0,0.0,0,0,,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.013, 0.243, 0.41, 0.371, 0.026, 0.0, 0.083]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.2147239263803681,0.2126797388777231,1.0,1.0,0,0,,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.187, 0.186, 0.077, 0.357, 0.208, 0.153, 0.367]","[0.11249890178442001, 0.15060941874980927, 0.10636407881975174, 0.13768571615219116, 0.1877385973930359, 0.1599021703004837, 0.14520087838172913]","[0.5992316007614136, 0.8022294044494629, 0.5665541291236877, 0.7333905696868896, 1.0, 0.8517277240753174, 0.773420512676239]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.2249488752556237,0.2112415677260892,1.0,1.0,11,26,0.4230769230769231,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.36, 0.286, 0.128, 0.443, 0.039, 0.034, 0.283]","[0.13067400455474854, 0.16516050696372986, 0.1234043762087822, 0.2517697513103485, 0.08745399117469788, 0.11799371242523193, 0.12354344874620438]","[0.5190218687057495, 0.6559982299804688, 0.49014773964881897, 1.0, 0.34735703468322754, 0.4686572253704071, 0.4907001256942749]","[12, 2, 2, 9, 0, 1, 0]","[8, 2, 0, 1, 0, 0, 0]","[0.6666666865348816, 1.0, 0.0, 0.1111111119389534, nan, 0.0, nan]","[12, 2, 2, 9, 0, 1, 0]","[8, 2, 0, 1, 0, 0, 0]","[0.6666666865348816, 1.0, 0.0, 0.1111111119389534, nan, 0.0, nan]"
75,0.2331288343558282,0.20353553733715954,1.0,1.0,66,130,0.5076923076923077,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.493, 0.171, 0.0, 0.129, 0.299, 0.051, 0.5]","[0.19043120741844177, 0.11493942141532898, 0.1308489292860031, 0.07966840267181396, 0.22130779922008514, 0.10269025713205338, 0.16011378169059753]","[0.8604812026023865, 0.5193645358085632, 0.5912531018257141, 0.35998913645744324, 1.0, 0.46401554346084595, 0.7234891057014465]","[55, 11, 12, 18, 9, 8, 17]","[42, 6, 2, 6, 3, 1, 6]","[0.7636363506317139, 0.5454545617103577, 0.1666666716337204, 0.3333333432674408, 0.3333333432674408, 0.125, 0.3529411852359772]","[67, 13, 14, 27, 9, 9, 17]","[50, 8, 2, 7, 3, 1, 6]","[0.746268630027771, 0.6153846383094788, 0.1428571492433548, 0.25925925374031067, 0.3333333432674408, 0.1111111119389534, 0.3529411852359772]"
100,0.2167689161554192,0.1829027618051732,1.0,1.0,101,292,0.3458904109589041,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.413, 0.014, 0.141, 0.214, 0.143, 0.034, 0.583]","[0.16081130504608154, 0.04319733381271362, 0.17658361792564392, 0.13793891668319702, 0.19900475442409515, 0.06535240262746811, 0.21711143851280212]","[0.7406855225563049, 0.19896388053894043, 0.8133317232131958, 0.6353369355201721, 0.9166018962860107, 0.30100855231285095, 1.0]","[76, 18, 22, 61, 45, 28, 42]","[49, 13, 3, 12, 8, 5, 11]","[0.6447368264198303, 0.7222222089767456, 0.13636364042758942, 0.19672131538391113, 0.17777778208255768, 0.1785714328289032, 0.261904776096344]","[143, 31, 36, 88, 54, 37, 59]","[99, 21, 5, 19, 11, 6, 17]","[0.692307710647583, 0.6774193644523621, 0.1388888955116272, 0.21590909361839294, 0.20370370149612427, 0.1621621549129486, 0.2881355881690979]"
125,0.22903885480572597,0.21621435055241287,1.0,1.0,172,612,0.28104575163398693,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.347, 0.371, 0.013, 0.2, 0.091, 0.339, 0.3]","[0.14194753766059875, 0.1556580811738968, 0.058062709867954254, 0.11863060295581818, 0.10193713754415512, 0.22018887102603912, 0.20357480645179749]","[0.644662618637085, 0.7069298028945923, 0.26369503140449524, 0.5387674570083618, 0.4629531800746918, 1.0, 0.9245463013648987]","[104, 64, 36, 151, 100, 57, 100]","[68, 34, 4, 23, 17, 6, 20]","[0.6538461446762085, 0.53125, 0.1111111119389534, 0.15231788158416748, 0.17000000178813934, 0.10526315867900848, 0.20000000298023224]","[247, 95, 72, 239, 154, 94, 159]","[167, 55, 9, 42, 28, 12, 37]","[0.6761133670806885, 0.5789473652839661, 0.125, 0.17573221027851105, 0.1818181872367859, 0.12765957415103912, 0.23270440101623535]"
150,0.24948875255623723,0.2296997685780315,1.0,1.0,215,767,0.2803129074315515,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.453, 0.443, 0.026, 0.2, 0.117, 0.254, 0.283]","[0.3105114996433258, 0.1457819640636444, 0.051503125578165054, 0.116908498108387, 0.13051682710647583, 0.1033269613981247, 0.141450896859169]","[1.0, 0.4694897532463074, 0.1658654361963272, 0.37650296092033386, 0.4203284680843353, 0.3327637314796448, 0.45554158091545105]","[133, 131, 9, 152, 147, 66, 129]","[66, 60, 1, 19, 30, 13, 26]","[0.49624061584472656, 0.4580152630805969, 0.1111111119389534, 0.125, 0.20408163964748383, 0.19696970283985138, 0.20155039429664612]","[380, 226, 81, 391, 301, 160, 288]","[233, 115, 10, 61, 58, 25, 63]","[0.6131578683853149, 0.508849561214447, 0.12345679104328156, 0.1560102254152298, 0.19269102811813354, 0.15625, 0.21875]"
175,0.19427402862985685,0.16738451393417075,1.0,1.0,201,816,0.24632352941176472,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.373, 0.071, 0.397, 0.1, 0.078, 0.017, 0.283]","[0.22336053848266602, 0.07395140081644058, 0.25939276814460754, 0.05916095897555351, 0.16810210049152374, 0.05457517132163048, 0.161456897854805]","[0.8610900640487671, 0.285094290971756, 1.0, 0.2280748188495636, 0.6480600833892822, 0.21039588749408722, 0.6224417686462402]","[140, 95, 56, 150, 147, 85, 143]","[74, 38, 9, 14, 21, 17, 28]","[0.5285714268684387, 0.4000000059604645, 0.1607142835855484, 0.09333333373069763, 0.1428571492433548, 0.20000000298023224, 0.1958041936159134]","[520, 321, 137, 541, 448, 245, 431]","[307, 153, 19, 75, 79, 42, 91]","[0.5903846025466919, 0.47663551568984985, 0.1386861354112625, 0.1386321634054184, 0.1763392835855484, 0.17142857611179352, 0.21113689243793488]"
200,0.2147239263803681,0.20925895158802457,1.0,1.0,225,893,0.251959686450168,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.36, 0.343, 0.128, 0.086, 0.104, 0.22, 0.283]","[0.12614959478378296, 0.13210180401802063, 0.09032344818115234, 0.06589081883430481, 0.14316798746585846, 0.14023715257644653, 0.3021289110183716]","[0.417535662651062, 0.4372365474700928, 0.29895666241645813, 0.21808843314647675, 0.4738638997077942, 0.46416330337524414, 1.0]","[99, 132, 75, 164, 158, 120, 145]","[50, 55, 22, 25, 28, 18, 27]","[0.5050504803657532, 0.4166666567325592, 0.2933333218097687, 0.15243902802467346, 0.17721518874168396, 0.15000000596046448, 0.1862068921327591]","[619, 453, 212, 705, 606, 365, 576]","[357, 208, 41, 100, 107, 60, 118]","[0.5767366886138916, 0.4591611623764038, 0.19339622557163239, 0.1418439745903015, 0.1765676587820053, 0.16438356041908264, 0.2048611044883728]"
225,0.2065439672801636,0.1967782286996678,1.0,1.0,193,827,0.23337363966142685,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.387, 0.129, 0.282, 0.143, 0.039, 0.186, 0.283]","[0.23435358703136444, 0.07636384665966034, 0.2406829446554184, 0.0817798525094986, 0.06220147758722305, 0.08812187612056732, 0.21649621427059174]","[0.9737024903297424, 0.3172798454761505, 1.0, 0.3397825062274933, 0.2584374248981476, 0.36613261699676514, 0.8995079398155212]","[131, 111, 79, 138, 140, 105, 123]","[63, 42, 15, 13, 16, 16, 28]","[0.48091602325439453, 0.37837839126586914, 0.18987341225147247, 0.09420289844274521, 0.11428571492433548, 0.15238095819950104, 0.22764228284358978]","[750, 564, 291, 843, 746, 470, 699]","[420, 250, 56, 113, 123, 76, 146]","[0.5600000023841858, 0.44326239824295044, 0.19243986904621124, 0.1340450793504715, 0.16487935185432434, 0.16170212626457214, 0.2088698148727417]"
