step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.13626834381551362,0.034264628360569316,0.14285714285714285,0.03571428571428571,0,0,,0.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.14255765199161424,0.05605894531725734,0.2,0.1292517006802721,0,0,,0.98,"[0.0, 1.0, 0.2, 0.0, 0.0, 0.0, 0.2]","[0.0, 0.969, 0.0, 0.0, 0.015, 0.0, 0.08]","[0.16633859276771545, 0.19024047255516052, 0.11501443386077881, 0.11041198670864105, 0.13687242567539215, 0.14798857271671295, 0.13313338160514832]","[0.874359667301178, 1.0, 0.6045739650726318, 0.5803811550140381, 0.7194706201553345, 0.7779026627540588, 0.6998162865638733]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.19077568134171907,0.15746469985275874,0.7142857142857143,0.6854256854256854,0,0,,0.98,"[1.0, 1.0, 0.8, 0.4, 0.2, 0.6, 1.0]","[0.351, 0.538, 0.036, 0.101, 0.0, 0.103, 0.24]","[0.1739373505115509, 0.19216257333755493, 0.09880509227514267, 0.10612662136554718, 0.11669880151748657, 0.18263709545135498, 0.12963224947452545]","[0.9051572680473328, 1.0, 0.5141744613647461, 0.5522751808166504, 0.6072920560836792, 0.9504300951957703, 0.6745967864990234]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
75,0.2557651991614256,0.25649690945419046,0.9714285714285714,0.9711399711399712,1,2,0.5,0.98,"[1.0, 1.0, 1.0, 0.8, 1.0, 1.0, 1.0]","[0.312, 0.154, 0.157, 0.304, 0.092, 0.517, 0.3]","[0.0886973962187767, 0.11006609350442886, 0.14550016820430756, 0.13317938148975372, 0.1401042640209198, 0.16261693835258484, 0.219835564494133]","[0.40347155928611755, 0.5006746649742126, 0.6618590950965881, 0.6058136224746704, 0.6373139023780823, 0.7397208213806152, 1.0]","[0, 0, 0, 0, 0, 0, 2]","[0, 0, 0, 0, 0, 0, 1]","[nan, nan, nan, nan, nan, nan, 0.5]","[0, 0, 0, 0, 0, 0, 2]","[0, 0, 0, 0, 0, 0, 1]","[nan, nan, nan, nan, nan, nan, 0.5]"
100,0.27672955974842767,0.2557797618578533,1.0,1.0,34,107,0.3177570093457944,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.571, 0.108, 0.193, 0.228, 0.123, 0.483, 0.22]","[0.2095518559217453, 0.14893080294132233, 0.14159120619297028, 0.09228581935167313, 0.10034347325563431, 0.215989351272583, 0.09130726754665375]","[0.9701952934265137, 0.6895284652709961, 0.6555471420288086, 0.42727023363113403, 0.46457600593566895, 1.0, 0.4227396845817566]","[19, 5, 15, 6, 6, 12, 44]","[7, 2, 3, 2, 4, 4, 12]","[0.3684210479259491, 0.4000000059604645, 0.20000000298023224, 0.3333333432674408, 0.6666666865348816, 0.3333333432674408, 0.27272728085517883]","[19, 5, 15, 6, 6, 12, 46]","[7, 2, 3, 2, 4, 4, 13]","[0.3684210479259491, 0.4000000059604645, 0.20000000298023224, 0.3333333432674408, 0.6666666865348816, 0.3333333432674408, 0.28260868787765503]"
125,0.3417190775681342,0.3325484549294187,1.0,1.0,163,513,0.31773879142300193,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.519, 0.231, 0.217, 0.468, 0.277, 0.414, 0.22]","[0.18010491132736206, 0.11751771718263626, 0.11070972681045532, 0.19513222575187683, 0.13527527451515198, 0.17230485379695892, 0.08895505964756012]","[0.9229890704154968, 0.6022465825080872, 0.5673574805259705, 1.0, 0.6932492852210999, 0.8830158710479736, 0.45587068796157837]","[78, 49, 91, 60, 52, 67, 116]","[41, 27, 11, 30, 16, 17, 21]","[0.5256410241127014, 0.5510203838348389, 0.12087912112474442, 0.5, 0.3076923191547394, 0.2537313401699066, 0.18103447556495667]","[97, 54, 106, 66, 58, 79, 162]","[48, 29, 14, 32, 20, 21, 34]","[0.49484536051750183, 0.5370370149612427, 0.1320754736661911, 0.4848484992980957, 0.3448275923728943, 0.26582279801368713, 0.20987653732299805]"
150,0.31236897274633124,0.3088078193093305,0.9714285714285714,0.9711399711399712,221,710,0.3112676056338028,0.98,"[1.0, 1.0, 1.0, 0.8, 1.0, 1.0, 1.0]","[0.442, 0.215, 0.205, 0.367, 0.262, 0.431, 0.26]","[0.18547505140304565, 0.1481502652168274, 0.14324231445789337, 0.1543571949005127, 0.1241554245352745, 0.15779012441635132, 0.08682936429977417]","[1.0, 0.7987611293792725, 0.7722996473312378, 0.8322262167930603, 0.6693915128707886, 0.8507350087165833, 0.46814578771591187]","[109, 94, 92, 91, 85, 87, 152]","[54, 38, 14, 32, 34, 15, 34]","[0.4954128563404083, 0.40425533056259155, 0.15217390656471252, 0.35164836049079895, 0.4000000059604645, 0.17241379618644714, 0.22368420660495758]","[206, 148, 198, 157, 143, 166, 314]","[102, 67, 28, 64, 54, 36, 68]","[0.49514561891555786, 0.45270270109176636, 0.14141413569450378, 0.40764331817626953, 0.3776223659515381, 0.21686747670173645, 0.2165605127811432]"
175,0.32914046121593293,0.3260914109272607,1.0,1.0,347,1031,0.33656644034917554,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.481, 0.369, 0.205, 0.354, 0.231, 0.397, 0.26]","[0.1542179137468338, 0.20369158685207367, 0.15159998834133148, 0.08190164715051651, 0.09491317719221115, 0.13424140214920044, 0.17943404614925385]","[0.7571147680282593, 1.0, 0.7442623972892761, 0.4020865559577942, 0.4659651219844818, 0.659042477607727, 0.8809104561805725]","[163, 142, 112, 124, 150, 168, 172]","[87, 56, 20, 45, 57, 39, 43]","[0.5337423086166382, 0.39436620473861694, 0.1785714328289032, 0.3629032373428345, 0.3799999952316284, 0.2321428507566452, 0.25]","[369, 290, 310, 281, 293, 334, 486]","[189, 123, 48, 109, 111, 75, 111]","[0.5121951103210449, 0.4241379201412201, 0.1548387110233307, 0.38790035247802734, 0.3788395822048187, 0.22455090284347534, 0.22839505970478058]"
200,0.3249475890985325,0.32255293892581627,0.9714285714285714,0.9711399711399712,344,1065,0.32300469483568073,0.98,"[1.0, 1.0, 1.0, 0.8, 1.0, 1.0, 1.0]","[0.442, 0.308, 0.145, 0.354, 0.354, 0.431, 0.26]","[0.10752066224813461, 0.15010115504264832, 0.0991785079240799, 0.1592448204755783, 0.20064152777194977, 0.19397184252738953, 0.08934128284454346]","[0.5358843803405762, 0.7481061220169067, 0.4943069815635681, 0.7936782836914062, 1.0, 0.9667581915855408, 0.4452781081199646]","[176, 168, 139, 146, 145, 129, 162]","[91, 51, 16, 63, 53, 30, 40]","[0.5170454382896423, 0.3035714328289032, 0.11510791629552841, 0.43150684237480164, 0.3655172288417816, 0.23255814611911774, 0.2469135820865631]","[545, 458, 449, 427, 438, 463, 648]","[280, 174, 64, 172, 164, 105, 151]","[0.5137614607810974, 0.37991267442703247, 0.14253897964954376, 0.40281030535697937, 0.37442922592163086, 0.22678185999393463, 0.2330246865749359]"
225,0.32075471698113206,0.32037507797762516,1.0,1.0,361,1189,0.3036164844407065,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.468, 0.292, 0.253, 0.342, 0.277, 0.362, 0.22]","[0.16817347705364227, 0.18482105433940887, 0.22329625487327576, 0.11656273901462555, 0.1327851265668869, 0.07871662080287933, 0.09564448893070221]","[0.7531406283378601, 0.8276943564414978, 1.0, 0.5220093727111816, 0.5946589708328247, 0.35252100229263306, 0.4283300042152405]","[186, 167, 185, 152, 174, 151, 174]","[98, 52, 33, 60, 56, 23, 39]","[0.5268816947937012, 0.31137725710868835, 0.1783783733844757, 0.3947368562221527, 0.3218390941619873, 0.15231788158416748, 0.22413793206214905]","[731, 625, 634, 579, 612, 614, 822]","[378, 226, 97, 232, 220, 128, 190]","[0.5170998573303223, 0.36160001158714294, 0.15299683809280396, 0.40069085359573364, 0.35947713255882263, 0.20846904814243317, 0.2311435490846634]"
