step,acc_train,f1_train,cw_acc_train,acc_val,f1_val,cw_acc_val,acc_test,f1_test,cw_acc_test,psl_correct,psl_total,acc_psl,pslt_global,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.14285714285714285,0.03571428571428571,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.2280130293159609,0.05305039787798408,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.12295081967213115,0.03128258602711157,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0,0,,0.0,"[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
5,0.14285714285714285,0.03571428571428571,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.2280130293159609,0.05305039787798408,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.12295081967213115,0.03128258602711157,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0,0,,0.7,"[0.1464998573064804, 0.12542766332626343, 0.18911677598953247, 0.1458890587091446, 0.12332843244075775, 0.10464619845151901, 0.16509178280830383]","[0.774652898311615, 0.6632286310195923, 1.0, 0.7714231610298157, 0.6521284580230713, 0.5533416867256165, 0.8729621171951294]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
10,0.14285714285714285,0.03571428571428571,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.2280130293159609,0.05305039787798408,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0.12295081967213115,0.03128258602711157,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",0,0,,0.7,"[0.1428092122077942, 0.12834006547927856, 0.18416014313697815, 0.14638760685920715, 0.12354826182126999, 0.11095922440290451, 0.1637953370809555]","[0.7754620909690857, 0.6968938112258911, 1.0, 0.7948929667472839, 0.6708740592002869, 0.6025148630142212, 0.8894179463386536]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
15,0.22857142857142856,0.13492063492063489,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.6]",0.23127035830618892,0.08331438676266263,"[0.0, 0.0, 0.914, 0.0, 0.0, 0.0, 0.194]",0.11475409836065574,0.03665814151747656,"[0.0, 0.0, 0.917, 0.0, 0.0, 0.0, 0.111]",0,0,,0.7,"[0.14487682282924652, 0.1348123997449875, 0.16501271724700928, 0.14612232148647308, 0.13281026482582092, 0.11501272022724152, 0.16135257482528687]","[0.8779736757278442, 0.816981852054596, 1.0, 0.8855215907096863, 0.8048486709594727, 0.6969930529594421, 0.97781902551651]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
20,0.22857142857142856,0.12653061224489795,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.6]",0.2182410423452769,0.08216478435533994,"[0.0, 0.0, 0.829, 0.0, 0.0, 0.0, 0.25]",0.11065573770491803,0.035241429978272086,"[0.0, 0.0, 0.883, 0.0, 0.0, 0.0, 0.111]",0,0,,0.7,"[0.1446325182914734, 0.13389837741851807, 0.16366681456565857, 0.14744947850704193, 0.13497309386730194, 0.12063447386026382, 0.15474505722522736]","[0.883700966835022, 0.8181155920028687, 1.0, 0.9009125232696533, 0.8246821165084839, 0.737073540687561, 0.9454882740974426]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.2571428571428571,0.12068965517241381,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.8]",0.2247557003257329,0.09578670177748519,"[0.0, 0.0, 0.486, 0.0, 0.0, 0.0, 0.972]",0.0942622950819672,0.04543706267844199,"[0.0, 0.0, 0.633, 0.0, 0.0, 0.0, 0.889]",0,0,,0.7,"[0.14153005182743073, 0.13469581305980682, 0.15678606927394867, 0.14148874580860138, 0.13918127119541168, 0.12453575432300568, 0.16178205609321594]","[0.8748192191123962, 0.8325757384300232, 0.9691190123558044, 0.8745638728141785, 0.8603010177612305, 0.769774854183197, 1.0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
30,0.2857142857142857,0.17307060755336617,"[0.0, 0.2, 0.8, 0.0, 0.0, 0.0, 1.0]",0.15960912052117263,0.06391054126903184,"[0.0, 0.0, 0.186, 0.0, 0.0, 0.0, 1.0]",0.05327868852459016,0.030512498254433744,"[0.0, 0.0, 0.3, 0.0, 0.0, 0.0, 0.889]",0,0,,0.7,"[0.1344735473394394, 0.13630220293998718, 0.15117058157920837, 0.1417635828256607, 0.14135244488716125, 0.13029204308986664, 0.16464543342590332]","[0.8167462944984436, 0.8278529047966003, 0.9181583523750305, 0.861023485660553, 0.858526349067688, 0.7913492918014526, 1.0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
35,0.4,0.282098853527425,"[0.0, 0.2, 0.8, 0.0, 0.8, 0.0, 1.0]",0.18566775244299674,0.10014161498949099,"[0.0, 0.0, 0.157, 0.0, 0.227, 0.0, 1.0]",0.0430327868852459,0.029089826527467475,"[0.0, 0.0, 0.2, 0.0, 0.048, 0.0, 0.889]",0,0,,0.7,"[0.13580335676670074, 0.13759049773216248, 0.14255966246128082, 0.13752532005310059, 0.15130166709423065, 0.13337145745754242, 0.16184788942337036]","[0.8390801548957825, 0.8501222729682922, 0.8808249831199646, 0.8497195839881897, 0.9348386526107788, 0.8240543603897095, 1.0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
40,0.45714285714285713,0.391156462585034,"[0.0, 0.4, 0.4, 0.6, 0.8, 0.0, 1.0]",0.20521172638436483,0.10882467036265955,"[0.0, 0.0, 0.071, 0.0, 0.568, 0.0, 0.917]",0.03483606557377049,0.03155269702117274,"[0.026, 0.022, 0.033, 0.013, 0.048, 0.0, 1.0]",0,0,,0.7,"[0.1325317621231079, 0.14101698994636536, 0.1360970139503479, 0.14091932773590088, 0.1538161188364029, 0.1347116231918335, 0.16090701520442963]","[0.8236543536186218, 0.8763880729675293, 0.8458115458488464, 0.8757811188697815, 0.9559317231178284, 0.8372016549110413, 1.0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
45,0.4857142857142857,0.43058132343846633,"[0.0, 0.4, 0.6, 0.6, 1.0, 0.0, 0.8]",0.18892508143322476,0.10143012574331402,"[0.0, 0.0, 0.043, 0.034, 0.682, 0.0, 0.583]",0.02663934426229508,0.0222107790061848,"[0.0, 0.022, 0.0, 0.025, 0.095, 0.0, 0.667]",0,0,,0.7,"[0.1276760846376419, 0.14413127303123474, 0.12906238436698914, 0.13938266038894653, 0.16155540943145752, 0.13855448365211487, 0.15963749587535858]","[0.7902928590774536, 0.8921476006507874, 0.798873782157898, 0.8627545237541199, 1.0, 0.8576282262802124, 0.9881284236907959]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
