step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.16771488469601678,0.05731441915140347,0.2857142857142857,0.18367346938775508,0,0,,0.0,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.949, 0.0, 0.086, 0.0]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.18658280922431866,0.1403776924278643,1.0,1.0,0,0,,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.078, 0.169, 0.0, 0.709, 0.031, 0.138, 0.12]","[0.10703758895397186, 0.14638209342956543, 0.05434383451938629, 0.16765925288200378, 0.16424910724163055, 0.17930658161640167, 0.18102134764194489]","[0.5912981629371643, 0.808645486831665, 0.3002067804336548, 0.9261849522590637, 0.9073466062545776, 0.9905272722244263, 1.0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.18867924528301888,0.12916207699300583,1.0,1.0,3,13,0.23076923076923078,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.195, 0.2, 0.0, 0.734, 0.015, 0.0, 0.06]","[0.15232478082180023, 0.1561979055404663, 0.0918038859963417, 0.23249764740467072, 0.10528617352247238, 0.07709623128175735, 0.18479317426681519]","[0.6551669836044312, 0.6718257665634155, 0.3948594331741333, 1.0, 0.452848345041275, 0.33160004019737244, 0.7948173880577087]","[6, 0, 3, 1, 1, 2, 0]","[1, 0, 1, 0, 0, 1, 0]","[0.1666666716337204, nan, 0.3333333432674408, 0.0, 0.0, 0.5, nan]","[6, 0, 3, 1, 1, 2, 0]","[1, 0, 1, 0, 0, 1, 0]","[0.1666666716337204, nan, 0.3333333432674408, 0.0, 0.0, 0.5, nan]"
75,0.17819706498951782,0.17512369428019817,1.0,1.0,35,244,0.14344262295081966,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.078, 0.2, 0.349, 0.203, 0.062, 0.224, 0.08]","[0.1369306892156601, 0.08193519711494446, 0.18646813929080963, 0.10504171997308731, 0.19257304072380066, 0.18850484490394592, 0.10854608565568924]","[0.7110584378242493, 0.42547595500946045, 0.9682982563972473, 0.545464277267456, 1.0, 0.9788745045661926, 0.5636618733406067]","[69, 15, 28, 27, 53, 28, 24]","[13, 3, 10, 3, 1, 3, 2]","[0.18840579688549042, 0.20000000298023224, 0.3571428656578064, 0.1111111119389534, 0.01886792480945587, 0.1071428582072258, 0.0833333358168602]","[75, 15, 31, 28, 54, 30, 24]","[14, 3, 11, 3, 1, 4, 2]","[0.18666666746139526, 0.20000000298023224, 0.35483869910240173, 0.1071428582072258, 0.018518518656492233, 0.13333334028720856, 0.0833333358168602]"
100,0.20125786163522014,0.19295023953641638,1.0,1.0,106,521,0.2034548944337812,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.156, 0.262, 0.169, 0.253, 0.062, 0.431, 0.08]","[0.14829190075397491, 0.15300732851028442, 0.0926123559474945, 0.1553197205066681, 0.15143983066082, 0.2215820699930191, 0.07774655520915985]","[0.6692414283752441, 0.6905221343040466, 0.417959600687027, 0.7009579539299011, 0.6834480166435242, 1.0, 0.3508702516555786]","[89, 55, 106, 64, 74, 85, 48]","[11, 23, 38, 11, 2, 14, 7]","[0.12359550595283508, 0.41818180680274963, 0.35849055647850037, 0.171875, 0.027027027681469917, 0.16470588743686676, 0.1458333283662796]","[164, 70, 137, 92, 128, 115, 72]","[25, 26, 49, 14, 3, 18, 9]","[0.15243902802467346, 0.37142857909202576, 0.35766422748565674, 0.15217390656471252, 0.0234375, 0.156521737575531, 0.125]"
125,0.18867924528301888,0.18826696684760097,1.0,1.0,185,959,0.19290928050052136,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.117, 0.338, 0.157, 0.127, 0.077, 0.293, 0.28]","[0.09065600484609604, 0.2969397306442261, 0.09958994388580322, 0.09625442326068878, 0.13920825719833374, 0.17433616518974304, 0.10301523655653]","[0.3053010404109955, 1.0, 0.3353877365589142, 0.32415473461151123, 0.4688098132610321, 0.5871096253395081, 0.3469230532646179]","[160, 135, 154, 127, 129, 130, 124]","[21, 44, 43, 21, 3, 29, 24]","[0.13124999403953552, 0.32592591643333435, 0.2792207896709442, 0.16535432636737823, 0.023255813866853714, 0.2230769246816635, 0.19354838132858276]","[324, 205, 291, 219, 257, 245, 196]","[46, 70, 92, 35, 6, 47, 33]","[0.1419753134250641, 0.3414634168148041, 0.3161512017250061, 0.15981735289096832, 0.023346303030848503, 0.19183672964572906, 0.16836734116077423]"
150,0.1970649895178197,0.197340542554653,1.0,1.0,218,1095,0.19908675799086759,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.104, 0.215, 0.145, 0.215, 0.077, 0.414, 0.28]","[0.1313200145959854, 0.13391722738742828, 0.06531108915805817, 0.16226641833782196, 0.14120642840862274, 0.20160436630249023, 0.1643742173910141]","[0.651374876499176, 0.6642575860023499, 0.3239567279815674, 0.8048754930496216, 0.7004135251045227, 1.0, 0.8153306245803833]","[165, 175, 175, 132, 188, 112, 148]","[24, 62, 52, 31, 4, 22, 23]","[0.145454540848732, 0.35428571701049805, 0.2971428632736206, 0.2348484843969345, 0.021276595070958138, 0.1964285671710968, 0.15540540218353271]","[489, 380, 466, 351, 445, 357, 344]","[70, 132, 144, 66, 10, 69, 56]","[0.14314928650856018, 0.34736841917037964, 0.30901288986206055, 0.18803419172763824, 0.02247191034257412, 0.19327731430530548, 0.1627907007932663]"
175,0.1949685534591195,0.19888660674253514,1.0,1.0,225,1164,0.19329896907216496,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.182, 0.215, 0.12, 0.253, 0.077, 0.276, 0.28]","[0.17259910702705383, 0.1217748373746872, 0.041344787925481796, 0.1781022995710373, 0.15366901457309723, 0.19474110007286072, 0.1377686858177185]","[0.8863003849983215, 0.6253165602684021, 0.2123064249753952, 0.9145593643188477, 0.7890939116477966, 1.0, 0.7074453234672546]","[193, 201, 155, 177, 154, 149, 135]","[30, 57, 42, 37, 5, 30, 24]","[0.15544041991233826, 0.28358209133148193, 0.2709677517414093, 0.20903955399990082, 0.03246753290295601, 0.20134228467941284, 0.17777778208255768]","[682, 581, 621, 528, 599, 506, 479]","[100, 189, 186, 103, 15, 99, 80]","[0.14662756025791168, 0.3253012001514435, 0.2995169162750244, 0.19507575035095215, 0.025041736662387848, 0.19565217196941376, 0.16701461374759674]"
200,0.19916142557651992,0.20336597961789143,1.0,1.0,259,1309,0.19786096256684493,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.182, 0.215, 0.145, 0.253, 0.077, 0.276, 0.28]","[0.1622786521911621, 0.11036883294582367, 0.10743504017591476, 0.16685493290424347, 0.16273626685142517, 0.1276213824748993, 0.1627046912908554]","[0.9725732803344727, 0.6614658236503601, 0.6438829302787781, 1.0, 0.9753158688545227, 0.7648643255233765, 0.9751266241073608]","[194, 219, 179, 161, 180, 195, 181]","[30, 58, 67, 25, 3, 44, 32]","[0.15463916957378387, 0.26484018564224243, 0.3743016719818115, 0.1552795022726059, 0.01666666753590107, 0.22564102709293365, 0.1767955869436264]","[876, 800, 800, 689, 779, 701, 660]","[130, 247, 253, 128, 18, 143, 112]","[0.14840182662010193, 0.3087500035762787, 0.3162499964237213, 0.185776486992836, 0.023106547072529793, 0.2039942890405655, 0.16969697177410126]"
225,0.19916142557651992,0.20337408426394182,1.0,1.0,263,1317,0.19969627942293092,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.182, 0.215, 0.145, 0.253, 0.077, 0.276, 0.28]","[0.22657637298107147, 0.11898373067378998, 0.048256535083055496, 0.1699867844581604, 0.11626355350017548, 0.12037043273448944, 0.19956237077713013]","[1.0, 0.5251374244689941, 0.21298131346702576, 0.7502405643463135, 0.513131856918335, 0.5312576293945312, 0.8807730674743652]","[205, 225, 169, 158, 176, 175, 209]","[26, 66, 51, 28, 9, 45, 38]","[0.12682926654815674, 0.2933333218097687, 0.30177515745162964, 0.17721518874168396, 0.05113636329770088, 0.2571428716182709, 0.1818181872367859]","[1081, 1025, 969, 847, 955, 876, 869]","[156, 313, 304, 156, 27, 188, 150]","[0.1443108171224594, 0.3053658604621887, 0.3137255012989044, 0.18417945504188538, 0.028272250667214394, 0.21461187303066254, 0.17261220514774323]"
