step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.14314928425357873,0.03577817531305904,0.14285714285714285,0.03571428571428571,0,0,,0.0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.20245398773006135,0.12968947252366744,0.6666666666666666,0.6085343228200372,0,0,,0.98,"[1.0, 0.0, 0.333, 1.0, 1.0, 1.0, 0.333]","[0.133, 0.0, 0.013, 0.229, 0.818, 0.153, 0.0]","[0.11506282538175583, 0.13262630999088287, 0.14493830502033234, 0.1478756219148636, 0.16718535125255585, 0.15392479300498962, 0.1383865922689438]","[0.6882351040840149, 0.793289065361023, 0.8669318556785583, 0.884501039981842, 1.0, 0.9206835031509399, 0.8277435302734375]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.25971370143149286,0.21655101226212103,0.9047619047619048,0.9020408163265305,31,44,0.7045454545454546,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.667, 0.667]","[0.453, 0.114, 0.179, 0.157, 0.675, 0.068, 0.067]","[0.26424962282180786, 0.11082085967063904, 0.12788406014442444, 0.11889538168907166, 0.16751132905483246, 0.08680073916912079, 0.12383779883384705]","[1.0, 0.41937944293022156, 0.48395171761512756, 0.4499358534812927, 0.6339132189750671, 0.3284800946712494, 0.46863946318626404]","[38, 1, 0, 5, 0, 0, 0]","[30, 1, 0, 0, 0, 0, 0]","[0.7894737124443054, 1.0, nan, 0.0, nan, nan, nan]","[38, 1, 0, 5, 0, 0, 0]","[30, 1, 0, 0, 0, 0, 0]","[0.7894737124443054, 1.0, nan, 0.0, nan, nan, nan]"
75,0.2719836400817996,0.25605431326428574,0.9523809523809523,0.9510204081632654,80,170,0.47058823529411764,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.667, 1.0]","[0.36, 0.414, 0.244, 0.143, 0.416, 0.051, 0.217]","[0.1149379163980484, 0.18642641603946686, 0.12678995728492737, 0.13067732751369476, 0.18605966866016388, 0.10261193662881851, 0.15249650180339813]","[0.6165323257446289, 1.0, 0.6801072359085083, 0.7009592652320862, 0.9980327486991882, 0.5504152178764343, 0.8179983496665955]","[84, 18, 2, 37, 9, 19, 1]","[59, 7, 0, 4, 4, 6, 0]","[0.7023809552192688, 0.3888888955116272, 0.0, 0.10810811072587967, 0.4444444477558136, 0.31578946113586426, 0.0]","[122, 19, 2, 42, 9, 19, 1]","[89, 8, 0, 4, 4, 6, 0]","[0.7295082211494446, 0.42105263471603394, 0.0, 0.095238097012043, 0.4444444477558136, 0.31578946113586426, 0.0]"
100,0.24948875255623723,0.24577769658388401,1.0,1.0,126,297,0.42424242424242425,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.347, 0.157, 0.282, 0.143, 0.403, 0.169, 0.2]","[0.12747058272361755, 0.10383560508489609, 0.14572085440158844, 0.14006440341472626, 0.16490069031715393, 0.15842242538928986, 0.15958522260189056]","[0.77301424741745, 0.6296856999397278, 0.8836885690689087, 0.8493863940238953, 1.0, 0.9607141613960266, 0.9677656292915344]","[128, 35, 12, 75, 12, 29, 6]","[92, 10, 2, 6, 8, 6, 2]","[0.71875, 0.2857142984867096, 0.1666666716337204, 0.07999999821186066, 0.6666666865348816, 0.2068965584039688, 0.3333333432674408]","[250, 54, 14, 117, 21, 48, 7]","[181, 18, 2, 10, 12, 12, 2]","[0.7239999771118164, 0.3333333432674408, 0.1428571492433548, 0.08547008782625198, 0.5714285969734192, 0.25, 0.2857142984867096]"
125,0.19631901840490798,0.1800200776022001,1.0,1.0,155,457,0.33916849015317285,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.147, 0.043, 0.167, 0.143, 0.468, 0.305, 0.083]","[0.076015904545784, 0.05967928469181061, 0.1405893862247467, 0.10697662830352783, 0.2954444885253906, 0.25056084990501404, 0.07073326408863068]","[0.25729334354400635, 0.20199830830097198, 0.4758571982383728, 0.36208707094192505, 1.0, 0.8480809926986694, 0.2394130378961563]","[103, 60, 32, 125, 30, 71, 36]","[75, 22, 9, 16, 8, 14, 11]","[0.7281553149223328, 0.36666667461395264, 0.28125, 0.12800000607967377, 0.2666666805744171, 0.19718310236930847, 0.3055555522441864]","[353, 114, 46, 242, 51, 119, 43]","[256, 40, 11, 26, 20, 26, 13]","[0.7252124547958374, 0.35087719559669495, 0.239130437374115, 0.10743801295757294, 0.3921568691730499, 0.21848739683628082, 0.302325576543808]"
150,0.24335378323108384,0.2375241500294188,1.0,1.0,159,521,0.30518234165067176,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.387, 0.2, 0.333, 0.157, 0.221, 0.237, 0.133]","[0.16153062880039215, 0.14785051345825195, 0.1754787415266037, 0.14072418212890625, 0.14130261540412903, 0.15200075507164001, 0.081112340092659]","[0.920513927936554, 0.8425551056861877, 1.0, 0.8019443154335022, 0.8052406311035156, 0.8662061095237732, 0.4622345566749573]","[116, 94, 17, 138, 35, 81, 40]","[77, 30, 4, 21, 10, 5, 12]","[0.6637930870056152, 0.3191489279270172, 0.23529411852359772, 0.15217390656471252, 0.2857142984867096, 0.06172839552164078, 0.30000001192092896]","[469, 208, 63, 380, 86, 200, 83]","[333, 70, 15, 47, 30, 31, 25]","[0.7100213170051575, 0.3365384638309479, 0.2380952388048172, 0.12368421256542206, 0.3488371968269348, 0.1550000011920929, 0.3012048304080963]"
175,0.2147239263803681,0.2113593859704383,1.0,1.0,229,717,0.3193863319386332,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.187, 0.129, 0.179, 0.114, 0.39, 0.271, 0.233]","[0.06963582336902618, 0.09760498255491257, 0.13449710607528687, 0.08241307735443115, 0.2680274546146393, 0.21270225942134857, 0.13511906564235687]","[0.2598085403442383, 0.3641603887081146, 0.501803457736969, 0.30747997760772705, 1.0, 0.793583869934082, 0.5041239857673645]","[132, 105, 78, 164, 63, 98, 77]","[94, 40, 24, 23, 14, 20, 14]","[0.7121211886405945, 0.380952388048172, 0.3076923191547394, 0.14024390280246735, 0.2222222238779068, 0.20408163964748383, 0.1818181872367859]","[601, 313, 141, 544, 149, 298, 160]","[427, 110, 39, 70, 44, 51, 39]","[0.7104825377464294, 0.35143768787384033, 0.27659574151039124, 0.12867647409439087, 0.29530200362205505, 0.17114093899726868, 0.24375000596046448]"
200,0.24130879345603273,0.23654923903065087,1.0,1.0,215,752,0.2859042553191489,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.4, 0.2, 0.256, 0.114, 0.234, 0.254, 0.217]","[0.20340251922607422, 0.12451835721731186, 0.11901673674583435, 0.1067347452044487, 0.15896765887737274, 0.2005244642496109, 0.0868353322148323]","[1.0, 0.6121770739555359, 0.5851291418075562, 0.5247464179992676, 0.7815422415733337, 0.98585045337677, 0.4269137382507324]","[147, 128, 53, 199, 44, 88, 93]","[86, 42, 17, 25, 15, 8, 22]","[0.5850340127944946, 0.328125, 0.3207547068595886, 0.12562814354896545, 0.34090909361839294, 0.09090909361839294, 0.23655913770198822]","[748, 441, 194, 743, 193, 386, 253]","[513, 152, 56, 95, 59, 59, 61]","[0.6858288645744324, 0.34467118978500366, 0.2886597812175751, 0.12786002457141876, 0.3056994676589966, 0.1528497338294983, 0.24110671877861023]"
225,0.2167689161554192,0.20097465351273364,1.0,1.0,214,814,0.2628992628992629,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.387, 0.214, 0.026, 0.114, 0.273, 0.22, 0.3]","[0.15556403994560242, 0.12208082526922226, 0.05657582730054855, 0.17630299925804138, 0.18886806070804596, 0.13896222412586212, 0.1616458296775818]","[0.8236651420593262, 0.6463814973831177, 0.2995521128177643, 0.9334717392921448, 1.0, 0.7357634902000427, 0.8558664321899414]","[141, 114, 45, 183, 81, 134, 116]","[79, 34, 9, 21, 25, 23, 23]","[0.5602836608886719, 0.2982456088066101, 0.20000000298023224, 0.1147540956735611, 0.3086419701576233, 0.17164179682731628, 0.1982758641242981]","[889, 555, 239, 926, 274, 520, 369]","[592, 186, 65, 116, 84, 82, 84]","[0.6659167408943176, 0.3351351320743561, 0.27196651697158813, 0.12526997923851013, 0.30656933784484863, 0.1576923131942749, 0.22764228284358978]"
