step,acc_val,f1_val,acc_train,f1_train,psl_correct,psl_total,acc_psl,pslt_global,cw_acc_train,cw_acc_val,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.10482180293501048,0.027262813522355506,0.14285714285714285,0.03759398496240601,0,0,,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.1719077568134172,0.06424940346508974,0.24285714285714285,0.17770885830587324,0,0,,0.98,"[1.0, 0.1, 0.0, 0.0, 0.1, 0.1, 0.4]","[0.987, 0.0, 0.0, 0.013, 0.015, 0.0, 0.08]","[0.18249112367630005, 0.133492112159729, 0.1185436025261879, 0.14379535615444183, 0.12941394746303558, 0.1494566798210144, 0.14280690252780914]","[1.0, 0.731499195098877, 0.6495856046676636, 0.7879580855369568, 0.7091519832611084, 0.8189805150032043, 0.7825416326522827]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.2662473794549266,0.20928253583415857,0.5,0.46436792011704897,0,0,,0.98,"[0.9, 0.6, 0.1, 0.4, 1.0, 0.2, 0.3]","[0.688, 0.215, 0.0, 0.063, 0.646, 0.19, 0.04]","[0.11601115763187408, 0.14373032748699188, 0.11945890635251999, 0.15345871448516846, 0.18563884496688843, 0.13162648677825928, 0.15007534623146057]","[0.6249293088912964, 0.7742470502853394, 0.6435016393661499, 0.826651930809021, 1.0, 0.7090460062026978, 0.8084264397621155]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
75,0.3857442348008386,0.33556759466612934,0.8571428571428571,0.85705906521821,0,0,,0.98,"[0.9, 1.0, 0.7, 0.9, 0.9, 0.8, 0.8]","[0.584, 0.523, 0.048, 0.734, 0.077, 0.552, 0.12]","[0.11849208176136017, 0.17642951011657715, 0.13232649862766266, 0.20155268907546997, 0.09420941770076752, 0.16107656061649323, 0.11591307818889618]","[0.5878962874412537, 0.8753517866134644, 0.6565355062484741, 1.0, 0.4674183130264282, 0.799178421497345, 0.5751006007194519]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
100,0.35429769392033544,0.32985836697883275,0.9285714285714286,0.9301229263635279,2,7,0.2857142857142857,0.98,"[1.0, 0.8, 0.8, 1.0, 1.0, 0.9, 1.0]","[0.649, 0.554, 0.012, 0.329, 0.185, 0.379, 0.44]","[0.13407696783542633, 0.17925941944122314, 0.11129806190729141, 0.20493434369564056, 0.1110629215836525, 0.10771969705820084, 0.15164831280708313]","[0.654243528842926, 0.8747163414955139, 0.5430912971496582, 1.0, 0.5419439077377319, 0.5256302952766418, 0.7399848699569702]","[6, 0, 0, 0, 1, 0, 0]","[2, 0, 0, 0, 0, 0, 0]","[0.3333333432674408, nan, nan, nan, 0.0, nan, nan]","[6, 0, 0, 0, 1, 0, 0]","[2, 0, 0, 0, 0, 0, 0]","[0.3333333432674408, nan, nan, nan, 0.0, nan, nan]"
125,0.36268343815513626,0.3412297481475572,0.9857142857142858,0.9856784819190835,32,52,0.6153846153846154,0.98,"[1.0, 1.0, 0.9, 1.0, 1.0, 1.0, 1.0]","[0.649, 0.508, 0.12, 0.342, 0.323, 0.483, 0.08]","[0.14052560925483704, 0.225412055850029, 0.15500178933143616, 0.16129639744758606, 0.13182686269283295, 0.12452591210603714, 0.06141114979982376]","[0.623416543006897, 1.0, 0.6876375079154968, 0.7155624032020569, 0.5848261117935181, 0.5524367690086365, 0.27243950963020325]","[27, 11, 0, 0, 9, 4, 1]","[16, 8, 0, 0, 5, 3, 0]","[0.5925925970077515, 0.7272727489471436, nan, nan, 0.5555555820465088, 0.75, 0.0]","[33, 11, 0, 0, 10, 4, 1]","[18, 8, 0, 0, 5, 3, 0]","[0.5454545617103577, 0.7272727489471436, nan, nan, 0.5, 0.75, 0.0]"
150,0.3941299790356394,0.3705012803905269,0.9571428571428572,0.9568184530590546,150,283,0.5300353356890459,0.98,"[1.0, 0.8, 1.0, 1.0, 1.0, 0.9, 1.0]","[0.623, 0.415, 0.157, 0.468, 0.246, 0.672, 0.16]","[0.15378771722316742, 0.1535119265317917, 0.10314436256885529, 0.20676499605178833, 0.10938023030757904, 0.20414988696575165, 0.0692606195807457]","[0.743780255317688, 0.7424464225769043, 0.4988482892513275, 1.0, 0.5290074944496155, 0.9873522520065308, 0.33497264981269836]","[104, 59, 11, 17, 27, 49, 16]","[58, 41, 4, 8, 7, 27, 5]","[0.557692289352417, 0.694915235042572, 0.3636363744735718, 0.47058823704719543, 0.25925925374031067, 0.5510203838348389, 0.3125]","[137, 70, 11, 17, 37, 53, 17]","[76, 49, 4, 8, 12, 30, 5]","[0.55474454164505, 0.699999988079071, 0.3636363744735718, 0.47058823704719543, 0.3243243098258972, 0.5660377144813538, 0.29411765933036804]"
175,0.36058700209643607,0.3618951881058136,1.0,1.0,241,485,0.49690721649484537,0.98,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.545, 0.554, 0.133, 0.127, 0.338, 0.534, 0.4]","[0.09174198657274246, 0.18553973734378815, 0.08240154385566711, 0.08806858956813812, 0.19734156131744385, 0.17532755434513092, 0.17957879602909088]","[0.4648893177509308, 0.9401959776878357, 0.4175579845905304, 0.44627490639686584, 1.0, 0.8884471654891968, 0.9099897146224976]","[106, 102, 58, 49, 39, 87, 44]","[56, 72, 18, 22, 14, 43, 16]","[0.5283018946647644, 0.7058823704719543, 0.3103448152542114, 0.44897958636283875, 0.3589743673801422, 0.49425286054611206, 0.3636363744735718]","[243, 172, 69, 66, 76, 140, 61]","[132, 121, 22, 30, 26, 73, 21]","[0.5432098507881165, 0.7034883499145508, 0.3188405930995941, 0.4545454680919647, 0.34210526943206787, 0.5214285850524902, 0.3442623019218445]"
200,0.40670859538784065,0.4038130280461574,0.9857142857142858,0.9856784819190835,316,638,0.4952978056426332,0.98,"[1.0, 1.0, 1.0, 1.0, 0.9, 1.0, 1.0]","[0.597, 0.554, 0.217, 0.392, 0.262, 0.483, 0.36]","[0.10188805311918259, 0.20631946623325348, 0.17155377566814423, 0.1746126264333725, 0.07947635650634766, 0.11575517058372498, 0.15039430558681488]","[0.49383634328842163, 1.0, 0.8314958214759827, 0.8463216423988342, 0.38521015644073486, 0.5610482096672058, 0.7289389967918396]","[159, 120, 96, 64, 51, 96, 52]","[106, 79, 34, 23, 22, 40, 12]","[0.6666666865348816, 0.6583333611488342, 0.3541666567325592, 0.359375, 0.4313725531101227, 0.4166666567325592, 0.23076923191547394]","[402, 292, 165, 130, 127, 236, 113]","[238, 200, 56, 53, 48, 113, 33]","[0.5920398235321045, 0.6849315166473389, 0.3393939435482025, 0.4076923131942749, 0.3779527544975281, 0.4788135588169098, 0.29203540086746216]"
225,0.37735849056603776,0.38381458699637827,0.9428571428571428,0.9425327387733402,382,830,0.4602409638554217,0.98,"[1.0, 0.8, 1.0, 0.9, 0.9, 1.0, 1.0]","[0.532, 0.4, 0.241, 0.38, 0.292, 0.5, 0.3]","[0.14016494154930115, 0.11073730885982513, 0.16367733478546143, 0.18997006118297577, 0.1632314771413803, 0.10967222601175308, 0.12254643440246582]","[0.7378264665603638, 0.5829197764396667, 0.8615953922271729, 1.0, 0.8592484593391418, 0.5773131847381592, 0.6450828909873962]","[182, 138, 128, 96, 64, 149, 73]","[116, 97, 29, 34, 20, 67, 19]","[0.6373626589775085, 0.7028985619544983, 0.2265625, 0.3541666567325592, 0.3125, 0.449664443731308, 0.2602739632129669]","[584, 430, 293, 226, 191, 385, 186]","[354, 297, 85, 87, 68, 180, 52]","[0.6061643958091736, 0.6906976699829102, 0.29010239243507385, 0.3849557638168335, 0.3560209572315216, 0.4675324559211731, 0.2795698940753937]"
