step,acc_train,f1_train,cw_acc_train,acc_val,f1_val,cw_acc_val,acc_test,f1_test,cw_acc_test,psl_correct,psl_total,acc_psl,pslt_global,cw_avg_prob,local_threshold,cw_psl_total_eval,cw_psl_correct_eval,cw_psl_acc_eval,cw_psl_total_accum,cw_psl_correct_accum,cw_psl_acc_accum
0,0.14285714285714285,0.08348794063079777,"[0.2, 0.0, 0.0, 0.5, 0.3, 0.0, 0.0]",0.16973415132924335,0.10092040445942442,"[0.373, 0.0, 0.0, 0.486, 0.273, 0.0, 0.0]",0.16973415132924335,0.0936374273504595,"[0.373, 0.0, 0.0, 0.629, 0.145, 0.0, 0.0]",0,0,,0.0,"[0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548, 0.1428571492433548]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
25,0.4,0.3504412408066893,"[0.5, 0.8, 0.1, 0.0, 0.2, 0.3, 0.9]",0.21267893660531698,0.1453519222253544,"[0.133, 0.6, 0.0, 0.0, 0.0, 0.153, 0.717]",0.2474437627811861,0.1861469614670003,"[0.187, 0.657, 0.013, 0.0, 0.026, 0.267, 0.689]",0,0,,0.98,"[0.1387266218662262, 0.15495947003364563, 0.11929748952388763, 0.13951221108436584, 0.14458584785461426, 0.159410759806633, 0.1435074359178543]","[0.8702462911605835, 0.9720765948295593, 0.7483653426170349, 0.875174343585968, 0.907001793384552, 1.0, 0.9002368450164795]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
50,0.5714285714285714,0.5120276548847977,"[1.0, 0.8, 0.9, 0.6, 0.1, 0.1, 0.5]",0.25357873210633947,0.21141970805595736,"[0.6, 0.286, 0.333, 0.257, 0.013, 0.017, 0.217]",0.2658486707566462,0.21094478798002173,"[0.733, 0.3, 0.351, 0.214, 0.026, 0.0, 0.164]",0,0,,0.98,"[0.17802228033542633, 0.18112792074680328, 0.1312333643436432, 0.1453656554222107, 0.1190309152007103, 0.12997782230377197, 0.1152418851852417]","[0.982853889465332, 1.0, 0.7245341539382935, 0.8025579452514648, 0.6571649312973022, 0.7176023721694946, 0.636245846748352]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0]","[nan, nan, nan, nan, nan, nan, nan]"
75,0.7142857142857143,0.680684666210982,"[1.0, 0.7, 0.9, 0.3, 1.0, 0.2, 0.9]",0.294478527607362,0.2506503889565525,"[0.773, 0.214, 0.423, 0.043, 0.195, 0.017, 0.317]",0.3231083844580777,0.27074912596436446,"[0.88, 0.2, 0.338, 0.043, 0.382, 0.0, 0.328]",25,29,0.8620689655172413,0.98,"[0.31845811009407043, 0.15028473734855652, 0.1552920937538147, 0.1043843999505043, 0.12240034341812134, 0.09138838946819305, 0.05779176950454712]","[1.0, 0.4719136655330658, 0.4876374304294586, 0.3277806341648102, 0.38435304164886475, 0.28697144985198975, 0.18147368729114532]","[20, 2, 0, 0, 0, 0, 7]","[19, 1, 0, 0, 0, 0, 5]","[0.949999988079071, 0.5, nan, nan, nan, nan, 0.7142857313156128]","[20, 2, 0, 0, 0, 0, 7]","[19, 1, 0, 0, 0, 0, 5]","[0.949999988079071, 0.5, nan, nan, nan, nan, 0.7142857313156128]"
100,0.7714285714285715,0.7656671440506025,"[0.9, 1.0, 0.9, 0.4, 0.5, 0.7, 1.0]",0.2822085889570552,0.25252421316174056,"[0.267, 0.543, 0.526, 0.043, 0.078, 0.085, 0.417]",0.3149284253578732,0.2776910208269462,"[0.387, 0.7, 0.429, 0.043, 0.118, 0.05, 0.459]",64,118,0.5423728813559322,0.98,"[0.07983044534921646, 0.2692798376083374, 0.16973742842674255, 0.1115504577755928, 0.10700530558824539, 0.13420841097831726, 0.128387913107872]","[0.29645904898643494, 1.0, 0.6303384304046631, 0.4142547845840454, 0.39737585186958313, 0.498397558927536, 0.47678250074386597]","[40, 18, 17, 0, 0, 0, 43]","[31, 2, 2, 0, 0, 0, 29]","[0.7749999761581421, 0.1111111119389534, 0.11764705926179886, nan, nan, nan, 0.6744186282157898]","[60, 20, 17, 0, 0, 0, 50]","[50, 3, 2, 0, 0, 0, 34]","[0.8333333134651184, 0.15000000596046448, 0.11764705926179886, nan, nan, nan, 0.6800000071525574]"
125,0.9714285714285714,0.9714285714285714,"[1.0, 1.0, 0.9, 0.9, 1.0, 1.0, 1.0]",0.34355828220858897,0.33745072912940544,"[0.547, 0.314, 0.346, 0.157, 0.273, 0.186, 0.583]",0.3374233128834356,0.32152093641757107,"[0.6, 0.314, 0.351, 0.114, 0.276, 0.1, 0.59]",70,122,0.5737704918032787,0.98,"[0.10925930738449097, 0.17307496070861816, 0.10354157537221909, 0.11854363977909088, 0.17870652675628662, 0.15862078964710236, 0.15825305879116058]","[0.6113895773887634, 0.9684870839118958, 0.5793944597244263, 0.6633425354957581, 1.0, 0.8876048922538757, 0.8855471611022949]","[46, 17, 19, 2, 3, 6, 29]","[33, 3, 11, 1, 1, 3, 18]","[0.717391312122345, 0.1764705926179886, 0.5789473652839661, 0.5, 0.3333333432674408, 0.5, 0.6206896305084229]","[106, 37, 36, 2, 3, 6, 79]","[83, 6, 13, 1, 1, 3, 52]","[0.7830188870429993, 0.1621621549129486, 0.3611111044883728, 0.5, 0.3333333432674408, 0.5, 0.6582278609275818]"
150,0.9857142857142858,0.9856784819190835,"[1.0, 1.0, 0.9, 1.0, 1.0, 1.0, 1.0]",0.3496932515337423,0.34269330437309603,"[0.533, 0.229, 0.179, 0.514, 0.221, 0.254, 0.55]",0.3558282208588957,0.34896232451222703,"[0.627, 0.329, 0.195, 0.343, 0.316, 0.167, 0.508]",114,221,0.5158371040723982,0.98,"[0.06881553679704666, 0.13503018021583557, 0.1290292888879776, 0.23239991068840027, 0.1616361141204834, 0.16722995042800903, 0.10585886240005493]","[0.29610827565193176, 0.5810251235961914, 0.5552036762237549, 1.0, 0.6955084800720215, 0.7195783853530884, 0.45550301671028137]","[77, 36, 32, 7, 9, 10, 50]","[59, 4, 11, 2, 5, 4, 29]","[0.7662337422370911, 0.1111111119389534, 0.34375, 0.2857142984867096, 0.5555555820465088, 0.4000000059604645, 0.5799999833106995]","[183, 73, 68, 9, 12, 16, 129]","[142, 10, 24, 3, 6, 7, 81]","[0.7759562730789185, 0.13698630034923553, 0.3529411852359772, 0.3333333432674408, 0.5, 0.4375, 0.6279069781303406]"
175,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.3292433537832311,0.32191869737498446,"[0.64, 0.243, 0.231, 0.329, 0.221, 0.186, 0.45]",0.35787321063394684,0.3420142791122908,"[0.693, 0.214, 0.273, 0.286, 0.382, 0.1, 0.525]",175,362,0.48342541436464087,0.98,"[0.20583517849445343, 0.14672645926475525, 0.09996791929006577, 0.14509886503219604, 0.18574710190296173, 0.12854169309139252, 0.08808261901140213]","[1.0, 0.7128347158432007, 0.4856697618961334, 0.7049274444580078, 0.9024069905281067, 0.6244884729385376, 0.4279279112815857]","[105, 54, 46, 22, 45, 22, 68]","[68, 15, 16, 10, 16, 6, 44]","[0.6476190686225891, 0.2777777910232544, 0.3478260934352875, 0.4545454680919647, 0.35555556416511536, 0.27272728085517883, 0.6470588445663452]","[288, 127, 114, 31, 57, 38, 197]","[210, 25, 40, 13, 22, 13, 125]","[0.7291666865348816, 0.19685038924217224, 0.35087719559669495, 0.4193548262119293, 0.38596490025520325, 0.34210526943206787, 0.6345177888870239]"
200,0.9857142857142858,0.9856784819190835,"[1.0, 0.9, 1.0, 1.0, 1.0, 1.0, 1.0]",0.3231083844580777,0.3177141056141742,"[0.56, 0.129, 0.167, 0.414, 0.338, 0.288, 0.367]",0.34151329243353784,0.32913770712001117,"[0.613, 0.1, 0.195, 0.314, 0.474, 0.183, 0.492]",184,393,0.4681933842239186,0.98,"[0.1796746701002121, 0.07748442888259888, 0.07703585922718048, 0.14008216559886932, 0.19606097042560577, 0.218466117978096, 0.1111956536769867]","[0.8224372267723083, 0.3546748161315918, 0.35262155532836914, 0.641207754611969, 0.8974433541297913, 1.0, 0.5089834928512573]","[96, 44, 56, 23, 47, 43, 84]","[63, 13, 20, 9, 11, 12, 56]","[0.65625, 0.2954545319080353, 0.3571428656578064, 0.3913043439388275, 0.23404255509376526, 0.27906978130340576, 0.6666666865348816]","[384, 171, 170, 54, 104, 81, 281]","[273, 38, 60, 22, 33, 25, 181]","[0.7109375, 0.2222222238779068, 0.3529411852359772, 0.40740740299224854, 0.3173076808452606, 0.3086419701576233, 0.6441280841827393]"
225,1.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.32515337423312884,0.32122647951221567,"[0.653, 0.2, 0.269, 0.243, 0.312, 0.22, 0.35]",0.35787321063394684,0.34528402933714514,"[0.693, 0.2, 0.299, 0.243, 0.447, 0.15, 0.426]",203,434,0.46774193548387094,0.98,"[0.16124553978443146, 0.0868847444653511, 0.2224583625793457, 0.18976302444934845, 0.12839576601982117, 0.1710265427827835, 0.04022585228085518]","[0.724834680557251, 0.39056631922721863, 1.0, 0.8530271649360657, 0.5771676301956177, 0.7688024640083313, 0.1808241903781891]","[123, 72, 67, 30, 45, 30, 67]","[79, 15, 24, 14, 14, 10, 47]","[0.642276406288147, 0.2083333283662796, 0.35820895433425903, 0.46666666865348816, 0.31111112236976624, 0.3333333432674408, 0.7014925479888916]","[507, 243, 237, 84, 149, 111, 348]","[352, 53, 84, 36, 47, 35, 228]","[0.6942800879478455, 0.21810699999332428, 0.3544303774833679, 0.4285714328289032, 0.3154362440109253, 0.315315306186676, 0.6551724076271057]"
